#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.840000000000001E+00  0.230075816140194E+00  0.468078097037975E-02  0.434459513697143E+01  0.883886824017555E-01
     0.850000000000001E+00  0.230003126427079E+00  0.474863758659468E-02  0.434591451463392E+01  0.897256195291802E-01
     0.860000000000001E+00  0.229929904383281E+00  0.481680308759471E-02  0.434724371463257E+01  0.910704373288622E-01
     0.870000000000001E+00  0.229856160279893E+00  0.488526571628851E-02  0.434858255780589E+01  0.924229364061020E-01
     0.880000000000001E+00  0.229781903601763E+00  0.495401290202175E-02  0.434993088066106E+01  0.937829018208745E-01
     0.890000000000001E+00  0.229707142964581E+00  0.502303131739958E-02  0.435128853699071E+01  0.951501042164643E-01
     0.900000000000001E+00  0.229631886036555E+00  0.509230694523342E-02  0.435265539939771E+01  0.965243011461929E-01
     0.910000000000001E+00  0.229556139466057E+00  0.516182515524565E-02  0.435403136070077E+01  0.979052385907410E-01
     0.920000000000001E+00  0.229479908816641E+00  0.523157078994743E-02  0.435541633519352E+01  0.992926526542440E-01
     0.930000000000001E+00  0.229403198510752E+00  0.530152825888597E-02  0.435681025973108E+01  0.100686271423047E+00
     0.940000000000001E+00  0.229326011783331E+00  0.537168164024458E-02  0.435821309462077E+01  0.102085816966837E+00
     0.950000000000001E+00  0.229248350646446E+00  0.544201478857946E-02  0.435962482429500E+01  0.103491007457939E+00
     0.960000000000001E+00  0.229170215865807E+00  0.551251144729870E-02  0.436104545774960E+01  0.104901559381136E+00
     0.970000000000001E+00  0.229091606949935E+00  0.558315536433917E-02  0.436247502873310E+01  0.106317189803421E+00
     0.980000000000002E+00  0.229012522152425E+00  0.565393040938103E-02  0.436391359567838E+01  0.107737618670893E+00
     0.990000000000002E+00  0.228932958487531E+00  0.572482069086391E-02  0.436536124137293E+01  0.109162571098596E+00
     0.100000000000000E+01  0.228852911759070E+00  0.579581067103727E-02  0.436681807236806E+01  0.110591779618492E+00
     0.101000000000000E+01  0.228772376602287E+00  0.586688527728950E-02  0.436828421813447E+01  0.112024986351140E+00
     0.102000000000000E+01  0.228691346538160E+00  0.593803000806189E-02  0.436975982997530E+01  0.113461945067900E+00
     0.103000000000000E+01  0.228609814039299E+00  0.600923103175594E-02  0.437124507971309E+01  0.114902423112539E+00
     0.104000000000000E+01  0.228527770606392E+00  0.608047527718811E-02  0.437274015817217E+01  0.116346203154138E+00
     0.105000000000000E+01  0.228445206853966E+00  0.615175051432736E-02  0.437424527348088E+01  0.117793084746715E+00
     0.106000000000000E+01  0.228362112604023E+00  0.622304542426051E-02  0.437576064922215E+01  0.119242885675254E+00
     0.107000000000000E+01  0.228278476986058E+00  0.629434965756333E-02  0.437728652246202E+01  0.120695443072358E+00
     0.108000000000000E+01  0.228194288541794E+00  0.636565388050163E-02  0.437882314168920E+01  0.122150614294709E+00
     0.109000000000000E+01  0.228109535333015E+00  0.643694980873761E-02  0.438037076469738E+01  0.123608277553392E+00
     0.110000000000000E+01  0.228024205050828E+00  0.650823022846680E-02  0.438192965644326E+01  0.125068332297101E+00
     0.111000000000000E+01  0.227938285124739E+00  0.657948900514843E-02  0.438350008691171E+01  0.126530699351886E+00
     0.112000000000000E+01  0.227851762830043E+00  0.665072108021457E-02  0.438508232901798E+01  0.127995320825452E+00
     0.113000000000000E+01  0.227764625392058E+00  0.672192245634138E-02  0.438667665657494E+01  0.129462159787908E+00
     0.114000000000000E+01  0.227676860086024E+00  0.679309017203795E-02  0.438828334234893E+01  0.130931199744081E+00
     0.115000000000000E+01  0.227588454331421E+00  0.686422226644922E-02  0.438990265622807E+01  0.132402443915474E+00
     0.116000000000000E+01  0.227499395779869E+00  0.693531773538006E-02  0.439153486351923E+01  0.133875914351768E+00
     0.117000000000000E+01  0.227409672395780E+00  0.700637647962458E-02  0.439318022338983E+01  0.135351650893462E+00
     0.118000000000000E+01  0.227319272529186E+00  0.707739924673234E-02  0.439483898746504E+01  0.136829710007986E+00
     0.119000000000000E+01  0.227228184980350E+00  0.714838756736001E-02  0.439651139858830E+01  0.138310163521937E+00
     0.120000000000000E+01  0.227136399055855E+00  0.721934368734856E-02  0.439819768975035E+01  0.139793097271926E+00
     0.121000000000000E+01  0.227043904616179E+00  0.729027049663361E-02  0.439989808318662E+01  0.141278609695671E+00
     0.122000000000000E+01  0.226950692114691E+00  0.736117145604488E-02  0.440161278964377E+01  0.142766810384142E+00
     0.123000000000000E+01  0.226856752628329E+00  0.743205052298226E-02  0.440334200781018E+01  0.144257818613986E+00
     0.124000000000000E+01  0.226762077880196E+00  0.750291207687803E-02  0.440508592390534E+01  0.145751761878000E+00
     0.125000000000000E+01  0.226666660254438E+00  0.757376084526462E-02  0.440684471142092E+01  0.147248774429621E+00
     0.126000000000000E+01  0.226570492803874E+00  0.764460183117604E-02  0.440861853100413E+01  0.148748995855538E+00
     0.127000000000000E+01  0.226473569250817E+00  0.771544024251504E-02  0.441040753047468E+01  0.150252569688738E+00
     0.128000000000000E+01  0.226375883981650E+00  0.778628142392480E-02  0.441221184496398E+01  0.151759642072336E+00
     0.129000000000000E+01  0.226277432035701E+00  0.785713079161209E-02  0.441403159716619E+01  0.153270360482840E+00
     0.130000000000000E+01  0.226178209088911E+00  0.792799377148234E-02  0.441586689769094E+01  0.154784872519822E+00
     0.131000000000000E+01  0.226078211432956E+00  0.799887574086671E-02  0.441771784550536E+01  0.156303324767261E+00
     0.132000000000000E+01  0.225977435950251E+00  0.806978197404771E-02  0.441958452845637E+01  0.157825861730589E+00
     0.133000000000000E+01  0.225875880085434E+00  0.814071759172326E-02  0.442146702386212E+01  0.159352624852041E+00
     0.134000000000000E+01  0.225773541813808E+00  0.821168751449195E-02  0.442336539916289E+01  0.160883751605832E+00
     0.135000000000000E+01  0.225670419607177E+00  0.828269642039067E-02  0.442527971262311E+01  0.162419374673796E+00
     0.136000000000000E+01  0.225566512397564E+00  0.835374870647400E-02  0.442721001407505E+01  0.163959621201146E+00
     0.137000000000000E+01  0.225461819539175E+00  0.842484845438855E-02  0.442915634569683E+01  0.165504612131481E+00
     0.138000000000000E+01  0.225356340768984E+00  0.849599939986762E-02  0.443111874281804E+01  0.167054461619593E+00
     0.139000000000000E+01  0.225250076166296E+00  0.856720490604791E-02  0.443309723474538E+01  0.168609276520106E+00
     0.140000000000000E+01  0.225143026111555E+00  0.863846794049404E-02  0.443509184560356E+01  0.170169155949826E+00
     0.141000000000000E+01  0.225035191244688E+00  0.870979105580430E-02  0.443710259518581E+01  0.171734190921340E+00
     0.142000000000000E+01  0.224926572423233E+00  0.878117637366290E-02  0.443912949980889E+01  0.173304464045287E+00
     0.143000000000000E+01  0.224817170680441E+00  0.885262557220023E-02  0.444117257316936E+01  0.174880049298716E+00
     0.144000000000000E+01  0.224706987183554E+00  0.892413987652138E-02  0.444323182719665E+01  0.176461011856852E+00
     0.145000000000000E+01  0.224596023192426E+00  0.899572005226369E-02  0.444530727290009E+01  0.178047407985670E+00
     0.146000000000000E+01  0.224484280018641E+00  0.906736640204793E-02  0.444739892120670E+01  0.179639284992718E+00
     0.147000000000000E+01  0.224371758985234E+00  0.913907876469132E-02  0.444950678378759E+01  0.181236681233752E+00
     0.148000000000000E+01  0.224258461387157E+00  0.921085651705637E-02  0.445163087387018E+01  0.182839626172806E+00
     0.149000000000000E+01  0.224144388452584E+00  0.928269857841473E-02  0.445377120703439E+01  0.184448140493458E+00
     0.150000000000000E+01  0.224029541305147E+00  0.935460341721207E-02  0.445592780199092E+01  0.186062236259183E+00
     0.151000000000000E+01  0.223913920927166E+00  0.942656906012526E-02  0.445810068134006E+01  0.187681917120790E+00
     0.152000000000000E+01  0.223797528124030E+00  0.949859310330858E-02  0.446028987230828E+01  0.189307178568946E+00
     0.153000000000000E+01  0.223680363489681E+00  0.957067272573196E-02  0.446249540746287E+01  0.190938008230120E+00
     0.154000000000000E+01  0.223562427373387E+00  0.964280470451735E-02  0.446471732540135E+01  0.192574386204062E+00
     0.155000000000000E+01  0.223443719847799E+00  0.971498543218356E-02  0.446695567141525E+01  0.194216285441224E+00
     0.156000000000000E+01  0.223324240678393E+00  0.978721093571344E-02  0.446921049812623E+01  0.195863672158445E+00
     0.157000000000000E+01  0.223203989294344E+00  0.985947689735760E-02  0.447148186609344E+01  0.197516506291309E+00
     0.158000000000000E+01  0.223082964760916E+00  0.993177867709156E-02  0.447376984439031E+01  0.199174741981533E+00
     0.159000000000000E+01  0.222961165753413E+00  0.100041113366422E-01  0.447607451114956E+01  0.200838328097775E+00
     0.160000000000000E+01  0.222838590532771E+00  0.100764696649984E-01  0.447839595407484E+01  0.202507208788193E+00
     0.161000000000000E+01  0.222715236922852E+00  0.101488482053203E-01  0.448073427091745E+01  0.204181324063022E+00
     0.162000000000000E+01  0.222591102289495E+00  0.102212412831572E-01  0.448308956991693E+01  0.205860610405401E+00
     0.163000000000000E+01  0.222466183521404E+00  0.102936430358823E-01  0.448546197020371E+01  0.207545001408540E+00
     0.164000000000000E+01  0.222340477012932E+00  0.103660474432477E-01  0.448785160216249E+01  0.209234428437275E+00
     0.165000000000000E+01  0.222213978648799E+00  0.104384483589586E-01  0.449025860775530E+01  0.210928821311920E+00
     0.166000000000000E+01  0.222086683790844E+00  0.105108395431614E-01  0.449268314080226E+01  0.212628109012207E+00
     0.167000000000000E+01  0.221958587266842E+00  0.105832146957334E-01  0.449512536721914E+01  0.214332220398956E+00
     0.168000000000000E+01  0.221829683361421E+00  0.106555674902587E-01  0.449758546521077E+01  0.216041084951097E+00
     0.169000000000000E+01  0.221699965809173E+00  0.107278916085662E-01  0.450006362541850E+01  0.217754633515345E+00
     0.170000000000000E+01  0.221569427789948E+00  0.108001807757034E-01  0.450256005102162E+01  0.219472799065918E+00
     0.171000000000000E+01  0.221438061926411E+00  0.108724287952111E-01  0.450507495779112E+01  0.221195517471384E+00
     0.172000000000000E+01  0.221305860283853E+00  0.109446295845615E-01  0.450760857409584E+01  0.222922728265737E+00
     0.173000000000000E+01  0.221172814372304E+00  0.110167772106159E-01  0.451016114085997E+01  0.224654375420624E+00
     0.174000000000000E+01  0.221038915150928E+00  0.110888659249551E-01  0.451273291147223E+01  0.226390408115599E+00
     0.175000000000000E+01  0.220904153034736E+00  0.111608901989319E-01  0.451532415164599E+01  0.228130781503151E+00
     0.176000000000000E+01  0.220768517903570E+00  0.112328447582919E-01  0.451793513923129E+01  0.229875457465289E+00
     0.177000000000000E+01  0.220631999113366E+00  0.113047246172090E-01  0.452056616397843E+01  0.231624405358313E+00
     0.178000000000000E+01  0.220494585509634E+00  0.113765251115783E-01  0.452321752725462E+01  0.233377602742517E+00
     0.179000000000000E+01  0.220356265443148E+00  0.114482419314127E-01  0.452588954171379E+01  0.235135036093440E+00
     0.180000000000000E+01  0.220217026787741E+00  0.115198711521887E-01  0.452858253092151E+01  0.236896701491443E+00
     0.181000000000000E+01  0.220076856960172E+00  0.115914092649911E-01  0.453129682893621E+01  0.238662605286395E+00
     0.182000000000000E+01  0.219935742941982E+00  0.116628532053089E-01  0.453403277984794E+01  0.240432764734265E+00
     0.183000000000000E+01  0.219793671303205E+00  0.117342003803417E-01  0.453679073727794E+01  0.242207208602741E+00
     0.184000000000000E+01  0.219650628227876E+00  0.118054486946798E-01  0.453957106383997E+01  0.243985977742878E+00
     0.185000000000000E+01  0.219506599541193E+00  0.118765965742319E-01  0.454237413056661E+01  0.245769125624139E+00
     0.186000000000000E+01  0.219361570738204E+00  0.119476429882803E-01  0.454520031630326E+01  0.247556718830297E+00
     0.187000000000000E+01  0.219215527013890E+00  0.120185874695550E-01  0.454805000707243E+01  0.249348837513899E+00
     0.188000000000000E+01  0.219068453294486E+00  0.120894301322288E-01  0.455092359541187E+01  0.251145575807233E+00
     0.189000000000000E+01  0.218920334269888E+00  0.121601716877472E-01  0.455382147968980E+01  0.252947042188013E+00
     0.190000000000000E+01  0.218771154426986E+00  0.122308134584197E-01  0.455674406340031E+01  0.254753359798223E+00
     0.191000000000000E+01  0.218620898083748E+00  0.123013573887125E-01  0.455969175444316E+01  0.256564666714908E+00
     0.192000000000000E+01  0.218469549423878E+00  0.123718060541975E-01  0.456266496439118E+01  0.258381116171973E+00
     0.193000000000000E+01  0.218317092531880E+00  0.124421626681255E-01  0.456566410774928E+01  0.260202876732353E+00
     0.194000000000000E+01  0.218163511428332E+00  0.125124310856077E-01  0.456868960120900E+01  0.262030132410291E+00
     0.195000000000000E+01  0.218008790105220E+00  0.125826158054042E-01  0.457174186290180E+01  0.263863082743648E+00
     0.196000000000000E+01  0.217852912561112E+00  0.126527219693334E-01  0.457482131165565E+01  0.265701942816681E+00
     0.197000000000000E+01  0.217695862836017E+00  0.127227553593295E-01  0.457792836625840E+01  0.267546943233891E+00
     0.198000000000000E+01  0.217537625045764E+00  0.127927223921942E-01  0.458106344473125E+01  0.269398330045881E+00
     0.199000000000000E+01  0.217378183415715E+00  0.128626301120960E-01  0.458422696361621E+01  0.271256364628491E+00
     0.200000000000000E+01  0.217217522313652E+00  0.129324861808917E-01  0.458741933728100E+01  0.273121323516788E+00
     0.201000000000000E+01  0.217055626281681E+00  0.130022988663511E-01  0.459064097724451E+01  0.274993498195669E+00
     0.202000000000000E+01  0.216892480067040E+00  0.130720770283822E-01  0.459389229152556E+01  0.276873194849133E+00
     0.203000000000000E+01  0.216728068651597E+00  0.131418301033625E-01  0.459717368401887E+01  0.278760734070610E+00
     0.204000000000000E+01  0.216562377280009E+00  0.132115680866946E-01  0.460048555389927E+01  0.280656450536691E+00
     0.205000000000000E+01  0.216395391486343E+00  0.132813015137106E-01  0.460382829505824E+01  0.282560692647096E+00
     0.206000000000000E+01  0.216227097119113E+00  0.133510414390589E-01  0.460720229557347E+01  0.284473822133606E+00
     0.207000000000000E+01  0.216057480364597E+00  0.134207994147140E-01  0.461060793721455E+01  0.286396213641044E+00
     0.208000000000000E+01  0.215886527768406E+00  0.134905874667544E-01  0.461404559498516E+01  0.288328254283265E+00
     0.209000000000000E+01  0.215714226255194E+00  0.135604180710568E-01  0.461751563670411E+01  0.290270343177433E+00
     0.210000000000000E+01  0.215540563146471E+00  0.136303041280597E-01  0.462101842262606E+01  0.292222890959776E+00
     0.211000000000000E+01  0.215365526176515E+00  0.137002589367498E-01  0.462455430510188E+01  0.294186319285979E+00
     0.212000000000000E+01  0.215189103506288E+00  0.137702961680237E-01  0.462812362828056E+01  0.296161060319624E+00
     0.213000000000000E+01  0.215011283735423E+00  0.138404298375787E-01  0.463172672785143E+01  0.298147556211742E+00
     0.214000000000000E+01  0.214832055912214E+00  0.139106742784836E-01  0.463536393082780E+01  0.300146258574770E+00
     0.215000000000000E+01  0.214651409541663E+00  0.139810441135759E-01  0.463903555537121E+01  0.302157627954002E+00
     0.216000000000000E+01  0.214469334591589E+00  0.140515542278307E-01  0.464274191065568E+01  0.304182133299532E+00
     0.217000000000000E+01  0.214285821496833E+00  0.141222197408385E-01  0.464648329677175E+01  0.306220251441677E+00
     0.218000000000000E+01  0.214100861161615E+00  0.141930559795262E-01  0.465026000466872E+01  0.308272466572628E+00
     0.219000000000000E+01  0.213914444960090E+00  0.142640784512464E-01  0.465407231613421E+01  0.310339269737010E+00
     0.220000000000000E+01  0.213726564735137E+00  0.143353028173562E-01  0.465792050381030E+01  0.312421158333978E+00
     0.221000000000000E+01  0.213537212795505E+00  0.144067448673966E-01  0.466180483124367E+01  0.314518635633040E+00
     0.222000000000000E+01  0.213346381911353E+00  0.144784204939758E-01  0.466572555296887E+01  0.316632210305959E+00
     0.223000000000000E+01  0.213154065308246E+00  0.145503456684542E-01  0.466968291462338E+01  0.318762395976768E+00
     0.224000000000000E+01  0.212960256659779E+00  0.146225364175171E-01  0.467367715309105E+01  0.320909710791586E+00
     0.225000000000000E+01  0.212764950078792E+00  0.146950088007136E-01  0.467770849667430E+01  0.323074677010222E+00
     0.226000000000000E+01  0.212568140107405E+00  0.147677788890326E-01  0.468177716529062E+01  0.325257820620717E+00
     0.227000000000000E+01  0.212369821705847E+00  0.148408627445774E-01  0.468588337069374E+01  0.327459670978520E+00
     0.228000000000000E+01  0.212169990240276E+00  0.149142764013911E-01  0.469002731671530E+01  0.329680760471132E+00
     0.229000000000000E+01  0.211968641469636E+00  0.149880358474778E-01  0.469420919952601E+01  0.331921624209372E+00
     0.230000000000000E+01  0.211765771531644E+00  0.150621570080561E-01  0.469842920791453E+01  0.334182799746136E+00
     0.231000000000000E+01  0.211561376928045E+00  0.151366557300738E-01  0.470268752358084E+01  0.336464826823124E+00
     0.232000000000000E+01  0.211355454509198E+00  0.152115477680040E-01  0.470698432144300E+01  0.338768247146231E+00
     0.233000000000000E+01  0.211148001458111E+00  0.152868487709371E-01  0.471131976995468E+01  0.341093604189815E+00
     0.234000000000000E+01  0.210939015274024E+00  0.153625742709762E-01  0.471569403143134E+01  0.343441443030118E+00
     0.235000000000000E+01  0.210728493755579E+00  0.154387396729354E-01  0.472010726238423E+01  0.345812310208062E+00
     0.236000000000000E+01  0.210516434983758E+00  0.155153602453371E-01  0.472455961385840E+01  0.348206753621110E+00
     0.237000000000000E+01  0.210302837304592E+00  0.155924511126962E-01  0.472905123177431E+01  0.350625322444314E+00
     0.238000000000000E+01  0.210087699311784E+00  0.156700272490769E-01  0.473358225727060E+01  0.353068567080152E+00
     0.239000000000000E+01  0.209871019829270E+00  0.157481034728998E-01  0.473815282704667E+01  0.355537039136917E+00
     0.240000000000000E+01  0.209652797893855E+00  0.158266944429761E-01  0.474276307370270E+01  0.358031291435116E+00
     0.241000000000000E+01  0.209433032737950E+00  0.159058146557391E-01  0.474741312607621E+01  0.360551878041482E+00
     0.242000000000000E+01  0.209211723772491E+00  0.159854784436429E-01  0.475210310957337E+01  0.363099354329981E+00
     0.243000000000000E+01  0.208988870570130E+00  0.160656999746905E-01  0.475683314649309E+01  0.365674277069105E+00
     0.244000000000000E+01  0.208764472848712E+00  0.161464932530565E-01  0.476160335634356E+01  0.368277204534933E+00
     0.244999999999999E+01  0.208538530455145E+00  0.162278721207638E-01  0.476641385614875E+01  0.370908696649015E+00
     0.245999999999999E+01  0.208311043349670E+00  0.163098502603714E-01  0.477126476074446E+01  0.373569315140451E+00
     0.246999999999999E+01  0.208082011590619E+00  0.163924411986314E-01  0.477615618306226E+01  0.376259623731250E+00
