0.0 0.0 -110.73614550
-0.1 0.17320508075688773 -110.76152589
-0.2 0.34641016151377546 -110.90195302
-0.3 0.5196152422706631 -110.90149238
-0.4 0.6928203230275509 -110.76194652
-0.5 0.8660254037844386 -110.73614550

0.2 0.0 -110.76194654
0.1 0.17320508075688773 -110.76100037
0.0 0.34641016151377546 -110.84707428
-0.09999999999999998 0.5196152422706631 -111.01898401
-0.2 0.6928203230275509 -110.84869586
-0.3 0.8660254037844386 -110.76194654

0.4 0.0 -110.90149237
0.30000000000000004 0.17320508075688773 -110.84234707
0.2 0.34641016151377546 -110.90091096
0.10000000000000003 0.5196152422706631 -111.01808900
0.0 0.6928203230275509 -111.01898402
-0.09999999999999998 0.8660254037844386 -110.90149237

0.6 0.0 -110.90195292
0.5 0.17320508075688773 -111.00840406
0.39999999999999997 0.34641016151377546 -111.00686593
0.3 0.5196152422706631 -110.90091096
0.19999999999999996 0.6928203230275509 -110.84707427
0.09999999999999998 0.8660254037844386 -110.90195292

0.8 0.0 -110.76152589
0.7000000000000001 0.17320508075688773 -110.84504450
0.6000000000000001 0.34641016151377546 -111.00840404
0.5 0.5196152422706631 -110.84234714
0.4 0.6928203230275509 -110.76100033
0.30000000000000004 0.8660254037844386 -110.76152589

1.0 0.0 -110.73614550
0.9 0.17320508075688773 -110.76152589
0.8 0.34641016151377546 -110.90195302
0.7 0.5196152422706631 -110.90149238
0.6 0.6928203230275509 -110.76194652
0.5 0.8660254037844386 -110.73614550

