 &plot nbnd=  20, nks=    71 /
            0.000000  0.000000  0.000000
  -85.901  -84.949  -46.158  -46.158  -46.158  -45.233  -45.233  -45.233    8.695    8.738
   15.389   15.389   15.389   16.186   16.186   16.186   16.534   16.534   17.242   17.242
           -0.025000  0.025000  0.025000
  -85.901  -84.949  -46.159  -46.158  -46.158  -45.235  -45.234  -45.234    8.720    8.763
   15.383   15.395   15.395   16.179   16.192   16.192   16.531   16.531   17.239   17.239
           -0.050000  0.050000  0.050000
  -85.901  -84.948  -46.163  -46.159  -46.159  -45.239  -45.234  -45.234    8.794    8.837
   15.363   15.411   15.411   16.157   16.210   16.210   16.524   16.524   17.231   17.231
           -0.075000  0.075000  0.075000
  -85.900  -84.947  -46.170  -46.160  -46.160  -45.246  -45.235  -45.235    8.916    8.959
   15.333   15.437   15.437   16.122   16.237   16.237   16.514   16.514   17.220   17.220
           -0.100000  0.100000  0.100000
  -85.898  -84.946  -46.179  -46.161  -46.161  -45.255  -45.236  -45.236    9.086    9.129
   15.292   15.471   15.471   16.075   16.271   16.271   16.502   16.502   17.208   17.208
           -0.125000  0.125000  0.125000
  -85.897  -84.944  -46.190  -46.162  -46.162  -45.267  -45.238  -45.238    9.303    9.344
   15.245   15.509   15.509   16.019   16.309   16.309   16.492   16.492   17.199   17.199
           -0.150000  0.150000  0.150000
  -85.895  -84.942  -46.203  -46.164  -46.164  -45.280  -45.240  -45.240    9.563    9.603
   15.194   15.547   15.547   15.957   16.345   16.345   16.488   16.488   17.198   17.198
           -0.175000  0.175000  0.175000
  -85.892  -84.940  -46.217  -46.166  -46.166  -45.295  -45.242  -45.242    9.864    9.901
   15.144   15.580   15.580   15.894   16.373   16.373   16.494   16.494   17.210   17.210
           -0.200000  0.200000  0.200000
  -85.890  -84.937  -46.233  -46.169  -46.169  -45.312  -45.245  -45.245   10.203   10.235
   15.101   15.603   15.603   15.834   16.387   16.387   16.515   16.515   17.242   17.242
           -0.225000  0.225000  0.225000
  -85.887  -84.935  -46.250  -46.171  -46.171  -45.329  -45.247  -45.247   10.574   10.598
   15.071   15.613   15.613   15.782   16.385   16.385   16.554   16.554   17.294   17.294
           -0.250000  0.250000  0.250000
  -85.885  -84.932  -46.266  -46.174  -46.174  -45.347  -45.250  -45.250   10.969   10.980
   15.064   15.609   15.609   15.747   16.368   16.368   16.610   16.610   17.366   17.366
           -0.275000  0.275000  0.275000
  -85.882  -84.929  -46.283  -46.176  -46.176  -45.364  -45.252  -45.252   11.368   11.379
   15.092   15.592   15.592   15.737   16.339   16.339   16.680   16.680   17.452   17.452
           -0.300000  0.300000  0.300000
  -85.880  -84.927  -46.300  -46.178  -46.178  -45.382  -45.255  -45.255   11.744   11.789
   15.172   15.567   15.567   15.763   16.302   16.302   16.760   16.760   17.546   17.546
           -0.325000  0.325000  0.325000
  -85.877  -84.924  -46.315  -46.181  -46.181  -45.398  -45.257  -45.257   12.087   12.183
   15.322   15.536   15.536   15.840   16.262   16.262   16.845   16.845   17.643   17.643
           -0.350000  0.350000  0.350000
  -85.875  -84.922  -46.330  -46.183  -46.183  -45.413  -45.259  -45.259   12.375   12.538
   15.504   15.504   15.557   15.982   16.221   16.221   16.929   16.929   17.739   17.739
           -0.375000  0.375000  0.375000
  -85.873  -84.920  -46.343  -46.185  -46.185  -45.426  -45.261  -45.261   12.596   12.836
   15.472   15.472   15.880   16.183   16.183   16.198   17.008   17.008   17.827   17.827
           -0.400000  0.400000  0.400000
  -85.871  -84.918  -46.354  -46.186  -46.186  -45.438  -45.263  -45.263   12.751   13.064
   15.444   15.444   16.149   16.149   16.273   16.482   17.078   17.078   17.906   17.906
           -0.425000  0.425000  0.425000
  -85.870  -84.917  -46.362  -46.187  -46.187  -45.447  -45.264  -45.264   12.852   13.226
   15.420   15.420   16.122   16.122   16.698   16.804   17.136   17.136   17.970   17.970
           -0.450000  0.450000  0.450000
  -85.869  -84.916  -46.369  -46.188  -46.188  -45.454  -45.265  -45.265   12.913   13.328
   15.402   15.402   16.101   16.101   17.096   17.116   17.179   17.179   18.018   18.018
           -0.475000  0.475000  0.475000
  -85.868  -84.915  -46.373  -46.189  -46.189  -45.458  -45.266  -45.266   12.945   13.385
   15.391   15.391   16.088   16.088   17.206   17.206   17.347   17.390   18.048   18.048
           -0.500000  0.500000  0.500000
  -85.868  -84.915  -46.374  -46.189  -46.189  -45.459  -45.266  -45.266   12.955   13.402
   15.388   15.388   16.084   16.084   17.215   17.215   17.434   17.500   18.058   18.058
           -0.550000  0.500000  0.450000
  -85.868  -84.915  -46.373  -46.192  -46.190  -45.458  -45.269  -45.267   12.997   13.448
   15.357   15.415   16.041   16.112   16.771   17.130   17.211   18.012   18.054   18.438
           -0.600000  0.500000  0.400000
  -85.867  -84.914  -46.369  -46.200  -46.192  -45.454  -45.277  -45.269   13.121   13.581
   15.266   15.496   15.911   16.195   16.282   16.722   17.198   18.041   18.705   19.080
           -0.650000  0.500000  0.350000
  -85.866  -84.912  -46.363  -46.212  -46.196  -45.447  -45.290  -45.273   13.315   13.790
   15.114   15.628   15.694   15.871   16.330   16.392   17.177   18.023   19.463   19.808
           -0.700000  0.500000  0.300000
  -85.864  -84.911  -46.355  -46.228  -46.201  -45.439  -45.306  -45.278   13.561   14.057
   14.910   15.425   15.547   15.804   16.138   16.508   17.152   18.002   20.280   20.602
           -0.750000  0.500000  0.250000
  -85.863  -84.909  -46.345  -46.245  -46.207  -45.429  -45.324  -45.285   13.834   14.358
   14.679   15.155   15.298   15.928   16.009   16.712   17.130   17.989   21.154   21.455
           -0.800000  0.500000  0.200000
  -85.861  -84.907  -46.334  -46.262  -46.215  -45.417  -45.342  -45.293   14.108   14.457
   14.663   14.917   15.103   15.748   16.212   16.909   17.126   18.000   22.081   22.361
           -0.850000  0.500000  0.150000
  -85.859  -84.906  -46.323  -46.278  -46.223  -45.405  -45.359  -45.301   14.272   14.359
   14.726   14.945   14.950   15.597   16.368   17.055   17.164   18.056   23.054   23.313
           -0.900000  0.500000  0.100000
  -85.858  -84.904  -46.312  -46.290  -46.231  -45.394  -45.371  -45.310   14.134   14.563
   14.588   14.838   15.176   15.482   16.445   17.125   17.246   18.154   24.053   24.291
           -0.950000  0.500000  0.050000
  -85.857  -84.904  -46.304  -46.298  -46.238  -45.386  -45.380  -45.317   14.050   14.504
   14.697   14.768   15.330   15.410   16.465   17.142   17.330   18.248   25.003   25.218
           -1.000000  0.500000  0.000000
  -85.857  -84.903  -46.301  -46.301  -46.240  -45.382  -45.382  -45.319   14.021   14.476
   14.744   14.744   15.385   15.385   16.466   17.142   17.365   18.285   25.521   25.521
           -1.000000  0.450000  0.000000
  -85.857  -84.903  -46.311  -46.291  -46.240  -45.393  -45.372  -45.319   13.992   14.445
   14.526   14.985   15.166   15.628   16.493   17.171   17.365   18.285   24.783   24.986
           -1.000000  0.400000  0.000000
