#        Frequency (eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.462199999999976E+02  0.114340866894816E+01  0.171626954417768E-01  0.874380940387780E+00  0.131245583381616E-01
     0.462299999999976E+02  0.114333170394525E+01  0.171470841496325E-01  0.874440132282878E+00  0.131143905835295E-01
     0.462399999999976E+02  0.114325471046225E+01  0.171315069905142E-01  0.874499352905932E+00  0.131042467093363E-01
     0.462499999999976E+02  0.114317768830956E+01  0.171159655449560E-01  0.874558602377713E+00  0.130941279369061E-01
     0.462599999999976E+02  0.114310063731462E+01  0.171004614081326E-01  0.874617880805811E+00  0.130840354990249E-01
     0.462699999999976E+02  0.114302355732264E+01  0.170849961901501E-01  0.874677188284068E+00  0.130739706401574E-01
     0.462799999999976E+02  0.114294644819732E+01  0.170695715163062E-01  0.874736524892002E+00  0.130639346166387E-01
     0.462899999999976E+02  0.114286930982161E+01  0.170541890273180E-01  0.874795890694194E+00  0.130539286968415E-01
     0.462999999999976E+02  0.114279214209856E+01  0.170388503795152E-01  0.874855285739673E+00  0.130439541613165E-01
     0.463099999999976E+02  0.114271494495209E+01  0.170235572449977E-01  0.874914710061264E+00  0.130340123029047E-01
     0.463199999999976E+02  0.114263771832786E+01  0.170083113117580E-01  0.874974163674935E+00  0.130241044268227E-01
     0.463299999999976E+02  0.114256046219413E+01  0.169931142837641E-01  0.875033646579112E+00  0.130142318507178E-01
     0.463399999999976E+02  0.114248317654267E+01  0.169779678810053E-01  0.875093158753992E+00  0.130043959046935E-01
     0.463499999999976E+02  0.114240586138963E+01  0.169628738394969E-01  0.875152700160835E+00  0.129945979313041E-01
     0.463599999999976E+02  0.114232851677649E+01  0.169478339112454E-01  0.875212270741242E+00  0.129848392855177E-01
     0.463699999999976E+02  0.114225114277100E+01  0.169328498641714E-01  0.875271870416427E+00  0.129751213346479E-01
     0.463799999999976E+02  0.114217373946811E+01  0.169179234819899E-01  0.875331499086475E+00  0.129654454582510E-01
     0.463899999999975E+02  0.114209630699098E+01  0.169030565640483E-01  0.875391156629590E+00  0.129558130479924E-01
     0.463999999999975E+02  0.114201884549189E+01  0.168882509251203E-01  0.875450842901344E+00  0.129462255074765E-01
     0.464099999999975E+02  0.114194135515329E+01  0.168735083951550E-01  0.875510557733906E+00  0.129366842520445E-01
     0.464199999999975E+02  0.114186383618873E+01  0.168588308189820E-01  0.875570300935279E+00  0.129271907085367E-01
     0.464299999999975E+02  0.114178628884391E+01  0.168442200559706E-01  0.875630072288528E+00  0.129177463150197E-01
     0.464399999999975E+02  0.114170871339762E+01  0.168296779796438E-01  0.875689871551010E+00  0.129083525204791E-01
     0.464499999999975E+02  0.114163111016279E+01  0.168152064772457E-01  0.875749698453595E+00  0.128990107844758E-01
     0.464599999999975E+02  0.114155347948744E+01  0.168008074492644E-01  0.875809552699900E+00  0.128897225767681E-01
     0.464699999999975E+02  0.114147582175572E+01  0.167864828089065E-01  0.875869433965518E+00  0.128804893768966E-01
     0.464799999999975E+02  0.114139813738883E+01  0.167722344815267E-01  0.875929341897252E+00  0.128713126737347E-01
     0.464899999999975E+02  0.114132042684610E+01  0.167580644040113E-01  0.875989276112356E+00  0.128621939650026E-01
     0.464999999999975E+02  0.114124269062585E+01  0.167439745241144E-01  0.876049236197783E+00  0.128531347567461E-01
     0.465099999999975E+02  0.114116492926645E+01  0.167299667997490E-01  0.876109221709438E+00  0.128441365627795E-01
     0.465199999999975E+02  0.114108714334720E+01  0.167160431982322E-01  0.876169232171447E+00  0.128352009040938E-01
     0.465299999999975E+02  0.114100933348932E+01  0.167022056954844E-01  0.876229267075433E+00  0.128263293082294E-01
     0.465399999999975E+02  0.114093150035682E+01  0.166884562751836E-01  0.876289325879801E+00  0.128175233086138E-01
     0.465499999999975E+02  0.114085364465744E+01  0.166747969278757E-01  0.876349408009045E+00  0.128087844438650E-01
     0.465599999999975E+02  0.114077576714350E+01  0.166612296500394E-01  0.876409512853066E+00  0.128001142570618E-01
     0.465699999999975E+02  0.114069786861280E+01  0.166477564431085E-01  0.876469639766506E+00  0.127915142949783E-01
     0.465799999999975E+02  0.114061994990941E+01  0.166343793124506E-01  0.876529788068104E+00  0.127829861072873E-01
     0.465899999999975E+02  0.114054201192453E+01  0.166211002663038E-01  0.876589957040061E+00  0.127745312457301E-01
     0.465999999999975E+02  0.114046405559725E+01  0.166079213146722E-01  0.876650145927443E+00  0.127661512632543E-01
     0.466099999999975E+02  0.114038608191529E+01  0.165948444681796E-01  0.876710353937589E+00  0.127578477131201E-01
     0.466199999999975E+02  0.114030809191577E+01  0.165818717368847E-01  0.876770580239551E+00  0.127496221479765E-01
     0.466299999999975E+02  0.114023008668590E+01  0.165690051290563E-01  0.876830823963556E+00  0.127414761189063E-01
     0.466399999999975E+02  0.114015206736360E+01  0.165562466499112E-01  0.876891084200497E+00  0.127334111744426E-01
     0.466499999999975E+02  0.114007403513817E+01  0.165435983003147E-01  0.876951360001441E+00  0.127254288595567E-01
     0.466599999999975E+02  0.113999599125089E+01  0.165310620754459E-01  0.877011650377180E+00  0.127175307146179E-01
     0.466699999999975E+02  0.113991793699554E+01  0.165186399634273E-01  0.877071954297792E+00  0.127097182743264E-01
     0.466799999999975E+02  0.113983987371897E+01  0.165063339439219E-01  0.877132270692252E+00  0.127019930666213E-01
     0.466899999999975E+02  0.113976180282151E+01  0.164941459866970E-01  0.877192598448059E+00  0.126943566115614E-01
     0.466999999999975E+02  0.113968372575746E+01  0.164820780501577E-01  0.877252936410898E+00  0.126868104201845E-01
     0.467099999999975E+02  0.113960564403549E+01  0.164701320798498E-01  0.877313283384344E+00  0.126793559933413E-01
     0.467199999999975E+02  0.113952755921893E+01  0.164583100069350E-01  0.877373638129587E+00  0.126719948205087E-01
     0.467299999999975E+02  0.113944947292614E+01  0.164466137466383E-01  0.877433999365199E+00  0.126647283785816E-01
     0.467399999999975E+02  0.113937138683075E+01  0.164350451966697E-01  0.877494365766935E+00  0.126575581306439E-01
     0.467499999999975E+02  0.113929330266186E+01  0.164236062356221E-01  0.877554735967575E+00  0.126504855247222E-01
     0.467599999999975E+02  0.113921522220421E+01  0.164122987213458E-01  0.877615108556790E+00  0.126435119925202E-01
     0.467699999999975E+02  0.113913714729830E+01  0.164011244893018E-01  0.877675482081064E+00  0.126366389481371E-01
     0.467799999999975E+02  0.113905907984048E+01  0.163900853508948E-01  0.877735855043640E+00  0.126298677867707E-01
     0.467899999999975E+02  0.113898102178291E+01  0.163791830917887E-01  0.877796225904512E+00  0.126231998834055E-01
     0.467999999999975E+02  0.113890297513359E+01  0.163684194702040E-01  0.877856593080455E+00  0.126166365914881E-01
     0.468099999999975E+02  0.113882494195621E+01  0.163577962152011E-01  0.877916954945100E+00  0.126101792415906E-01
     0.468199999999975E+02  0.113874692437007E+01  0.163473150249491E-01  0.877977309829042E+00  0.126038291400631E-01
     0.468299999999975E+02  0.113866892454982E+01  0.163369775649827E-01  0.878037656019996E+00  0.125975875676767E-01
     0.468399999999975E+02  0.113859094472528E+01  0.163267854664487E-01  0.878097991762995E+00  0.125914557782584E-01
     0.468499999999975E+02  0.113851298718108E+01  0.163167403243437E-01  0.878158315260627E+00  0.125854349973189E-01
     0.468599999999975E+02  0.113843505425633E+01  0.163068436957441E-01  0.878218624673317E+00  0.125795264206741E-01
     0.468699999999975E+02  0.113835714834422E+01  0.162970970980311E-01  0.878278918119656E+00  0.125737312130636E-01
     0.468799999999975E+02  0.113827927189149E+01  0.162875020071112E-01  0.878339193676766E+00  0.125680505067640E-01
     0.468899999999974E+02  0.113820142739797E+01  0.162780598556352E-01  0.878399449380717E+00  0.125624854002022E-01
     0.468999999999974E+02  0.113812361741595E+01  0.162687720312153E-01  0.878459683226983E+00  0.125570369565666E-01
     0.469099999999974E+02  0.113804584454958E+01  0.162596398746453E-01  0.878519893170949E+00  0.125517062024202E-01
     0.469199999999974E+02  0.113796811145410E+01  0.162506646781214E-01  0.878580077128453E+00  0.125464941263149E-01
     0.469299999999974E+02  0.113789042083518E+01  0.162418476834693E-01  0.878640232976385E+00  0.125414016774094E-01
     0.469399999999974E+02  0.113781277544800E+01  0.162331900803762E-01  0.878700358553321E+00  0.125364297640922E-01
     0.469499999999974E+02  0.113773517809647E+01  0.162246930046317E-01  0.878760451660210E+00  0.125315792526101E-01
     0.469599999999974E+02  0.113765763163222E+01  0.162163575363779E-01  0.878820510061105E+00  0.125268509657042E-01
     0.469699999999974E+02  0.113758013895366E+01  0.162081846983706E-01  0.878880531483932E+00  0.125222456812547E-01
     0.469799999999974E+02  0.113750270300492E+01  0.162001754542542E-01  0.878940513621320E+00  0.125177641309360E-01
     0.469899999999974E+02  0.113742532677472E+01  0.161923307068510E-01  0.879000454131461E+00  0.125134069988824E-01
     0.469999999999974E+02  0.113734801329523E+01  0.161846512964674E-01  0.879060350639026E+00  0.125091749203679E-01
     0.470099999999974E+02  0.113727076564084E+01  0.161771379992181E-01  0.879120200736124E+00  0.125050684804993E-01
     0.470199999999974E+02  0.113719358692686E+01  0.161697915253703E-01  0.879180001983301E+00  0.125010882129244E-01
     0.470299999999974E+02  0.113711648030820E+01  0.161626125177106E-01  0.879239751910600E+00  0.124972345985587E-01
     0.470399999999974E+02  0.113703944897797E+01  0.161556015499340E-01  0.879299448018645E+00  0.124935080643287E-01
     0.470499999999974E+02  0.113696249616599E+01  0.161487591250602E-01  0.879359087779788E+00  0.124899089819364E-01
     0.470599999999974E+02  0.113688562513733E+01  0.161420856738747E-01  0.879418668639294E+00  0.124864376666435E-01
     0.470699999999974E+02  0.113680883919070E+01  0.161355815534013E-01  0.879478188016569E+00  0.124830943760795E-01
     0.470799999999974E+02  0.113673214165683E+01  0.161292470454031E-01  0.879537643306438E+00  0.124798793090729E-01
     0.470899999999974E+02  0.113665553589679E+01  0.161230823549181E-01  0.879597031880462E+00  0.124767926045080E-01
     0.470999999999974E+02  0.113657902530025E+01  0.161170876088269E-01  0.879656351088302E+00  0.124738343402086E-01
     0.471099999999974E+02  0.113650261328370E+01  0.161112628544588E-01  0.879715598259128E+00  0.124710045318499E-01
     0.471199999999974E+02  0.113642630328854E+01  0.161056080582337E-01  0.879774770703067E+00  0.124683031319000E-01
     0.471299999999974E+02  0.113635009877925E+01  0.161001231043459E-01  0.879833865712698E+00  0.124657300285929E-01
     0.471399999999974E+02  0.113627400324140E+01  0.160948077934874E-01  0.879892880564586E+00  0.124632850449333E-01
     0.471499999999974E+02  0.113619802017961E+01  0.160896618416166E-01  0.879951812520863E+00  0.124609679377369E-01
     0.471599999999974E+02  0.113612215311553E+01  0.160846848787708E-01  0.880010658830841E+00  0.124587783967048E-01
     0.471699999999974E+02  0.113604640558571E+01  0.160798764479266E-01  0.880069416732680E+00  0.124567160435355E-01
     0.471799999999974E+02  0.113597078113940E+01  0.160752360039101E-01  0.880128083455081E+00  0.124547804310763E-01
     0.471899999999974E+02  0.113589528333639E+01  0.160707629123558E-01  0.880186656219030E+00  0.124529710425131E-01
     0.471999999999974E+02  0.113581991574468E+01  0.160664564487209E-01  0.880245132239574E+00  0.124512872906032E-01
     0.472099999999974E+02  0.113574468193822E+01  0.160623157973526E-01  0.880303508727639E+00  0.124497285169503E-01
     0.472199999999974E+02  0.113566958549451E+01  0.160583400506124E-01  0.880361782891885E+00  0.124482939913244E-01
     0.472299999999974E+02  0.113559462999222E+01  0.160545282080595E-01  0.880419951940595E+00  0.124469829110283E-01
     0.472399999999974E+02  0.113551981900871E+01  0.160508791756941E-01  0.880478013083600E+00  0.124457944003104E-01
     0.472499999999974E+02  0.113544515611753E+01  0.160473917652625E-01  0.880535963534244E+00  0.124447275098281E-01
     0.472599999999974E+02  0.113537064488591E+01  0.160440646936279E-01  0.880593800511374E+00  0.124437812161612E-01
     0.472699999999974E+02  0.113529628887216E+01  0.160408965822061E-01  0.880651521241371E+00  0.124429544213775E-01
     0.472799999999974E+02  0.113522209162303E+01  0.160378859564697E-01  0.880709122960204E+00  0.124422459526524E-01
     0.472899999999974E+02  0.113514805667109E+01  0.160350312455222E-01  0.880766602915525E+00  0.124416545619433E-01
     0.472999999999974E+02  0.113507418753198E+01  0.160323307817444E-01  0.880823958368780E+00  0.124411789257219E-01
     0.473099999999974E+02  0.113500048770174E+01  0.160297828005144E-01  0.880881186597364E+00  0.124408176447636E-01
     0.473199999999974E+02  0.113492696065398E+01  0.160273854400023E-01  0.880938284896784E+00  0.124405692439974E-01
     0.473299999999974E+02  0.113485360983712E+01  0.160251367410445E-01  0.880995250582862E+00  0.124404321724169E-01
     0.473399999999974E+02  0.113478043867157E+01  0.160230346470954E-01  0.881052080993954E+00  0.124404048030541E-01
     0.473499999999974E+02  0.113470745054683E+01  0.160210770042617E-01  0.881108773493197E+00  0.124404854330182E-01
     0.473599999999974E+02  0.113463464881865E+01  0.160192615614188E-01  0.881165325470764E+00  0.124406722835987E-01
     0.473699999999974E+02  0.113456203680610E+01  0.160175859704131E-01  0.881221734346156E+00  0.124409635004369E-01
     0.473799999999974E+02  0.113448961778866E+01  0.160160477863501E-01  0.881277997570491E+00  0.124413571537658E-01
     0.473899999999974E+02  0.113441739500324E+01  0.160146444679712E-01  0.881334112628826E+00  0.124418512387191E-01
     0.473999999999973E+02  0.113434537164128E+01  0.160133733781207E-01  0.881390077042479E+00  0.124424436757125E-01
     0.474099999999973E+02  0.113427355084568E+01  0.160122317843039E-01  0.881445888371368E+00  0.124431323108972E-01
     0.474199999999973E+02  0.113420193570789E+01  0.160112168593391E-01  0.881501544216357E+00  0.124439149166867E-01
     0.474299999999973E+02  0.113413052926489E+01  0.160103256821046E-01  0.881557042221612E+00  0.124447891923597E-01
     0.474399999999973E+02  0.113405933449614E+01  0.160095552383812E-01  0.881612380076956E+00  0.124457527647384E-01
     0.474499999999973E+02  0.113398835432064E+01  0.160089024217929E-01  0.881667555520230E+00  0.124468031889445E-01
     0.474599999999973E+02  0.113391759159387E+01  0.160083640348471E-01  0.881722566339655E+00  0.124479379492336E-01
     0.474699999999973E+02  0.113384704910481E+01  0.160079367900743E-01  0.881777410376184E+00  0.124491544599086E-01
     0.474799999999973E+02  0.113377672957293E+01  0.160076173112704E-01  0.881832085525858E+00  0.124504500663148E-01
     0.474899999999973E+02  0.113370663564521E+01  0.160074021348404E-01  0.881886589742150E+00  0.124518220459137E-01
     0.474999999999973E+02  0.113363676989314E+01  0.160072877112471E-01  0.881940921038292E+00  0.124532676094416E-01
     0.475099999999973E+02  0.113356713480978E+01  0.160072704065633E-01  0.881995077489603E+00  0.124547839021488E-01
