# E (eV) pdosup(E)  pdosdw(E) 
  5.000  0.000E+00  0.000E+00
  5.050  0.000E+00  0.000E+00
  5.100  0.000E+00  0.000E+00
  5.150  0.000E+00  0.000E+00
  5.200  0.000E+00  0.000E+00
  5.250  0.000E+00  0.000E+00
  5.300  0.000E+00  0.000E+00
  5.350  0.000E+00  0.000E+00
  5.400  0.000E+00  0.000E+00
  5.450  0.000E+00  0.000E+00
  5.500  0.000E+00  0.000E+00
  5.550  0.000E+00  0.000E+00
  5.600  0.000E+00  0.000E+00
  5.650  0.000E+00  0.000E+00
  5.700  0.000E+00  0.000E+00
  5.750  0.000E+00  0.000E+00
  5.800  0.000E+00  0.000E+00
  5.850  0.000E+00  0.000E+00
  5.900  0.000E+00  0.000E+00
  5.950  0.000E+00  0.000E+00
  6.000  0.000E+00  0.000E+00
  6.050  0.000E+00  0.000E+00
  6.100  0.000E+00  0.000E+00
  6.150  0.000E+00  0.000E+00
  6.200  0.000E+00  0.000E+00
  6.250  0.000E+00  0.000E+00
  6.300  0.000E+00  0.000E+00
  6.350  0.000E+00  0.000E+00
  6.400  0.000E+00  0.000E+00
  6.450  0.000E+00  0.000E+00
  6.500  0.000E+00  0.000E+00
  6.550  0.000E+00  0.000E+00
  6.600  0.000E+00  0.000E+00
  6.650  0.000E+00  0.000E+00
  6.700  0.000E+00  0.000E+00
  6.750  0.000E+00  0.000E+00
  6.800  0.000E+00  0.000E+00
  6.850  0.000E+00  0.000E+00
  6.900  0.000E+00  0.000E+00
  6.950  0.000E+00  0.000E+00
  7.000  0.000E+00  0.000E+00
  7.050  0.000E+00  0.000E+00
  7.100  0.000E+00  0.000E+00
  7.150  0.000E+00  0.000E+00
  7.200  0.000E+00  0.000E+00
  7.250  0.000E+00  0.000E+00
  7.300  0.000E+00  0.000E+00
  7.350  0.000E+00  0.000E+00
  7.400  0.000E+00  0.000E+00
  7.450  0.000E+00  0.000E+00
  7.500  0.000E+00  0.000E+00
  7.550  0.000E+00  0.000E+00
  7.600  0.000E+00  0.000E+00
  7.650  0.000E+00  0.000E+00
  7.700  0.000E+00  0.000E+00
  7.750  0.000E+00  0.000E+00
  7.800  0.000E+00  0.000E+00
  7.850  0.000E+00  0.000E+00
  7.900  0.000E+00  0.000E+00
  7.950  0.000E+00  0.000E+00
  8.000  0.000E+00  0.000E+00
  8.050  0.000E+00  0.000E+00
  8.100  0.000E+00  0.000E+00
  8.150  0.000E+00  0.000E+00
  8.200  0.000E+00  0.000E+00
  8.250  0.000E+00  0.000E+00
  8.300  0.000E+00  0.000E+00
  8.350  0.000E+00  0.000E+00
  8.400  0.000E+00  0.000E+00
  8.450  0.000E+00  0.000E+00
  8.500  0.000E+00  0.000E+00
  8.550  0.000E+00  0.000E+00
  8.600  0.000E+00  0.000E+00
  8.650  0.000E+00  0.000E+00
  8.700  0.000E+00  0.000E+00
  8.750  0.000E+00  0.000E+00
  8.800  0.000E+00  0.000E+00
  8.850  0.000E+00  0.000E+00
  8.900  0.000E+00  0.000E+00
  8.950  0.000E+00  0.000E+00
  9.000  0.000E+00  0.000E+00
  9.050  0.000E+00  0.000E+00
  9.100  0.000E+00  0.000E+00
  9.150  0.000E+00  0.000E+00
  9.200  0.000E+00  0.000E+00
  9.250  0.000E+00  0.000E+00
  9.300  0.000E+00  0.000E+00
  9.350 -0.284E-06 -0.200E-06
  9.400 -0.376E-06 -0.204E-06
  9.450  0.492E-06  0.464E-06
  9.500  0.290E-05  0.220E-05
  9.550  0.704E-05  0.510E-05
  9.600  0.133E-04  0.936E-05
  9.650  0.210E-04  0.147E-04
  9.700  0.310E-04  0.214E-04
  9.750  0.436E-04  0.298E-04
  9.800  0.602E-04  0.406E-04
  9.850  0.808E-04  0.542E-04
  9.900  0.106E-03  0.702E-04
  9.950  0.132E-03  0.872E-04
 10.000  0.162E-03  0.106E-03
 10.050  0.196E-03  0.128E-03
 10.100  0.238E-03  0.153E-03
 10.150  0.284E-03  0.182E-03
 10.200  0.338E-03  0.216E-03
 10.250  0.398E-03  0.252E-03
 10.300  0.466E-03  0.292E-03
 10.350  0.542E-03  0.338E-03
 10.400  0.620E-03  0.384E-03
 10.450  0.708E-03  0.434E-03
 10.500  0.806E-03  0.490E-03
 10.550  0.912E-03  0.552E-03
 10.600  0.103E-02  0.618E-03
 10.650  0.117E-02  0.694E-03
 10.700  0.131E-02  0.774E-03
 10.750  0.147E-02  0.862E-03
 10.800  0.165E-02  0.956E-03
 10.850  0.183E-02  0.106E-02
 10.900  0.204E-02  0.116E-02
 10.950  0.224E-02  0.127E-02
 11.000  0.248E-02  0.139E-02
 11.050  0.276E-02  0.153E-02
 11.100  0.304E-02  0.166E-02
 11.150  0.336E-02  0.182E-02
 11.200  0.370E-02  0.199E-02
 11.250  0.410E-02  0.216E-02
 11.300  0.452E-02  0.236E-02
 11.350  0.516E-02  0.258E-02
 11.400  0.574E-02  0.286E-02
 11.450  0.618E-02  0.320E-02
 11.500  0.668E-02  0.340E-02
 11.550  0.714E-02  0.364E-02
 11.600  0.766E-02  0.386E-02
 11.650  0.826E-02  0.408E-02
 11.700  0.894E-02  0.434E-02
 11.750  0.966E-02  0.462E-02
 11.800  0.111E-01  0.490E-02
 11.850  0.123E-01  0.522E-02
 11.900  0.135E-01  0.584E-02
 11.950  0.149E-01  0.644E-02
 12.000  0.163E-01  0.688E-02
 12.050  0.178E-01  0.744E-02
 12.100  0.195E-01  0.802E-02
 12.150  0.214E-01  0.856E-02
 12.200  0.234E-01  0.916E-02
 12.250  0.258E-01  0.982E-02
 12.300  0.282E-01  0.105E-01
 12.350  0.310E-01  0.113E-01
 12.400  0.344E-01  0.120E-01
 12.450  0.380E-01  0.129E-01
 12.500  0.422E-01  0.138E-01
 12.550  0.470E-01  0.147E-01
 12.600  0.524E-01  0.158E-01
 12.650  0.588E-01  0.169E-01
 12.700  0.666E-01  0.182E-01
 12.750  0.752E-01  0.195E-01
 12.800  0.860E-01  0.208E-01
 12.850  0.986E-01  0.224E-01
 12.900  0.115E+00  0.240E-01
 12.950  0.136E+00  0.258E-01
