#        \hbar \omega(eV)           Re(1/eps)            -Im(1/eps)               Re(eps)                Im(eps)
     0.121000000000000E+01  0.227158391772145E+00  0.739120899400126E-02  0.439755894860883E+01  0.143086403275875E+00
     0.122000000000000E+01  0.227074205003973E+00  0.745706402860950E-02  0.439910253775915E+01  0.144465503212550E+00
     0.123000000000000E+01  0.226989104508424E+00  0.752211578429597E-02  0.440066511445041E+01  0.145832164898380E+00
     0.124000000000000E+01  0.226903012283028E+00  0.758637150988374E-02  0.440224824457554E+01  0.147186634174894E+00
     0.125000000000000E+01  0.226815850599052E+00  0.764984553114533E-02  0.440385348370115E+01  0.148529297238854E+00
     0.126000000000000E+01  0.226727542741611E+00  0.771255921916087E-02  0.440548236247283E+01  0.149860679468761E+00
     0.127000000000000E+01  0.226638013740101E+00  0.777454086858080E-02  0.440713637228669E+01  0.151181442487595E+00
     0.128000000000000E+01  0.226547191076168E+00  0.783582548860375E-02  0.440881695147503E+01  0.152492379529620E+00
     0.129000000000000E+01  0.226455005357228E+00  0.789645451152927E-02  0.441052547223638E+01  0.153794409218361E+00
     0.130000000000000E+01  0.226361390944613E+00  0.795647542559758E-02  0.441226322851635E+01  0.155088567897818E+00
     0.131000000000000E+01  0.226266286526895E+00  0.801594134042276E-02  0.441403142501619E+01  0.156376000688493E+00
     0.132000000000000E+01  0.226169635630484E+00  0.807491049460273E-02  0.441583116747331E+01  0.157657951462951E+00
     0.133000000000000E+01  0.226071387061576E+00  0.813344571601769E-02  0.441766345431917E+01  0.158935751951456E+00
     0.134000000000000E+01  0.225971495275296E+00  0.819161384588725E-02  0.441952916978422E+01  0.160210810197108E+00
     0.135000000000000E+01  0.225869920669945E+00  0.824948513784421E-02  0.442142907847977E+01  0.161484598581189E+00
     0.136000000000000E+01  0.225766629806041E+00  0.830713264311901E-02  0.442336382145175E+01  0.162758641634248E+00
     0.137000000000000E+01  0.225661595551657E+00  0.836463159244031E-02  0.442533391366701E+01  0.164034503836888E+00
     0.138000000000000E+01  0.225554797157135E+00  0.842205878448911E-02  0.442733974286300E+01  0.165313777597558E+00
     0.139000000000000E+01  0.225446220263565E+00  0.847949198974652E-02  0.442938156966728E+01  0.166598071573856E+00
     0.140000000000000E+01  0.225335856850563E+00  0.853700937740331E-02  0.443145952887250E+01  0.167888999479814E+00
     0.141000000000000E+01  0.225223705129755E+00  0.859468897171202E-02  0.443357363173744E+01  0.169188169495808E+00
     0.142000000000000E+01  0.225109769390863E+00  0.865260814281459E-02  0.443572376917570E+01  0.170497174370984E+00
     0.143000000000000E+01  0.224994059807691E+00  0.871084313572077E-02  0.443790971568866E+01  0.171817582281492E+00
     0.144000000000000E+01  0.224876592211353E+00  0.876946863979402E-02  0.444013113389894E+01  0.173150928482160E+00
     0.145000000000000E+01  0.224757387837943E+00  0.882855739985683E-02  0.444238757954516E+01  0.174498707765300E+00
     0.146000000000000E+01  0.224636473057524E+00  0.888817986888993E-02  0.444467850680629E+01  0.175862367718742E+00
     0.147000000000000E+01  0.224513879090840E+00  0.894840390128948E-02  0.444700327383402E+01  0.177243302756008E+00
     0.148000000000000E+01  0.224389641719577E+00  0.900929448477988E-02  0.444936114838395E+01  0.178642848875462E+00
     0.149000000000000E+01  0.224263800995241E+00  0.907091350836093E-02  0.445175131345171E+01  0.180062279092066E+00
     0.150000000000000E+01  0.224136400951050E+00  0.913331956310248E-02  0.445417287283394E+01  0.181502799475125E+00
     0.151000000000000E+01  0.224007489320422E+00  0.919656777217715E-02  0.445662485655035E+01  0.182965545718020E+00
     0.152000000000000E+01  0.223877117264852E+00  0.926070964624058E-02  0.445910622607907E+01  0.184451580161314E+00
     0.153000000000000E+01  0.223745339113218E+00  0.932579296011264E-02  0.446161587937178E+01  0.185961889188305E+00
     0.154000000000000E+01  0.223612212113769E+00  0.939186164667241E-02  0.446415265563170E+01  0.187497380912214E+00
     0.155000000000000E+01  0.223477796199382E+00  0.945895570394108E-02  0.446671533984954E+01  0.189058883076044E+00
     0.156000000000000E+01  0.223342153766008E+00  0.952711111147531E-02  0.446930266710661E+01  0.190647141089844E+00
     0.157000000000000E+01  0.223205349463572E+00  0.959635975241747E-02  0.447191332666630E+01  0.192262816135254E+00
     0.158000000000000E+01  0.223067449998127E+00  0.966672933783738E-02  0.447454596588487E+01  0.193906483273487E+00
     0.159000000000000E+01  0.222928523943478E+00  0.973824333034143E-02  0.447719919398367E+01  0.195578629500440E+00
     0.160000000000000E+01  0.222788641560113E+00  0.981092086431070E-02  0.447987158573219E+01  0.197279651700886E+00
     0.161000000000000E+01  0.222647874618895E+00  0.988477666055450E-02  0.448256168509900E+01  0.199009854462820E+00
     0.162000000000000E+01  0.222506296226619E+00  0.995982093362297E-02  0.448526800893441E+01  0.200769447722936E+00
     0.163000000000000E+01  0.222363980650284E+00  0.100360592905068E-01  0.448798905075316E+01  0.202558544224580E+00
     0.164000000000000E+01  0.222221003136718E+00  0.101134926199663E-01  0.449072328468992E+01  0.204377156780633E+00
     0.165000000000000E+01  0.222077439724033E+00  0.101921169722646E-01  0.449346916970253E+01  0.206225195345301E+00
     0.166000000000000E+01  0.221933367041259E+00  0.102719234296426E-01  0.449622515410076E+01  0.208102463911026E+00
     0.167000000000000E+01  0.221788862092494E+00  0.103528979684505E-01  0.449898968047717E+01  0.210008657259205E+00
     0.168000000000000E+01  0.221644002021872E+00  0.104350213144544E-01  0.450176119111698E+01  0.211943357606643E+00
     0.169000000000000E+01  0.221498863855803E+00  0.105182687934556E-01  0.450453813395994E+01  0.213906031202970E+00
     0.170000000000000E+01  0.221353524219021E+00  0.106026101799962E-01  0.450731896918373E+01  0.215896024948181E+00
     0.171000000000000E+01  0.221208059021248E+00  0.106880095475702E-01  0.451010217647215E+01  0.217912563113360E+00
     0.172000000000000E+01  0.221062543111618E+00  0.107744251244130E-01  0.451288626302229E+01  0.219954744261559E+00
     0.173000000000000E+01  0.220917049898402E+00  0.108618091595868E-01  0.451566977233537E+01  0.222021538479618E+00
     0.174000000000000E+01  0.220771650932127E+00  0.109501078047104E-01  0.451845129382184E+01  0.224111785044780E+00
     0.175000000000000E+01  0.220626415450812E+00  0.110392610172819E-01  0.452122947323705E+01  0.226224190662333E+00
     0.176000000000000E+01  0.220481409886841E+00  0.111292024920947E-01  0.452400302394372E+01  0.228357328421289E+00
     0.177000000000000E+01  0.220336697335856E+00  0.112198596277232E-01  0.452677073897807E+01  0.230509637624279E+00
     0.178000000000000E+01  0.220192336989071E+00  0.113111535354446E-01  0.452953150387200E+01  0.232679424654421E+00
     0.179000000000000E+01  0.220048383531605E+00  0.114029990982219E-01  0.453228431015692E+01  0.234864865045381E+00
     0.180000000000000E+01  0.219904886510610E+00  0.114953050874856E-01  0.453502826944715E+01  0.237064006920791E+00
     0.181000000000000E+01  0.219761889678391E+00  0.115879743453785E-01  0.453776262796980E+01  0.239274775964495E+00
     0.182000000000000E+01  0.219619430317134E+00  0.116809040398407E-01  0.454048678137609E+01  0.241494982073457E+00
     0.183000000000000E+01  0.219477538553293E+00  0.117739859993831E-01  0.454320028963817E+01  0.243722327829937E+00
     0.184000000000000E+01  0.219336236671274E+00  0.118671071335957E-01  0.454590289180167E+01  0.245954418907919E+00
     0.185000000000000E+01  0.219195538437380E+00  0.119601499443463E-01  0.454859452033682E+01  0.248188776501042E+00
     0.186000000000000E+01  0.219055448446442E+00  0.120529931312338E-01  0.455127531480146E+01  0.250422851824515E+00
     0.187000000000000E+01  0.218915961504683E+00  0.121455122931550E-01  0.455394563450831E+01  0.252654042702579E+00
     0.188000000000000E+01  0.218777062063380E+00  0.122375807258522E-01  0.455660606987080E+01  0.254879712205833E+00
     0.189000000000000E+01  0.218638723718561E+00  0.123290703130365E-01  0.455925745209262E+01  0.257097209250282E+00
     0.190000000000000E+01  0.218500908792260E+00  0.124198525061864E-01  0.456190086086564E+01  0.259303891013396E+00
     0.191000000000000E+01  0.218363568010805E+00  0.125097993854467E-01  0.456453762974925E+01  0.261497146962995E+00
     0.192000000000000E+01  0.218226640294975E+00  0.125987847912845E-01  0.456716934892505E+01  0.263674424234732E+00
     0.193000000000000E+01  0.218090052675781E+00  0.126866855137833E-01  0.456979786505242E+01  0.265833254035050E+00
     0.194000000000000E+01  0.217953720347973E+00  0.127733825237750E-01  0.457242527799393E+01  0.267971278691402E+00
     0.195000000000000E+01  0.217817546871140E+00  0.128587622275440E-01  0.457505393423584E+01  0.270086278922844E+00
     0.196000000000000E+01  0.217681424525631E+00  0.129427177246982E-01  0.457768641689272E+01  0.272176200863898E+00
     0.197000000000000E+01  0.217545234827216E+00  0.130251500471111E-01  0.458032553226251E+01  0.274239182346225E+00
     0.198000000000000E+01  0.217408849200947E+00  0.131059693557035E-01  0.458297429297813E+01  0.276273577927052E+00
     0.199000000000000E+01  0.217272129810699E+00  0.131850960713458E-01  0.458563589788912E+01  0.278277982153341E+00
     0.200000000000000E+01  0.217134930536975E+00  0.132624619163940E-01  0.458831370889303E+01  0.280251250566522E+00
     0.201000000000000E+01  0.216997098091425E+00  0.133380108443653E-01  0.459101122502191E+01  0.282192517985404E+00
     0.202000000000000E+01  0.216858473252743E+00  0.134116998370174E-01  0.459373205416840E+01  0.284101213653697E+00
     0.203000000000000E+01  0.216718892204999E+00  0.134834995505987E-01  0.459647988290639E+01  0.285977072902713E+00
     0.204000000000000E+01  0.216578187956454E+00  0.135533947962045E-01  0.459925844491794E+01  0.287820145056731E+00
     0.205000000000000E+01  0.216436191814368E+00  0.136213848429225E-01  0.460207148858261E+01  0.289630797396350E+00
     0.206000000000000E+01  0.216292734889608E+00  0.136874835366272E-01  0.460492274431058E+01  0.291409715089878E+00
     0.207000000000000E+01  0.216147649603949E+00  0.137517192317469E-01  0.460781589220807E+01  0.293157897101044E+00
     0.208000000000000E+01  0.216000771172844E+00  0.138141345378930E-01  0.461075453065408E+01  0.294876648179592E+00
     0.209000000000000E+01  0.215851939037258E+00  0.138747858877351E-01  0.461374214633697E+01  0.296567567134969E+00
     0.210000000000000E+01  0.215700998219718E+00  0.139337429367527E-01  0.461678208625539E+01  0.298232531679619E+00
     0.211000000000000E+01  0.215547800582112E+00  0.139910878093274E-01  0.461987753212642E+01  0.299873680203461E+00
     0.212000000000000E+01  0.215392205965745E+00  0.140469142089299E-01  0.462303147757254E+01  0.301493390902785E+00
     0.213000000000000E+01  0.215234083197619E+00  0.141013264127836E-01  0.462624670837810E+01  0.303094258733214E+00
     0.214000000000000E+01  0.215073310950723E+00  0.141544381732923E-01  0.462952578602095E+01  0.304679070686318E+00
     0.215000000000000E+01  0.214909778450185E+00  0.142063715496499E-01  0.463287103459612E+01  0.306250779902689E+00
     0.216000000000000E+01  0.214743386021127E+00  0.142572556934269E-01  0.463628453116336E+01  0.307812479131594E+00
     0.217000000000000E+01  0.214574045477943E+00  0.143072256115662E-01  0.463976809947052E+01  0.309367374029848E+00
     0.218000000000000E+01  0.214401680358498E+00  0.143564209292009E-01  0.464332330692803E+01  0.310918756761439E+00
     0.219000000000000E+01  0.214226226009851E+00  0.144049846731114E-01  0.464695146464902E+01  0.312469980318300E+00
     0.220000000000000E+01  0.214047629535104E+00  0.144530620945745E-01  0.465065363031226E+01  0.314024433932066E+00
     0.221000000000000E+01  0.213865849613133E+00  0.145007995479400E-01  0.465443061356674E+01  0.315585519891167E+00
     0.222000000000000E+01  0.213680856204851E+00  0.145483434386220E-01  0.465828298366285E+01  0.317156632017826E+00
     0.223000000000000E+01  0.213492630160811E+00  0.145958392514214E-01  0.466221107897918E+01  0.318741135999491E+00
     0.224000000000000E+01  0.213301162745642E+00  0.146434306673171E-01  0.466621501810479E+01  0.320342351709977E+00
     0.225000000000000E+01  0.213106455095078E+00  0.146912587741600E-01  0.467029471213927E+01  0.321963537599166E+00
     0.226000000000000E+01  0.212908517621069E+00  0.147394613741652E-01  0.467444987788254E+01  0.323607877178244E+00
     0.227000000000000E+01  0.212707369379845E+00  0.147881723887747E-01  0.467868005160592E+01  0.325278467581038E+00
     0.228000000000000E+01  0.212503037416994E+00  0.148375213594017E-01  0.468298460311624E+01  0.326978310141225E+00
     0.229000000000000E+01  0.212295556102356E+00  0.148876330408017E-01  0.468736274985445E+01  0.328710302891647E+00
     0.230000000000000E+01  0.212084966466328E+00  0.149386270823486E-01  0.469181357079894E+01  0.330477234864243E+00
     0.231000000000000E+01  0.211871315547708E+00  0.149906177913262E-01  0.469633601997549E+01  0.332281782048209E+00
     0.232000000000000E+01  0.211654655761800E+00  0.150437139714728E-01  0.470092893940651E+01  0.334126504848728E+00
     0.233000000000000E+01  0.211435044295982E+00  0.150980188294080E-01  0.470559107136519E+01  0.336013846879196E+00
     0.234000000000000E+01  0.211212542538593E+00  0.151536299412100E-01  0.471032106982781E+01  0.337946134914846E+00
     0.235000000000000E+01  0.210987215545606E+00  0.152106392712603E-01  0.471511751104662E+01  0.339925579835099E+00
     0.236000000000000E+01  0.210759131548336E+00  0.152691332355063E-01  0.471997890319049E+01  0.341954278384687E+00
     0.237000000000000E+01  0.210528361504271E+00  0.153291928014740E-01  0.472490369502423E+01  0.344034215589305E+00
     0.238000000000000E+01  0.210294978692118E+00  0.153908936176664E-01  0.472989028361743E+01  0.346167267669137E+00
     0.239000000000000E+01  0.210059058351293E+00  0.154543061653706E-01  0.473493702109050E+01  0.348355205302812E+00
     0.240000000000000E+01  0.209820677365219E+00  0.155194959263579E-01  0.474004222042349E+01  0.350599697105071E+00
     0.241000000000000E+01  0.209579913987308E+00  0.155865235604543E-01  0.474520416036207E+01  0.352902313191750E+00
     0.242000000000000E+01  0.209336847607775E+00  0.156554450874791E-01  0.475042108946995E+01  0.355264528717576E+00
     0.243000000000000E+01  0.209091558559155E+00  0.157263120685750E-01  0.475569122938230E+01  0.357687727282840E+00
     0.244000000000000E+01  0.208844127957924E+00  0.157991717824694E-01  0.476101277732381E+01  0.360173204116255E+00
     0.244999999999999E+01  0.208594637579412E+00  0.158740673927088E-01  0.476638390795988E+01  0.362722168951603E+00
     0.245999999999999E+01  0.208343169762975E+00  0.159510381023853E-01  0.477180277465366E+01  0.365335748525674E+00
     0.246999999999999E+01  0.208089807344194E+00  0.160301192933243E-01  0.477726751020607E+01  0.368014988634485E+00
