# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    2.207207207    1.010068916    1.010142045    1.007195014
    2.222222222    1.010048026    1.010121121    1.007190192
    2.237237237    1.010027089    1.010100151    1.007185345
    2.252252252    1.010006107    1.010079135    1.007180474
    2.267267267    1.009985080    1.010058074    1.007175578
    2.282282282    1.009964010    1.010036970    1.007170658
    2.297297297    1.009942898    1.010015824    1.007165714
    2.312312312    1.009921746    1.009994637    1.007160746
    2.327327327    1.009900554    1.009973410    1.007155755
    2.342342342    1.009879323    1.009952144    1.007150739
    2.357357357    1.009858055    1.009930841    1.007145700
    2.372372372    1.009836751    1.009909502    1.007140638
    2.387387387    1.009815412    1.009888127    1.007135552
    2.402402402    1.009794039    1.009866718    1.007130443
    2.417417417    1.009772633    1.009845277    1.007125311
    2.432432432    1.009751196    1.009823803    1.007120157
    2.447447447    1.009729728    1.009802299    1.007114979
    2.462462462    1.009708230    1.009780765    1.007109779
    2.477477477    1.009686704    1.009759202    1.007104556
    2.492492492    1.009665151    1.009737612    1.007099310
    2.507507508    1.009643572    1.009715996    1.007094043
    2.522522523    1.009621967    1.009694354    1.007088753
    2.537537538    1.009600338    1.009672688    1.007083442
    2.552552553    1.009578686    1.009650999    1.007078108
    2.567567568    1.009557013    1.009629288    1.007072753
    2.582582583    1.009535318    1.009607555    1.007067376
    2.597597598    1.009513603    1.009585802    1.007061977
    2.612612613    1.009491869    1.009564030    1.007056557
    2.627627628    1.009470118    1.009542240    1.007051116
    2.642642643    1.009448349    1.009520433    1.007045654
    2.657657658    1.009426564    1.009498610    1.007040171
    2.672672673    1.009404765    1.009476772    1.007034667
    2.687687688    1.009382951    1.009454919    1.007029143
    2.702702703    1.009361125    1.009433053    1.007023598
    2.717717718    1.009339286    1.009411175    1.007018032
    2.732732733    1.009317436    1.009389286    1.007012446
    2.747747748    1.009295576    1.009367386    1.007006840
    2.762762763    1.009273707    1.009345477    1.007001214
    2.777777778    1.009251829    1.009323560    1.006995568
    2.792792793    1.009229944    1.009301635    1.006989902
    2.807807808    1.009208053    1.009279703    1.006984216
    2.822822823    1.009186156    1.009257765    1.006978511
    2.837837838    1.009164254    1.009235822    1.006972787
    2.852852853    1.009142348    1.009213876    1.006967043
    2.867867868    1.009120439    1.009191926    1.006961281
    2.882882883    1.009098528    1.009169974    1.006955499
    2.897897898    1.009076616    1.009148020    1.006949698
    2.912912913    1.009054703    1.009126066    1.006943879
    2.927927928    1.009032791    1.009104112    1.006938041
    2.942942943    1.009010880    1.009082160    1.006932185
    2.957957958    1.008988970    1.009060209    1.006926310
    2.972972973    1.008967064    1.009038260    1.006920417
    2.987987988    1.008945162    1.009016315    1.006914506
    3.003003003    1.008923263    1.008994375    1.006908577
    3.018018018    1.008901370    1.008972439    1.006902630
    3.033033033    1.008879483    1.008950510    1.006896666
    3.048048048    1.008857603    1.008928587    1.006890684
    3.063063063    1.008835730    1.008906671    1.006884684
    3.078078078    1.008813866    1.008884763    1.006878668
    3.093093093    1.008792010    1.008862864    1.006872634
    3.108108108    1.008770164    1.008840975    1.006866583
    3.123123123    1.008748329    1.008819096    1.006860515
    3.138138138    1.008726505    1.008797228    1.006854431
    3.153153153    1.008704692    1.008775372    1.006848330
    3.168168168    1.008682893    1.008753528    1.006842212
    3.183183183    1.008661106    1.008731698    1.006836078
    3.198198198    1.008639333    1.008709881    1.006829928
    3.213213213    1.008617575    1.008688078    1.006823761
    3.228228228    1.008595832    1.008666291    1.006817579
    3.243243243    1.008574105    1.008644519    1.006811381
    3.258258258    1.008552395    1.008622764    1.006805167
    3.273273273    1.008530702    1.008601026    1.006798937
    3.288288288    1.008509027    1.008579305    1.006792692
    3.303303303    1.008487370    1.008557603    1.006786432
    3.318318318    1.008465732    1.008535920    1.006780157
    3.333333333    1.008444114    1.008514256    1.006773866
    3.348348348    1.008422516    1.008492613    1.006767560
    3.363363363    1.008400939    1.008470990    1.006761240
    3.378378378    1.008379383    1.008449388    1.006754905
    3.393393393    1.008357849    1.008427809    1.006748555
    3.408408408    1.008336338    1.008406251    1.006742191
    3.423423423    1.008314850    1.008384717    1.006735813
    3.438438438    1.008293386    1.008363206    1.006729420
    3.453453453    1.008271946    1.008341720    1.006723014
    3.468468468    1.008250530    1.008320258    1.006716593
    3.483483483    1.008229140    1.008298821    1.006710159
    3.498498498    1.008207776    1.008277410    1.006703711
    3.513513514    1.008186438    1.008256025    1.006697249
    3.528528529    1.008165127    1.008234666    1.006690774
    3.543543544    1.008143843    1.008213335    1.006684286
    3.558558559    1.008122587    1.008192031    1.006677784
    3.573573574    1.008101359    1.008170756    1.006671270
    3.588588589    1.008080160    1.008149509    1.006664742
    3.603603604    1.008058991    1.008128292    1.006658202
    3.618618619    1.008037851    1.008107104    1.006651649
    3.633633634    1.008016741    1.008085946    1.006645083
    3.648648649    1.007995661    1.008064818    1.006638506
    3.663663664    1.007974613    1.008043721    1.006631915
    3.678678679    1.007953596    1.008022656    1.006625313
    3.693693694    1.007932611    1.008001622    1.006618698
    3.708708709    1.007911658    1.007980621    1.006612072
    3.723723724    1.007890738    1.007959652    1.006605434
    3.738738739    1.007869851    1.007938716    1.006598784
    3.753753754    1.007848997    1.007917813    1.006592122
    3.768768769    1.007828178    1.007896945    1.006585449
    3.783783784    1.007807392    1.007876110    1.006578765
    3.798798799    1.007786642    1.007855310    1.006572069
    3.813813814    1.007765926    1.007834545    1.006565362
    3.828828829    1.007745246    1.007813815    1.006558645
    3.843843844    1.007724601    1.007793121    1.006551916
    3.858858859    1.007703993    1.007772462    1.006545177
    3.873873874    1.007683420    1.007751840    1.006538427
    3.888888889    1.007662885    1.007731255    1.006531667
    3.903903904    1.007642387    1.007710707    1.006524896
    3.918918919    1.007621926    1.007690196    1.006518115
    3.933933934    1.007601503    1.007669722    1.006511324
    3.948948949    1.007581118    1.007649287    1.006504523
    3.963963964    1.007560771    1.007628889    1.006497712
    3.978978979    1.007540464    1.007608531    1.006490891
    3.993993994    1.007520194    1.007588211    1.006484061
    4.009009009    1.007499965    1.007567930    1.006477221
    4.024024024    1.007479774    1.007547689    1.006470371
    4.039039039    1.007459624    1.007527488    1.006463513
    4.054054054    1.007439514    1.007507326    1.006456645
    4.069069069    1.007419444    1.007487205    1.006449767
    4.084084084    1.007399414    1.007467124    1.006442881
    4.099099099    1.007379426    1.007447084    1.006435986
    4.114114114    1.007359478    1.007427085    1.006429083
    4.129129129    1.007339572    1.007407127    1.006422170
    4.144144144    1.007319708    1.007387211    1.006415249
    4.159159159    1.007299885    1.007367336    1.006408320
    4.174174174    1.007280104    1.007347504    1.006401382
    4.189189189    1.007260366    1.007327713    1.006394437
    4.204204204    1.007240670    1.007307965    1.006387483
    4.219219219    1.007221017    1.007288260    1.006380521
    4.234234234    1.007201407    1.007268597    1.006373551
    4.249249249    1.007181840    1.007248978    1.006366574
    4.264264264    1.007162316    1.007229402    1.006359589
    4.279279279    1.007142836    1.007209869    1.006352596
    4.294294294    1.007123399    1.007190379    1.006345596
    4.309309309    1.007104007    1.007170934    1.006338589
    4.324324324    1.007084658    1.007151532    1.006331574
    4.339339339    1.007065354    1.007132175    1.006324552
    4.354354354    1.007046094    1.007112862    1.006317524
    4.369369369    1.007026878    1.007093593    1.006310488
    4.384384384    1.007007708    1.007074369    1.006303446
    4.399399399    1.006988582    1.007055190    1.006296397
    4.414414414    1.006969501    1.007036056    1.006289341
    4.429429429    1.006950465    1.007016967    1.006282279
    4.444444444    1.006931475    1.006997923    1.006275211
    4.459459459    1.006912530    1.006978925    1.006268136
    4.474474474    1.006893631    1.006959972    1.006261056
    4.489489489    1.006874777    1.006941064    1.006253969
    4.504504505    1.006855970    1.006922203    1.006246876
    4.519519520    1.006837208    1.006903387    1.006239777
    4.534534535    1.006818492    1.006884617    1.006232673
    4.549549550    1.006799823    1.006865894    1.006225563
    4.564564565    1.006781200    1.006847216    1.006218448
    4.579579580    1.006762623    1.006828585    1.006211327
    4.594594595    1.006744093    1.006810001    1.006204201
    4.609609610    1.006725609    1.006791463    1.006197069
    4.624624625    1.006707172    1.006772971    1.006189933
    4.639639640    1.006688782    1.006754527    1.006182791
    4.654654655    1.006670439    1.006736129    1.006175645
    4.669669670    1.006652143    1.006717778    1.006168493
    4.684684685    1.006633894    1.006699474    1.006161337
    4.699699700    1.006615692    1.006681217    1.006154177
    4.714714715    1.006597537    1.006663007    1.006147011
    4.729729730    1.006579429    1.006644845    1.006139842
    4.744744745    1.006561369    1.006626729    1.006132668
    4.759759760    1.006543356    1.006608661    1.006125489
    4.774774775    1.006525390    1.006590640    1.006118307
    4.789789790    1.006507472    1.006572667    1.006111121
    4.804804805    1.006489602    1.006554741    1.006103930
    4.819819820    1.006471779    1.006536863    1.006096736
    4.834834835    1.006454004    1.006519033    1.006089538
    4.849849850    1.006436277    1.006501250    1.006082336
    4.864864865    1.006418597    1.006483514    1.006075131
    4.879879880    1.006400965    1.006465827    1.006067922
    4.894894895    1.006383381    1.006448187    1.006060710
    4.909909910    1.006365845    1.006430595    1.006053495
    4.924924925    1.006348356    1.006413050    1.006046276
    4.939939940    1.006330916    1.006395554    1.006039054
    4.954954955    1.006313523    1.006378105    1.006031829
    4.969969970    1.006296178    1.006360705    1.006024602
    4.984984985    1.006278882    1.006343352    1.006017371
    5.000000000    1.006261633    1.006326047    1.006010138
    5.015015015    1.006244432    1.006308790    1.006002902
    5.030030030    1.006227279    1.006291581    1.005995663
    5.045045045    1.006210175    1.006274420    1.005988422
    5.060060060    1.006193118    1.006257306    1.005981178
    5.075075075    1.006176109    1.006240241    1.005973932
    5.090090090    1.006159148    1.006223224    1.005966684
    5.105105105    1.006142235    1.006206254    1.005959434
    5.120120120    1.006125371    1.006189333    1.005952182
    5.135135135    1.006108554    1.006172460    1.005944928
    5.150150150    1.006091785    1.006155634    1.005937672
    5.165165165    1.006075064    1.006138856    1.005930414
    5.180180180    1.006058391    1.006122127    1.005923154
    5.195195195    1.006041766    1.006105445    1.005915893
    5.210210210    1.006025189    1.006088811    1.005908630
    5.225225225    1.006008660    1.006072224    1.005901365
    5.240240240    1.005992178    1.006055686    1.005894100
    5.255255255    1.005975745    1.006039195    1.005886833
    5.270270270    1.005959359    1.006022753    1.005879564
    5.285285285    1.005943021    1.006006358    1.005872295
    5.300300300    1.005926731    1.005990010    1.005865025
    5.315315315    1.005910488    1.005973710    1.005857753
    5.330330330    1.005894294    1.005957458    1.005850481
    5.345345345    1.005878147    1.005941254    1.005843208
    5.360360360    1.005862047    1.005925097    1.005835934
    5.375375375    1.005845995    1.005908988    1.005828659
    5.390390390    1.005829991    1.005892926    1.005821384
    5.405405405    1.005814034    1.005876911    1.005814108
    5.420420420    1.005798124    1.005860944    1.005806832
    5.435435435    1.005782262    1.005845024    1.005799556
    5.450450450    1.005766447    1.005829152    1.005792279
    5.465465465    1.005750680    1.005813327    1.005785002
    5.480480480    1.005734959    1.005797549    1.005777725
    5.495495495    1.005719286    1.005781818    1.005770448
    5.510510511    1.005703660    1.005766134    1.005763171
    5.525525526    1.005688081    1.005750497    1.005755894
    5.540540541    1.005672550    1.005734907    1.005748617
    5.555555556    1.005657065    1.005719365    1.005741340
    5.570570571    1.005641626    1.005703869    1.005734064
    5.585585586    1.005626235    1.005688419    1.005726788
    5.600600601    1.005610891    1.005673017    1.005719513
    5.615615616    1.005595593    1.005657661    1.005712238
    5.630630631    1.005580342    1.005642352    1.005704964
    5.645645646    1.005565137    1.005627089    1.005697690
    5.660660661    1.005549979    1.005611873    1.005690417
    5.675675676    1.005534867    1.005596703    1.005683145
    5.690690691    1.005519802    1.005581579    1.005675874
    5.705705706    1.005504783    1.005566502    1.005668604
    5.720720721    1.005489810    1.005551470    1.005661335
    5.735735736    1.005474883    1.005536485    1.005654066
    5.750750751    1.005460002    1.005521546    1.005646800
    5.765765766    1.005445167    1.005506653    1.005639534
    5.780780781    1.005430378    1.005491805    1.005632269
    5.795795796    1.005415635    1.005477004    1.005625006
    5.810810811    1.005400938    1.005462248    1.005617745
    5.825825826    1.005386286    1.005447538    1.005610485
    5.840840841    1.005371679    1.005432873    1.005603226
    5.855855856    1.005357119    1.005418254    1.005595969
    5.870870871    1.005342603    1.005403680    1.005588714
    5.885885886    1.005328133    1.005389151    1.005581460
    5.900900901    1.005313708    1.005374668    1.005574209
    5.915915916    1.005299329    1.005360229    1.005566959
    5.930930931    1.005284994    1.005345836    1.005559711
    5.945945946    1.005270704    1.005331487    1.005552465
    5.960960961    1.005256459    1.005317184    1.005545221
    5.975975976    1.005242259    1.005302925    1.005537980
    5.990990991    1.005228103    1.005288710    1.005530740
    6.006006006    1.005213992    1.005274541    1.005523503
    6.021021021    1.005199926    1.005260415    1.005516268
    6.036036036    1.005185904    1.005246334    1.005509036
    6.051051051    1.005171926    1.005232298    1.005501805
    6.066066066    1.005157992    1.005218305    1.005494578
    6.081081081    1.005144103    1.005204357    1.005487353
    6.096096096    1.005130257    1.005190452    1.005480130
    6.111111111    1.005116455    1.005176592    1.005472910
    6.126126126    1.005102698    1.005162775    1.005465693
    6.141141141    1.005088983    1.005149002    1.005458479
    6.156156156    1.005075313    1.005135273    1.005451268
    6.171171171    1.005061686    1.005121587    1.005444059
    6.186186186    1.005048102    1.005107944    1.005436854
    6.201201201    1.005034562    1.005094344    1.005429651
    6.216216216    1.005021065    1.005080788    1.005422451
    6.231231231    1.005007610    1.005067275    1.005415255
    6.246246246    1.004994199    1.005053805    1.005408062
    6.261261261    1.004980831    1.005040378    1.005400872
    6.276276276    1.004967506    1.005026993    1.005393685
    6.291291291    1.004954223    1.005013651    1.005386502
    6.306306306    1.004940982    1.005000352    1.005379322
    6.321321321    1.004927785    1.004987095    1.005372145
    6.336336336    1.004914629    1.004973880    1.005364972
    6.351351351    1.004901516    1.004960708    1.005357803
    6.366366366    1.004888445    1.004947578    1.005350637
    6.381381381    1.004875416    1.004934489    1.005343474
    6.396396396    1.004862428    1.004921443    1.005336316
    6.411411411    1.004849483    1.004908439    1.005329161
    6.426426426    1.004836579    1.004895476    1.005322010
    6.441441441    1.004823717    1.004882555    1.005314863
    6.456456456    1.004810897    1.004869675    1.005307720
    6.471471471    1.004798117    1.004856836    1.005300580
    6.486486486    1.004785379    1.004844039    1.005293445
    6.501501502    1.004772683    1.004831283    1.005286314
    6.516516517    1.004760027    1.004818568    1.005279186
    6.531531532    1.004747412    1.004805894    1.005272063
    6.546546547    1.004734838    1.004793261    1.005264945
    6.561561562    1.004722304    1.004780668    1.005257830
    6.576576577    1.004709812    1.004768116    1.005250720
    6.591591592    1.004697359    1.004755604    1.005243614
    6.606606607    1.004684947    1.004743133    1.005236512
    6.621621622    1.004672575    1.004730702    1.005229415
    6.636636637    1.004660244    1.004718311    1.005222322
    6.651651652    1.004647952    1.004705961    1.005215234
    6.666666667    1.004635701    1.004693650    1.005208150
    6.681681682    1.004623489    1.004681379    1.005201071
    6.696696697    1.004611316    1.004669147    1.005193996
    6.711711712    1.004599184    1.004656955    1.005186927
    6.726726727    1.004587090    1.004644803    1.005179862
    6.741741742    1.004575037    1.004632690    1.005172801
    6.756756757    1.004563022    1.004620616    1.005165746
    6.771771772    1.004551046    1.004608581    1.005158695
    6.786786787    1.004539110    1.004596585    1.005151649
    6.801801802    1.004527212    1.004584628    1.005144609
    6.816816817    1.004515353    1.004572710    1.005137573
    6.831831832    1.004503533    1.004560831    1.005130542
    6.846846847    1.004491751    1.004548990    1.005123516
    6.861861862    1.004480008    1.004537187    1.005116496
    6.876876877    1.004468303    1.004525423    1.005109480
    6.891891892    1.004456636    1.004513697    1.005102470
    6.906906907    1.004445007    1.004502009    1.005095465
    6.921921922    1.004433416    1.004490359    1.005088465
    6.936936937    1.004421863    1.004478747    1.005081470
    6.951951952    1.004410348    1.004467172    1.005074481
    6.966966967    1.004398870    1.004455635    1.005067497
    6.981981982    1.004387430    1.004444136    1.005060519
    6.996996997    1.004376027    1.004432674    1.005053546
    7.012012012    1.004364661    1.004421249    1.005046578
    7.027027027    1.004353333    1.004409862    1.005039616
    7.042042042    1.004342042    1.004398511    1.005032660
    7.057057057    1.004330787    1.004387197    1.005025709
    7.072072072    1.004319569    1.004375921    1.005018764
    7.087087087    1.004308388    1.004364680    1.005011824
    7.102102102    1.004297244    1.004353477    1.005004890
    7.117117117    1.004286136    1.004342310    1.004997962
    7.132132132    1.004275064    1.004331179    1.004991040
    7.147147147    1.004264029    1.004320084    1.004984123
    7.162162162    1.004253029    1.004309026    1.004977212
    7.177177177    1.004242066    1.004298004    1.004970307
    7.192192192    1.004231138    1.004287017    1.004963408
    7.207207207    1.004220247    1.004276066    1.004956515
    7.222222222    1.004209391    1.004265151    1.004949628
    7.237237237    1.004198570    1.004254272    1.004942747
    7.252252252    1.004187785    1.004243427    1.004935872
    7.267267267    1.004177035    1.004232619    1.004929003
    7.282282282    1.004166320    1.004221845    1.004922140
    7.297297297    1.004155641    1.004211106    1.004915283
    7.312312312    1.004144996    1.004200403    1.004908432
    7.327327327    1.004134386    1.004189734    1.004901588
    7.342342342    1.004123811    1.004179100    1.004894749
    7.357357357    1.004113270    1.004168501    1.004887917
    7.372372372    1.004102764    1.004157936    1.004881092
    7.387387387    1.004092293    1.004147405    1.004874272
    7.402402402    1.004081855    1.004136909    1.004867459
    7.417417417    1.004071452    1.004126447    1.004860652
    7.432432432    1.004061083    1.004116019    1.004853852
    7.447447447    1.004050748    1.004105625    1.004847058
    7.462462462    1.004040447    1.004095265    1.004840270
    7.477477477    1.004030179    1.004084939    1.004833489
    7.492492492    1.004019945    1.004074646    1.004826714
    7.507507508    1.004009744    1.004064387    1.004819946
    7.522522523    1.003999577    1.004054161    1.004813184
    7.537537538    1.003989443    1.004043968    1.004806429
    7.552552553    1.003979342    1.004033808    1.004799681
    7.567567568    1.003969274    1.004023682    1.004792939
    7.582582583    1.003959239    1.004013588    1.004786204
    7.597597598    1.003949237    1.004003528    1.004779476
    7.612612613    1.003939268    1.003993500    1.004772754
    7.627627628    1.003929331    1.003983504    1.004766039
    7.642642643    1.003919426    1.003973541    1.004759331
    7.657657658    1.003909554    1.003963611    1.004752629
    7.672672673    1.003899715    1.003953713    1.004745934
    7.687687688    1.003889907    1.003943847    1.004739247
    7.702702703    1.003880131    1.003934013    1.004732566
    7.717717718    1.003870388    1.003924211    1.004725891
    7.732732733    1.003860676    1.003914440    1.004719224
    7.747747748    1.003850996    1.003904702    1.004712564
    7.762762763    1.003841347    1.003894995    1.004705910
    7.777777778    1.003831730    1.003885320    1.004699264
    7.792792793    1.003822144    1.003875676    1.004692624
    7.807807808    1.003812590    1.003866063    1.004685992
    7.822822823    1.003803067    1.003856481    1.004679366
    7.837837838    1.003793575    1.003846931    1.004672748
    7.852852853    1.003784113    1.003837412    1.004666137
    7.867867868    1.003774683    1.003827923    1.004659532
    7.882882883    1.003765283    1.003818465    1.004652935
    7.897897898    1.003755914    1.003809038    1.004646345
    7.912912913    1.003746576    1.003799641    1.004639762
    7.927927928    1.003737267    1.003790275    1.004633187
    7.942942943    1.003727990    1.003780939    1.004626618
    7.957957958    1.003718742    1.003771634    1.004620057
    7.972972973    1.003709524    1.003762358    1.004613503
    7.987987988    1.003700337    1.003753113    1.004606956
    8.003003003    1.003691179    1.003743897    1.004600416
    8.018018018    1.003682051    1.003734711    1.004593884
    8.033033033    1.003672953    1.003725555    1.004587359
    8.048048048    1.003663884    1.003716428    1.004580841
    8.063063063    1.003654845    1.003707331    1.004574331
    8.078078078    1.003645835    1.003698264    1.004567828
    8.093093093    1.003636855    1.003689225    1.004561332
    8.108108108    1.003627903    1.003680216    1.004554844
    8.123123123    1.003618981    1.003671236    1.004548363
    8.138138138    1.003610087    1.003662285    1.004541890
    8.153153153    1.003601223    1.003653363    1.004535424
    8.168168168    1.003592387    1.003644469    1.004528965
    8.183183183    1.003583580    1.003635604    1.004522514
    8.198198198    1.003574801    1.003626768    1.004516071
    8.213213213    1.003566051    1.003617960    1.004509635
    8.228228228    1.003557329    1.003609181    1.004503206
    8.243243243    1.003548635    1.003600430    1.004496785
    8.258258258    1.003539969    1.003591707    1.004490372
    8.273273273    1.003531332    1.003583012    1.004483966
    8.288288288    1.003522722    1.003574345    1.004477568
    8.303303303    1.003514140    1.003565706    1.004471177
    8.318318318    1.003505586    1.003557095    1.004464794
    8.333333333    1.003497060    1.003548511    1.004458418
