# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    8.348348348    1.003488561    1.003539955    1.004452050
    8.363363363    1.003480090    1.003531426    1.004445690
    8.378378378    1.003471645    1.003522925    1.004439337
    8.393393393    1.003463229    1.003514451    1.004432992
    8.408408408    1.003454839    1.003506004    1.004426655
    8.423423423    1.003446476    1.003497584    1.004420326
    8.438438438    1.003438140    1.003489192    1.004414004
    8.453453453    1.003429832    1.003480826    1.004407690
    8.468468468    1.003421549    1.003472487    1.004401383
    8.483483483    1.003413294    1.003464174    1.004395085
    8.498498498    1.003405065    1.003455888    1.004388794
    8.513513514    1.003396862    1.003447629    1.004382511
    8.528528529    1.003388686    1.003439396    1.004376235
    8.543543544    1.003380536    1.003431189    1.004369968
    8.558558559    1.003372413    1.003423009    1.004363708
    8.573573574    1.003364315    1.003414855    1.004357456
    8.588588589    1.003356244    1.003406726    1.004351212
    8.603603604    1.003348198    1.003398624    1.004344976
    8.618618619    1.003340178    1.003390548    1.004338748
    8.633633634    1.003332184    1.003382497    1.004332527
    8.648648649    1.003324215    1.003374472    1.004326314
    8.663663664    1.003316272    1.003366472    1.004320109
    8.678678679    1.003308355    1.003358498    1.004313913
    8.693693694    1.003300462    1.003350550    1.004307723
    8.708708709    1.003292595    1.003342626    1.004301542
    8.723723724    1.003284753    1.003334728    1.004295369
    8.738738739    1.003276937    1.003326855    1.004289204
    8.753753754    1.003269145    1.003319007    1.004283046
    8.768768769    1.003261378    1.003311183    1.004276897
    8.783783784    1.003253635    1.003303385    1.004270755
    8.798798799    1.003245918    1.003295611    1.004264622
    8.813813814    1.003238225    1.003287862    1.004258496
    8.828828829    1.003230557    1.003280138    1.004252379
    8.843843844    1.003222913    1.003272438    1.004246269
    8.858858859    1.003215293    1.003264762    1.004240167
    8.873873874    1.003207698    1.003257111    1.004234074
    8.888888889    1.003200127    1.003249484    1.004227988
    8.903903904    1.003192580    1.003241881    1.004221910
    8.918918919    1.003185056    1.003234302    1.004215841
    8.933933934    1.003177557    1.003226747    1.004209779
    8.948948949    1.003170082    1.003219216    1.004203726
    8.963963964    1.003162630    1.003211709    1.004197680
    8.978978979    1.003155202    1.003204225    1.004191643
    8.993993994    1.003147797    1.003196765    1.004185613
    9.009009009    1.003140416    1.003189328    1.004179592
    9.024024024    1.003133059    1.003181915    1.004173578
    9.039039039    1.003125724    1.003174525    1.004167573
    9.054054054    1.003118413    1.003167158    1.004161576
    9.069069069    1.003111125    1.003159815    1.004155587
    9.084084084    1.003103860    1.003152495    1.004149606
    9.099099099    1.003096618    1.003145197    1.004143633
    9.114114114    1.003089399    1.003137923    1.004137668
    9.129129129    1.003082203    1.003130671    1.004131711
    9.144144144    1.003075029    1.003123442    1.004125762
    9.159159159    1.003067878    1.003116236    1.004119822
    9.174174174    1.003060749    1.003109052    1.004113889
    9.189189189    1.003053643    1.003101891    1.004107965
    9.204204204    1.003046560    1.003094753    1.004102048
    9.219219219    1.003039498    1.003087636    1.004096140
    9.234234234    1.003032459    1.003080542    1.004090240
    9.249249249    1.003025442    1.003073470    1.004084348
    9.264264264    1.003018447    1.003066420    1.004078465
    9.279279279    1.003011474    1.003059392    1.004072589
    9.294294294    1.003004523    1.003052387    1.004066722
    9.309309309    1.002997594    1.003045402    1.004060862
    9.324324324    1.002990686    1.003038440    1.004055011
    9.339339339    1.002983800    1.003031500    1.004049168
    9.354354354    1.002976936    1.003024581    1.004043333
    9.369369369    1.002970093    1.003017683    1.004037506
    9.384384384    1.002963271    1.003010807    1.004031688
    9.399399399    1.002956471    1.003003952    1.004025877
    9.414414414    1.002949692    1.002997119    1.004020075
    9.429429429    1.002942934    1.002990307    1.004014281
    9.444444444    1.002936198    1.002983516    1.004008495
    9.459459459    1.002929482    1.002976746    1.004002717
    9.474474474    1.002922787    1.002969997    1.003996948
    9.489489489    1.002916113    1.002963269    1.003991186
    9.504504505    1.002909460    1.002956562    1.003985433
    9.519519520    1.002902828    1.002949875    1.003979688
    9.534534535    1.002896216    1.002943210    1.003973951
    9.549549550    1.002889625    1.002936565    1.003968222
    9.564564565    1.002883055    1.002929940    1.003962501
    9.579579580    1.002876504    1.002923336    1.003956789
    9.594594595    1.002869974    1.002916752    1.003951085
    9.609609610    1.002863465    1.002910189    1.003945389
    9.624624625    1.002856975    1.002903645    1.003939701
    9.639639640    1.002850506    1.002897122    1.003934021
    9.654654655    1.002844057    1.002890619    1.003928350
    9.669669670    1.002837627    1.002884136    1.003922686
    9.684684685    1.002831218    1.002877673    1.003917031
    9.699699700    1.002824828    1.002871230    1.003911384
    9.714714715    1.002818458    1.002864807    1.003905746
    9.729729730    1.002812108    1.002858403    1.003900115
    9.744744745    1.002805777    1.002852019    1.003894493
    9.759759760    1.002799466    1.002845655    1.003888878
    9.774774775    1.002793175    1.002839310    1.003883272
    9.789789790    1.002786903    1.002832984    1.003877674
    9.804804805    1.002780650    1.002826678    1.003872085
    9.819819820    1.002774416    1.002820391    1.003866503
    9.834834835    1.002768201    1.002814124    1.003860930
    9.849849850    1.002762006    1.002807875    1.003855365
    9.864864865    1.002755830    1.002801646    1.003849808
    9.879879880    1.002749672    1.002795435    1.003844259
    9.894894895    1.002743534    1.002789244    1.003838718
    9.909909910    1.002737414    1.002783071    1.003833186
    9.924924925    1.002731313    1.002776918    1.003827661
    9.939939940    1.002725231    1.002770783    1.003822145
    9.954954955    1.002719167    1.002764666    1.003816637
    9.969969970    1.002713122    1.002758569    1.003811137
    9.984984985    1.002707096    1.002752489    1.003805646
   10.000000000    1.002701087    1.002746429    1.003800162
   10.015015015    1.002695098    1.002740386    1.003794687
   10.030030030    1.002689126    1.002734362    1.003789220
   10.045045045    1.002683173    1.002728357    1.003783761
   10.060060060    1.002677238    1.002722369    1.003778310
   10.075075075    1.002671321    1.002716400    1.003772867
   10.090090090    1.002665422    1.002710448    1.003767433
   10.105105105    1.002659540    1.002704515    1.003762006
   10.120120120    1.002653677    1.002698599    1.003756588
   10.135135135    1.002647832    1.002692702    1.003751178
   10.150150150    1.002642004    1.002686822    1.003745776
   10.165165165    1.002636194    1.002680960    1.003740382
   10.180180180    1.002630402    1.002675116    1.003734996
   10.195195195    1.002624627    1.002669289    1.003729619
   10.210210210    1.002618870    1.002663480    1.003724249
   10.225225225    1.002613130    1.002657688    1.003718888
   10.240240240    1.002607407    1.002651914    1.003713534
   10.255255255    1.002601702    1.002646157    1.003708189
   10.270270270    1.002596014    1.002640417    1.003702852
   10.285285285    1.002590343    1.002634695    1.003697523
   10.300300300    1.002584690    1.002628990    1.003692203
   10.315315315    1.002579053    1.002623302    1.003686890
   10.330330330    1.002573434    1.002617631    1.003681585
   10.345345345    1.002567831    1.002611976    1.003676289
   10.360360360    1.002562245    1.002606339    1.003671000
   10.375375375    1.002556676    1.002600719    1.003665720
   10.390390390    1.002551124    1.002595115    1.003660448
   10.405405405    1.002545588    1.002589529    1.003655183
   10.420420420    1.002540069    1.002583959    1.003649927
   10.435435435    1.002534567    1.002578405    1.003644679
   10.450450450    1.002529081    1.002572868    1.003639439
   10.465465465    1.002523612    1.002567348    1.003634207
   10.480480480    1.002518159    1.002561844    1.003628983
   10.495495495    1.002512722    1.002556356    1.003623768
   10.510510511    1.002507302    1.002550885    1.003618560
   10.525525526    1.002501897    1.002545430    1.003613360
   10.540540541    1.002496509    1.002539991    1.003608168
   10.555555556    1.002491137    1.002534568    1.003602985
   10.570570571    1.002485781    1.002529161    1.003597809
   10.585585586    1.002480441    1.002523771    1.003592641
   10.600600601    1.002475117    1.002518396    1.003587482
   10.615615616    1.002469809    1.002513038    1.003582330
   10.630630631    1.002464517    1.002507695    1.003577187
   10.645645646    1.002459240    1.002502368    1.003572051
   10.660660661    1.002453979    1.002497056    1.003566923
   10.675675676    1.002448734    1.002491761    1.003561804
   10.690690691    1.002443504    1.002486481    1.003556692
   10.705705706    1.002438290    1.002481216    1.003551589
   10.720720721    1.002433091    1.002475967    1.003546493
   10.735735736    1.002427907    1.002470734    1.003541405
   10.750750751    1.002422739    1.002465516    1.003536325
   10.765765766    1.002417587    1.002460313    1.003531254
   10.780780781    1.002412449    1.002455125    1.003526190
   10.795795796    1.002407327    1.002449953    1.003521134
   10.810810811    1.002402220    1.002444796    1.003516086
   10.825825826    1.002397128    1.002439654    1.003511046
   10.840840841    1.002392050    1.002434527    1.003506014
   10.855855856    1.002386988    1.002429416    1.003500990
   10.870870871    1.002381941    1.002424319    1.003495973
   10.885885886    1.002376909    1.002419237    1.003490965
   10.900900901    1.002371891    1.002414170    1.003485965
   10.915915916    1.002366888    1.002409117    1.003480972
   10.930930931    1.002361900    1.002404080    1.003475987
   10.945945946    1.002356927    1.002399057    1.003471011
   10.960960961    1.002351968    1.002394049    1.003466042
   10.975975976    1.002347024    1.002389055    1.003461081
   10.990990991    1.002342094    1.002384076    1.003456128
   11.006006006    1.002337178    1.002379112    1.003451182
   11.021021021    1.002332277    1.002374161    1.003446245
   11.036036036    1.002327391    1.002369226    1.003441315
   11.051051051    1.002322518    1.002364304    1.003436393
   11.066066066    1.002317660    1.002359397    1.003431479
   11.081081081    1.002312816    1.002354504    1.003426573
   11.096096096    1.002307986    1.002349626    1.003421675
   11.111111111    1.002303170    1.002344761    1.003416785
   11.126126126    1.002298369    1.002339911    1.003411902
   11.141141141    1.002293581    1.002335074    1.003407027
   11.156156156    1.002288807    1.002330252    1.003402160
   11.171171171    1.002284047    1.002325443    1.003397300
   11.186186186    1.002279301    1.002320648    1.003392449
   11.201201201    1.002274568    1.002315868    1.003387605
   11.216216216    1.002269850    1.002311101    1.003382769
   11.231231231    1.002265145    1.002306347    1.003377941
   11.246246246    1.002260453    1.002301608    1.003373120
   11.261261261    1.002255776    1.002296882    1.003368307
   11.276276276    1.002251112    1.002292169    1.003363502
   11.291291291    1.002246461    1.002287470    1.003358705
   11.306306306    1.002241823    1.002282785    1.003353915
   11.321321321    1.002237200    1.002278113    1.003349133
   11.336336336    1.002232589    1.002273454    1.003344359
   11.351351351    1.002227992    1.002268809    1.003339593
   11.366366366    1.002223408    1.002264177    1.003334834
   11.381381381    1.002218837    1.002259559    1.003330083
   11.396396396    1.002214279    1.002254953    1.003325339
   11.411411411    1.002209735    1.002250361    1.003320603
   11.426426426    1.002205203    1.002245782    1.003315875
   11.441441441    1.002200685    1.002241216    1.003311155
   11.456456456    1.002196179    1.002236663    1.003306442
   11.471471471    1.002191687    1.002232123    1.003301736
   11.486486486    1.002187207    1.002227596    1.003297039
   11.501501502    1.002182740    1.002223081    1.003292349
   11.516516517    1.002178286    1.002218580    1.003287666
   11.531531532    1.002173845    1.002214091    1.003282991
   11.546546547    1.002169416    1.002209615    1.003278324
   11.561561562    1.002165000    1.002205152    1.003273665
   11.576576577    1.002160597    1.002200702    1.003269012
   11.591591592    1.002156206    1.002196264    1.003264368
   11.606606607    1.002151828    1.002191839    1.003259731
   11.621621622    1.002147462    1.002187426    1.003255102
   11.636636637    1.002143109    1.002183025    1.003250480
   11.651651652    1.002138768    1.002178638    1.003245865
   11.666666667    1.002134439    1.002174262    1.003241259
   11.681681682    1.002130122    1.002169899    1.003236659
   11.696696697    1.002125818    1.002165548    1.003232067
   11.711711712    1.002121526    1.002161210    1.003227483
   11.726726727    1.002117247    1.002156883    1.003222906
   11.741741742    1.002112979    1.002152569    1.003218337
   11.756756757    1.002108724    1.002148267    1.003213775
   11.771771772    1.002104480    1.002143977    1.003209221
   11.786786787    1.002100249    1.002139699    1.003204674
   11.801801802    1.002096029    1.002135434    1.003200134
   11.816816817    1.002091822    1.002131180    1.003195602
   11.831831832    1.002087626    1.002126938    1.003191078
   11.846846847    1.002083442    1.002122708    1.003186560
   11.861861862    1.002079270    1.002118489    1.003182051
   11.876876877    1.002075109    1.002114283    1.003177548
   11.891891892    1.002070961    1.002110088    1.003173053
   11.906906907    1.002066824    1.002105905    1.003168566
   11.921921922    1.002062698    1.002101734    1.003164085
   11.936936937    1.002058585    1.002097575    1.003159612
   11.951951952    1.002054482    1.002093427    1.003155147
   11.966966967    1.002050392    1.002089290    1.003150689
   11.981981982    1.002046312    1.002085165    1.003146238
   11.996996997    1.002042245    1.002081052    1.003141795
   12.012012012    1.002038188    1.002076950    1.003137358
   12.027027027    1.002034143    1.002072859    1.003132929
   12.042042042    1.002030109    1.002068780    1.003128508
   12.057057057    1.002026087    1.002064712    1.003124094
   12.072072072    1.002022075    1.002060655    1.003119687
   12.087087087    1.002018075    1.002056610    1.003115287
   12.102102102    1.002014086    1.002052576    1.003110895
   12.117117117    1.002010109    1.002048553    1.003106510
   12.132132132    1.002006142    1.002044541    1.003102132
   12.147147147    1.002002186    1.002040540    1.003097761
   12.162162162    1.001998241    1.002036550    1.003093398
   12.177177177    1.001994307    1.002032571    1.003089041
   12.192192192    1.001990385    1.002028603    1.003084692
   12.207207207    1.001986473    1.002024647    1.003080351
   12.222222222    1.001982571    1.002020701    1.003076016
   12.237237237    1.001978681    1.002016766    1.003071689
   12.252252252    1.001974802    1.002012841    1.003067368
   12.267267267    1.001970933    1.002008928    1.003063055
   12.282282282    1.001967075    1.002005025    1.003058749
   12.297297297    1.001963227    1.002001133    1.003054451
   12.312312312    1.001959390    1.001997252    1.003050159
   12.327327327    1.001955564    1.001993381    1.003045874
   12.342342342    1.001951748    1.001989521    1.003041597
   12.357357357    1.001947943    1.001985671    1.003037327
   12.372372372    1.001944148    1.001981832    1.003033064
   12.387387387    1.001940364    1.001978004    1.003028808
   12.402402402    1.001936590    1.001974186    1.003024559
   12.417417417    1.001932827    1.001970378    1.003020317
   12.432432432    1.001929073    1.001966581    1.003016082
   12.447447447    1.001925330    1.001962794    1.003011854
   12.462462462    1.001921598    1.001959017    1.003007633
   12.477477477    1.001917875    1.001955251    1.003003420
   12.492492492    1.001914163    1.001951495    1.002999213
   12.507507508    1.001910461    1.001947749    1.002995013
   12.522522523    1.001906769    1.001944013    1.002990821
   12.537537538    1.001903087    1.001940288    1.002986635
   12.552552553    1.001899416    1.001936572    1.002982456
   12.567567568    1.001895754    1.001932867    1.002978285
   12.582582583    1.001892102    1.001929172    1.002974120
   12.597597598    1.001888460    1.001925486    1.002969962
   12.612612613    1.001884828    1.001921811    1.002965811
   12.627627628    1.001881206    1.001918145    1.002961667
   12.642642643    1.001877594    1.001914490    1.002957530
   12.657657658    1.001873992    1.001910844    1.002953400
   12.672672673    1.001870399    1.001907208    1.002949277
   12.687687688    1.001866816    1.001903582    1.002945161
   12.702702703    1.001863243    1.001899966    1.002941052
   12.717717718    1.001859680    1.001896360    1.002936949
   12.732732733    1.001856126    1.001892763    1.002932854
   12.747747748    1.001852582    1.001889176    1.002928765
   12.762762763    1.001849047    1.001885598    1.002924683
   12.777777778    1.001845522    1.001882030    1.002920608
   12.792792793    1.001842006    1.001878472    1.002916540
   12.807807808    1.001838500    1.001874923    1.002912478
   12.822822823    1.001835004    1.001871384    1.002908424
   12.837837838    1.001831517    1.001867854    1.002904376
   12.852852853    1.001828039    1.001864334    1.002900335
   12.867867868    1.001824570    1.001860823    1.002896301
   12.882882883    1.001821111    1.001857321    1.002892274
   12.897897898    1.001817661    1.001853829    1.002888253
   12.912912913    1.001814221    1.001850346    1.002884239
   12.927927928    1.001810790    1.001846873    1.002880232
   12.942942943    1.001807367    1.001843408    1.002876231
   12.957957958    1.001803955    1.001839953    1.002872238
   12.972972973    1.001800551    1.001836507    1.002868251
   12.987987988    1.001797156    1.001833070    1.002864270
   13.003003003    1.001793770    1.001829643    1.002860297
   13.018018018    1.001790394    1.001826224    1.002856330
   13.033033033    1.001787026    1.001822815    1.002852370
   13.048048048    1.001783668    1.001819414    1.002848416
   13.063063063    1.001780318    1.001816023    1.002844469
   13.078078078    1.001776978    1.001812640    1.002840529
   13.093093093    1.001773646    1.001809267    1.002836595
   13.108108108    1.001770323    1.001805902    1.002832668
   13.123123123    1.001767009    1.001802547    1.002828748
   13.138138138    1.001763704    1.001799200    1.002824834
   13.153153153    1.001760407    1.001795862    1.002820927
   13.168168168    1.001757119    1.001792533    1.002817026
   13.183183183    1.001753840    1.001789212    1.002813132
   13.198198198    1.001750570    1.001785900    1.002809245
   13.213213213    1.001747308    1.001782597    1.002805364
   13.228228228    1.001744055    1.001779303    1.002801490
   13.243243243    1.001740811    1.001776018    1.002797622
   13.258258258    1.001737575    1.001772741    1.002793760
   13.273273273    1.001734348    1.001769472    1.002789906
   13.288288288    1.001731129    1.001766212    1.002786057
   13.303303303    1.001727919    1.001762961    1.002782216
   13.318318318    1.001724717    1.001759718    1.002778380
   13.333333333    1.001721524    1.001756484    1.002774551
   13.348348348    1.001718339    1.001753258    1.002770729
   13.363363363    1.001715162    1.001750041    1.002766913
   13.378378378    1.001711994    1.001746832    1.002763104
   13.393393393    1.001708834    1.001743631    1.002759301
   13.408408408    1.001705682    1.001740439    1.002755504
   13.423423423    1.001702539    1.001737255    1.002751714
   13.438438438    1.001699404    1.001734079    1.002747930
   13.453453453    1.001696277    1.001730912    1.002744153
   13.468468468    1.001693158    1.001727753    1.002740382
   13.483483483    1.001690047    1.001724602    1.002736617
   13.498498498    1.001686945    1.001721459    1.002732859
   13.513513514    1.001683851    1.001718324    1.002729107
   13.528528529    1.001680764    1.001715198    1.002725361
   13.543543544    1.001677686    1.001712079    1.002721622
   13.558558559    1.001674616    1.001708969    1.002717889
   13.573573574    1.001671554    1.001705867    1.002714162
   13.588588589    1.001668500    1.001702773    1.002710442
   13.603603604    1.001665453    1.001699686    1.002706728
   13.618618619    1.001662415    1.001696608    1.002703020
   13.633633634    1.001659385    1.001693538    1.002699319
   13.648648649    1.001656362    1.001690475    1.002695624
   13.663663664    1.001653347    1.001687421    1.002691935
   13.678678679    1.001650340    1.001684374    1.002688252
   13.693693694    1.001647341    1.001681336    1.002684576
   13.708708709    1.001644350    1.001678305    1.002680906
   13.723723724    1.001641366    1.001675281    1.002677242
   13.738738739    1.001638390    1.001672266    1.002673584
   13.753753754    1.001635422    1.001669258    1.002669932
   13.768768769    1.001632461    1.001666258    1.002666287
   13.783783784    1.001629509    1.001663266    1.002662648
   13.798798799    1.001626563    1.001660281    1.002659015
   13.813813814    1.001623626    1.001657304    1.002655388
   13.828828829    1.001620695    1.001654335    1.002651767
   13.843843844    1.001617773    1.001651373    1.002648152
   13.858858859    1.001614858    1.001648419    1.002644544
   13.873873874    1.001611950    1.001645472    1.002640942
   13.888888889    1.001609050    1.001642533    1.002637345
   13.903903904    1.001606157    1.001639602    1.002633755
   13.918918919    1.001603272    1.001636678    1.002630171
   13.933933934    1.001600394    1.001633761    1.002626593
   13.948948949    1.001597523    1.001630851    1.002623021
   13.963963964    1.001594660    1.001627950    1.002619455
   13.978978979    1.001591804    1.001625055    1.002615895
   13.993993994    1.001588956    1.001622168    1.002612341
   14.009009009    1.001586115    1.001619288    1.002608794
   14.024024024    1.001583281    1.001616415    1.002605252
   14.039039039    1.001580454    1.001613550    1.002601716
   14.054054054    1.001577634    1.001610692    1.002598186
   14.069069069    1.001574822    1.001607841    1.002594663
   14.084084084    1.001572016    1.001604998    1.002591145
   14.099099099    1.001569218    1.001602161    1.002587633
   14.114114114    1.001566427    1.001599332    1.002584127
   14.129129129    1.001563643    1.001596510    1.002580627
   14.144144144    1.001560867    1.001593695    1.002577133
   14.159159159    1.001558097    1.001590887    1.002573645
   14.174174174    1.001555334    1.001588086    1.002570163
   14.189189189    1.001552578    1.001585292    1.002566687
   14.204204204    1.001549829    1.001582506    1.002563217
   14.219219219    1.001547087    1.001579726    1.002559752
   14.234234234    1.001544352    1.001576953    1.002556293
   14.249249249    1.001541624    1.001574187    1.002552841
   14.264264264    1.001538903    1.001571428    1.002549394
   14.279279279    1.001536189    1.001568676    1.002545953
   14.294294294    1.001533482    1.001565931    1.002542518
   14.309309309    1.001530781    1.001563193    1.002539088
   14.324324324    1.001528087    1.001560462    1.002535665
   14.339339339    1.001525400    1.001557737    1.002532247
   14.354354354    1.001522720    1.001555019    1.002528835
   14.369369369    1.001520046    1.001552308    1.002525429
   14.384384384    1.001517379    1.001549604    1.002522029
   14.399399399    1.001514719    1.001546907    1.002518634
   14.414414414    1.001512066    1.001544216    1.002515246
   14.429429429    1.001509419    1.001541532    1.002511863
   14.444444444    1.001506779    1.001538855    1.002508485
   14.459459459    1.001504145    1.001536184    1.002505114
   14.474474474    1.001501518    1.001533520    1.002501748
   14.489489489    1.001498898    1.001530863    1.002498388
   14.504504505    1.001496284    1.001528212    1.002495033
   14.519519520    1.001493676    1.001525567    1.002491685
   14.534534535    1.001491075    1.001522930    1.002488342
   14.549549550    1.001488481    1.001520298    1.002485004
   14.564564565    1.001485893    1.001517674    1.002481672
   14.579579580    1.001483312    1.001515056    1.002478346
   14.594594595    1.001480737    1.001512444    1.002475026
   14.609609610    1.001478168    1.001509838    1.002471711
   14.624624625    1.001475606    1.001507240    1.002468402
   14.639639640    1.001473050    1.001504647    1.002465098
   14.654654655    1.001470500    1.001502061    1.002461801
   14.669669670    1.001467957    1.001499481    1.002458508
   14.684684685    1.001465420    1.001496908    1.002455221
   14.699699700    1.001462889    1.001494341    1.002451940
   14.714714715    1.001460364    1.001491780    1.002448665
   14.729729730    1.001457846    1.001489226    1.002445395
   14.744744745    1.001455334    1.001486678    1.002442130
   14.759759760    1.001452828    1.001484136    1.002438871
   14.774774775    1.001450329    1.001481600    1.002435618
   14.789789790    1.001447835    1.001479071    1.002432370
   14.804804805    1.001445348    1.001476547    1.002429127
   14.819819820    1.001442867    1.001474030    1.002425890
   14.834834835    1.001440392    1.001471519    1.002422659
   14.849849850    1.001437923    1.001469014    1.002419433
   14.864864865    1.001435460    1.001466516    1.002416213
   14.879879880    1.001433003    1.001464023    1.002412998
   14.894894895    1.001430552    1.001461536    1.002409788
   14.909909910    1.001428107    1.001459056    1.002406584
   14.924924925    1.001425668    1.001456582    1.002403385
   14.939939940    1.001423235    1.001454113    1.002400192
   14.954954955    1.001420809    1.001451651    1.002397004
   14.969969970    1.001418388    1.001449194    1.002393822
   14.984984985    1.001415972    1.001446744    1.002390645
   15.000000000    1.001413563    1.001444299    1.002387473
