# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    2.327327327    1.014974967    1.015052539    1.008467512
    2.342342342    1.015024707    1.015102319    1.008474058
    2.357357357    1.015075117    1.015152770    1.008480659
    2.372372372    1.015126209    1.015203903    1.008487315
    2.387387387    1.015177993    1.015255728    1.008494026
    2.402402402    1.015230480    1.015308257    1.008500792
    2.417417417    1.015283681    1.015361499    1.008507614
    2.432432432    1.015337608    1.015415468    1.008514493
    2.447447447    1.015392272    1.015470175    1.008521428
    2.462462462    1.015447687    1.015525633    1.008528419
    2.477477477    1.015503863    1.015581852    1.008535467
    2.492492492    1.015560815    1.015638847    1.008542573
    2.507507508    1.015618554    1.015696630    1.008549737
    2.522522523    1.015677095    1.015755215    1.008556958
    2.537537538    1.015736450    1.015814614    1.008564238
    2.552552553    1.015796635    1.015874843    1.008571577
    2.567567568    1.015857662    1.015935916    1.008578974
    2.582582583    1.015919548    1.015997846    1.008586431
    2.597597598    1.015982306    1.016060650    1.008593948
    2.612612613    1.016045953    1.016124343    1.008601524
    2.627627628    1.016110504    1.016188940    1.008609161
    2.642642643    1.016175975    1.016254458    1.008616859
    2.657657658    1.016242384    1.016320913    1.008624618
    2.672672673    1.016309747    1.016388323    1.008632438
    2.687687688    1.016378081    1.016456704    1.008640320
    2.702702703    1.016447405    1.016526076    1.008648265
    2.717717718    1.016517737    1.016596456    1.008656272
    2.732732733    1.016589095    1.016667863    1.008664342
    2.747747748    1.016661501    1.016740316    1.008672475
    2.762762763    1.016734972    1.016813837    1.008680672
    2.777777778    1.016809530    1.016888444    1.008688934
    2.792792793    1.016885196    1.016964160    1.008697260
    2.807807808    1.016961992    1.017041005    1.008705651
    2.822822823    1.017039939    1.017119002    1.008714108
    2.837837838    1.017119060    1.017198174    1.008722630
    2.852852853    1.017199379    1.017278544    1.008731219
    2.867867868    1.017280920    1.017360136    1.008739874
    2.882882883    1.017363707    1.017442974    1.008748597
    2.897897898    1.017447767    1.017527086    1.008757388
    2.912912913    1.017533125    1.017612495    1.008766246
    2.927927928    1.017619807    1.017699230    1.008775173
    2.942942943    1.017707843    1.017787319    1.008784169
    2.957957958    1.017797260    1.017876789    1.008793235
    2.972972973    1.017888087    1.017967669    1.008802370
    2.987987988    1.017980356    1.018059991    1.008811576
    3.003003003    1.018074096    1.018153786    1.008820853
    3.018018018    1.018169341    1.018249084    1.008830201
    3.033033033    1.018266122    1.018345920    1.008839622
    3.048048048    1.018364474    1.018444327    1.008849115
    3.063063063    1.018464432    1.018544340    1.008858681
    3.078078078    1.018566032    1.018645996    1.008868320
    3.093093093    1.018669312    1.018749331    1.008878034
    3.108108108    1.018774309    1.018854384    1.008887822
    3.123123123    1.018881063    1.018961195    1.008897685
    3.138138138    1.018989615    1.019069804    1.008907624
    3.153153153    1.019100008    1.019180253    1.008917640
    3.168168168    1.019212284    1.019292587    1.008927732
    3.183183183    1.019326489    1.019406849    1.008937902
    3.198198198    1.019442669    1.019523087    1.008948150
    3.213213213    1.019560871    1.019641348    1.008958477
    3.228228228    1.019681146    1.019761682    1.008968882
    3.243243243    1.019803545    1.019884139    1.008979368
    3.258258258    1.019928120    1.020008774    1.008989935
    3.273273273    1.020054926    1.020135639    1.009000582
    3.288288288    1.020184020    1.020264793    1.009011311
    3.303303303    1.020315461    1.020396293    1.009022123
    3.318318318    1.020449308    1.020530201    1.009033018
    3.333333333    1.020585624    1.020666578    1.009043997
    3.348348348    1.020724476    1.020805490    1.009055061
    3.363363363    1.020865928    1.020947004    1.009066209
    3.378378378    1.021010053    1.021091190    1.009077444
    3.393393393    1.021156921    1.021238120    1.009088765
    3.408408408    1.021306608    1.021387869    1.009100174
    3.423423423    1.021459191    1.021540515    1.009111671
    3.438438438    1.021614752    1.021696138    1.009123257
    3.453453453    1.021773373    1.021854822    1.009134932
    3.468468468    1.021935141    1.022016654    1.009146698
    3.483483483    1.022100148    1.022181724    1.009158556
    3.498498498    1.022268486    1.022350126    1.009170505
    3.513513514    1.022440253    1.022521957    1.009182548
    3.528528529    1.022615551    1.022697319    1.009194684
    3.543543544    1.022794484    1.022876316    1.009206914
    3.558558559    1.022977163    1.023059060    1.009219241
    3.573573574    1.023163701    1.023245663    1.009231663
    3.588588589    1.023354218    1.023436246    1.009244183
    3.603603604    1.023548838    1.023630931    1.009256801
    3.618618619    1.023747689    1.023829847    1.009269518
    3.633633634    1.023950906    1.024033130    1.009282335
    3.648648649    1.024158629    1.024240920    1.009295254
    3.663663664    1.024371006    1.024453363    1.009308274
    3.678678679    1.024588189    1.024670612    1.009321397
    3.693693694    1.024810337    1.024892827    1.009334624
    3.708708709    1.025037619    1.025120175    1.009347956
    3.723723724    1.025270208    1.025352832    1.009361395
    3.738738739    1.025508287    1.025590978    1.009374940
    3.753753754    1.025752048    1.025834807    1.009388594
    3.768768769    1.026001691    1.026084517    1.009402357
    3.783783784    1.026257426    1.026340319    1.009416231
    3.798798799    1.026519472    1.026602433    1.009430216
    3.813813814    1.026788060    1.026871089    1.009444314
    3.828828829    1.027063433    1.027146529    1.009458526
    3.843843844    1.027345844    1.027429009    1.009472853
    3.858858859    1.027635561    1.027718794    1.009487297
    3.873873874    1.027932866    1.028016166    1.009501859
    3.888888889    1.028238052    1.028321420    1.009516540
    3.903903904    1.028551432    1.028634868    1.009531341
    3.918918919    1.028873333    1.028956837    1.009546264
    3.933933934    1.029204101    1.029287673    1.009561310
    3.948948949    1.029544100    1.029627740    1.009576480
    3.963963964    1.029893714    1.029977422    1.009591777
    3.978978979    1.030253351    1.030337127    1.009607201
    3.993993994    1.030623440    1.030707284    1.009622754
    4.009009009    1.031004436    1.031088347    1.009638437
    4.024024024    1.031396820    1.031480797    1.009654253
    4.039039039    1.031801101    1.031885146    1.009670202
    4.054054054    1.032217823    1.032301934    1.009686287
    4.069069069    1.032647557    1.032731735    1.009702508
    4.084084084    1.033090916    1.033175160    1.009718868
    4.099099099    1.033548548    1.033632857    1.009735369
    4.114114114    1.034021143    1.034105518    1.009752012
    4.129129129    1.034509439    1.034593878    1.009768799
    4.144144144    1.035014220    1.035098723    1.009785732
    4.159159159    1.035536325    1.035620892    1.009802813
    4.174174174    1.036076650    1.036161279    1.009820044
    4.189189189    1.036636153    1.036720845    1.009837427
    4.204204204    1.037215863    1.037300616    1.009854964
    4.219219219    1.037816880    1.037901693    1.009872656
    4.234234234    1.038440389    1.038525261    1.009890508
    4.249249249    1.039087660    1.039172591    1.009908519
    4.264264264    1.039760064    1.039845053    1.009926694
    4.279279279    1.040459078    1.040544122    1.009945034
    4.294294294    1.041186294    1.041271394    1.009963541
    4.309309309    1.041943438    1.042028591    1.009982219
    4.324324324    1.042732376    1.042817580    1.010001069
    4.339339339    1.043555130    1.043640384    1.010020094
    4.354354354    1.044413901    1.044499203    1.010039298
    4.369369369    1.045311080    1.045396428    1.010058682
    4.384384384    1.046249276    1.046334668    1.010078250
    4.399399399    1.047231336    1.047316770    1.010098005
    4.414414414    1.048260379    1.048345851    1.010117949
    4.429429429    1.049339819    1.049425327    1.010138086
    4.444444444    1.050473411    1.050558952    1.010158419
    4.459459459    1.051665288    1.051750859    1.010178952
    4.474474474    1.052920012    1.053005609    1.010199687
    4.489489489    1.054242627    1.054328246    1.010220629
    4.504504505    1.055638729    1.055724365    1.010241780
    4.519519520    1.057114538    1.057200187    1.010263145
    4.534534535    1.058676989    1.058762647    1.010284728
    4.549549550    1.060333837    1.060419496    1.010306533
    4.564564565    1.062093776    1.062179431    1.010328564
    4.579579580    1.063966588    1.064052232    1.010350824
    4.594594595    1.065963312    1.066048939    1.010373320
    4.609609610    1.068096453    1.068182053    1.010396055
    4.624624625    1.070380223    1.070465788    1.010419034
    4.639639640    1.072830840    1.072916361    1.010442262
    4.654654655    1.075466886    1.075552352    1.010465745
    4.669669670    1.078309737    1.078395136    1.010489488
    4.684684685    1.081384097    1.081469415    1.010513496
    4.699699700    1.084718643    1.084803867    1.010537775
    4.714714715    1.088346826    1.088431940    1.010562332
    4.729729730    1.092307862    1.092392848    1.010587172
    4.744744745    1.096647950    1.096732790    1.010612303
    4.759759760    1.101421802    1.101506473    1.010637731
    4.774774775    1.106694528    1.106779007    1.010663464
    4.789789790    1.112543983    1.112628243    1.010689509
    4.804804805    1.119063631    1.119147644    1.010715873
    4.819819820    1.126366001    1.126449732    1.010742566
    4.834834835    1.134586646    1.134670055    1.010769596
    4.849849850    1.143888293    1.143971332    1.010796972
    4.864864865    1.154464159    1.154546764    1.010824704
    4.879879880    1.166537801    1.166619877    1.010852802
    4.894894895    1.180353083    1.180434474    1.010881276
    4.909909910    1.196138850    1.196219262    1.010910137
    4.924924925    1.214011450    1.214090278    1.010939399
    4.939939940    1.233727011    1.233802931    1.010969072
    4.954954955    1.254076350    1.254146388    1.010999171
    4.969969970    1.271469634    1.271527309    1.011029709
    4.984984985    1.276959783    1.276993069    1.011060702
    5.000000000    1.251845768    1.251843562    1.011092165
    5.015015015    1.169373927    1.169364954    1.011124116
    5.030030030    1.023912154    1.023992027    1.011156572
    5.045045045    0.869247722    0.869435425    1.011189554
    5.060060060    0.770245854    0.770445306    1.011223082
    5.075075075    0.733781605    0.733946192    1.011257178
    5.090090090    0.734073782    0.734210376    1.011291868
    5.105105105    0.749717879    0.749839720    1.011327177
    5.120120120    0.769823016    0.769937839    1.011363133
    5.135135135    0.789859305    0.789970733    1.011399768
    5.150150150    0.808219862    0.808329511    1.011437115
    5.165165165    0.824504760    0.824613360    1.011475212
    5.180180180    0.838775177    0.838883077    1.011514098
    5.195195195    0.851245469    0.851352850    1.011553820
    5.210210210    0.862160609    0.862267579    1.011594425
    5.225225225    0.871750547    0.871857177    1.011635970
    5.240240240    0.880216024    0.880322368    1.011678515
    5.255255255    0.887726859    0.887832959    1.011722131
    5.270270270    0.894424759    0.894530655    1.011766895
    5.285285285    0.900427406    0.900533129    1.011812895
    5.300300300    0.905832508    0.905938088    1.011860234
    5.315315315    0.910721385    0.910826850    1.011909026
    5.330330330    0.915161976    0.915267351    1.011959406
    5.345345345    0.919211304    0.919316610    1.012011530
    5.360360360    0.922917460    0.923022718    1.012065581
    5.375375375    0.926321215    0.926426445    1.012121773
    5.390390390    0.929457308    0.929562528    1.012180359
    5.405405405    0.932355484    0.932460709    1.012241640
    5.420420420    0.935041336    0.935146583    1.012305967
    5.435435435    0.937536989    0.937642271    1.012373751
    5.450450450    0.939861653    0.939966982    1.012445457
    5.465465465    0.942032077    0.942137467    1.012521573
    5.480480480    0.944062928    0.944168391    1.012602516
    5.495495495    0.945967098    0.946072643    1.012688391
    5.510510511    0.947755956    0.947861595    1.012778372
    5.525525526    0.949439572    0.949545313    1.012869221
    5.540540541    0.951026886    0.951132740    1.012951923
    5.555555556    0.952525868    0.952631843    1.013005200
    5.570570571    0.953943640    0.954049744    1.012989026
    5.585585586    0.955286586    0.955392827    1.012861595
    5.600600601    0.956560443    0.956666830    1.012650767
    5.615615616    0.957770385    0.957876924    1.012477752
    5.630630631    0.958921083    0.959027781    1.012421405
    5.645645646    0.960016770    0.960123635    1.012461000
    5.660660661    0.961061286    0.961168324    1.012550568
    5.675675676    0.962058127    0.962165345    1.012660655
    5.690690691    0.963010479    0.963117883    1.012777775
    5.705705706    0.963921252    0.964028849    1.012896818
    5.720720721    0.964793111    0.964900907    1.013016357
    5.735735736    0.965628499    0.965736499    1.013136466
    5.750750751    0.966429659    0.966537870    1.013257805
    5.765765766    0.967198657    0.967307085    1.013381251
    5.780780781    0.967937397    0.968046047    1.013507758
    5.795795796    0.968647635    0.968756514    1.013638321
    5.810810811    0.969330998    0.969440110    1.013773972
    5.825825826    0.969988989    0.970098341    1.013915805
    5.840840841    0.970623004    0.970732602    1.014065000
    5.855855856    0.971234339    0.971344188    1.014222861
    5.870870871    0.971824198    0.971934304    1.014390854
    5.885885886    0.972393704    0.972504072    1.014570656
    5.900900901    0.972943901    0.973054538    1.014764214
    5.915915916    0.973475766    0.973586677    1.014973812
    5.930930931    0.973990210    0.974101401    1.015202156
    5.945945946    0.974488087    0.974599564    1.015452471
    5.960960961    0.974970196    0.975081964    1.015728621
    5.975975976    0.975437284    0.975549350    1.016035227
    5.990990991    0.975890056    0.976002425    1.016377782
    6.006006006    0.976329171    0.976441850    1.016762688
    6.021021021    0.976755249    0.976868244    1.017197068
    6.036036036    0.977168875    0.977282193    1.017688000
    6.051051051    0.977570600    0.977684246    1.018240316
    6.066066066    0.977960942    0.978074923    1.018850912
    6.081081081    0.978340391    0.978454714    1.019494724
    6.096096096    0.978709409    0.978824081    1.020091435
    6.111111111    0.979068433    0.979183461    1.020432569
    6.126126126    0.979417878    0.979533268    1.020056894
    6.141141141    0.979758134    0.979873894    1.018204571
    6.156156156    0.980089573    0.980205710    1.014402535
    6.171171171    0.980412547    0.980529068    1.009761453
    6.186186186    0.980727389    0.980844302    1.006378300
    6.201201201    0.981034416    0.981151730    1.004931696
    6.216216216    0.981333930    0.981451652    1.004769579
    6.231231231    0.981626218    0.981744356    1.005174253
    6.246246246    0.981911551    0.982030114    1.005745402
    6.261261261    0.982190190    0.982309187    1.006323279
    6.276276276    0.982462382    0.982581821    1.006872729
    6.291291291    0.982728362    0.982848253    1.007389030
    6.306306306    0.982988357    0.983108709    1.007864677
    6.321321321    0.983242580    0.983363403    1.008295275
    6.336336336    0.983491237    0.983612541    1.008682044
    6.351351351    0.983734524    0.983856319    1.009029270
    6.366366366    0.983972630    0.984094927    1.009342081
    6.381381381    0.984205732    0.984328543    1.009625396
    6.396396396    0.984434005    0.984557340    1.009883562
    6.411411411    0.984657612    0.984781483    1.010120288
    6.426426426    0.984876712    0.985001131    1.010338695
    6.441441441    0.985091455    0.985216436    1.010541396
    6.456456456    0.985301989    0.985427544    1.010730582
    6.471471471    0.985508453    0.985634595    1.010908095
    6.486486486    0.985710981    0.985837725    1.011075488
    6.501501502    0.985909703    0.986037062    1.011234080
    6.516516517    0.986104743    0.986232733    1.011384996
    6.531531532    0.986296221    0.986424858    1.011529201
    6.546546547    0.986484253    0.986613553    1.011667527
    6.561561562    0.986668950    0.986798930    1.011800697
    6.576576577    0.986850420    0.986981097    1.011929342
    6.591591592    0.987028766    0.987160159    1.012054017
    6.606606607    0.987204089    0.987336217    1.012175210
    6.621621622    0.987376487    0.987509368    1.012293357
    6.636636637    0.987546053    0.987679709    1.012408847
    6.651651652    0.987712878    0.987847331    1.012522033
    6.666666667    0.987877050    0.988012322    1.012633233
    6.681681682    0.988038656    0.988174771    1.012742738
    6.696696697    0.988197778    0.988334761    1.012850818
    6.711711712    0.988354498    0.988492374    1.012957725
    6.726726727    0.988508895    0.988647690    1.013063694
    6.741741742    0.988661044    0.988800788    1.013168952
    6.756756757    0.988811022    0.988951743    1.013273716
    6.771771772    0.988958901    0.989100631    1.013378199
    6.786786787    0.989104754    0.989247525    1.013482612
    6.801801802    0.989248649    0.989392497    1.013587169
    6.816816817    0.989390656    0.989535616    1.013692089
    6.831831832    0.989530843    0.989676953    1.013797601
    6.846846847    0.989669277    0.989816577    1.013903948
    6.861861862    0.989806022    0.989954555    1.014011394
    6.876876877    0.989941144    0.990090954    1.014120227
    6.891891892    0.990074707    0.990225841    1.014230773
    6.906906907    0.990206774    0.990359283    1.014343399
    6.921921922    0.990337410    0.990491346    1.014458528
    6.936936937    0.990466677    0.990622096    1.014576652
    6.951951952    0.990594638    0.990751600    1.014698343
    6.966966967    0.990721357    0.990879926    1.014824269
    6.981981982    0.990846898    0.991007139    1.014955198
    6.996996997    0.990971324    0.991133311    1.015091976
    7.012012012    0.991094700    0.991258509    1.015235447
    7.027027027    0.991217094    0.991382806    1.015386207
    7.042042042    0.991338572    0.991506274    1.015543990
    7.057057057    0.991459202    0.991628988    1.015706122
    7.072072072    0.991579057    0.991751027    1.015863878
    7.087087087    0.991698209    0.991872470    1.015994465
    7.102102102    0.991816733    0.991993402    1.016047182
    7.117117117    0.991934710    0.992113910    1.015937634
    7.132132132    0.992052221    0.992234087    1.015610641
    7.147147147    0.992169354    0.992354031    1.015185532
    7.162162162    0.992286200    0.992473846    1.014897562
    7.177177177    0.992402856    0.992593642    1.014827836
    7.192192192    0.992519428    0.992713539    1.014905767
    7.207207207    0.992636028    0.992833664    1.015051573
    7.222222222    0.992752774    0.992954158    1.015220701
    7.237237237    0.992869800    0.993075172    1.015393767
    7.252252252    0.992987247    0.993196873    1.015563566
    7.267267267    0.993105272    0.993319443    1.015728045
    7.282282282    0.993224050    0.993443086    1.015887170
    7.297297297    0.993343771    0.993568027    1.016041615
    7.312312312    0.993464651    0.993694521    1.016192238
    7.327327327    0.993586931    0.993822853    1.016339875
    7.342342342    0.993710883    0.993953345    1.016485277
    7.357357357    0.993836816    0.994086366    1.016629096
    7.372372372    0.993965085    0.994222339    1.016771890
    7.387387387    0.994096098    0.994361749    1.016914135
    7.402402402    0.994230326    0.994505163    1.017056244
    7.417417417    0.994368319    0.994653239    1.017198572
    7.432432432    0.994510724    0.994806750    1.017341435
    7.447447447    0.994658300    0.994966612    1.017485111
    7.462462462    0.994811952    0.995133909    1.017629852
    7.477477477    0.994972757    0.995309936    1.017775888
    7.492492492    0.995142004    0.995496247    1.017923435
    7.507507508    0.995321238    0.995694703    1.018072694
    7.522522523    0.995512311    0.995907535    1.018223858
    7.537537538    0.995717413    0.996137392    1.018377113
    7.552552553    0.995939082    0.996387351    1.018532643
    7.567567568    0.996180102    0.996660813    1.018690628
    7.582582583    0.996443135    0.996961099    1.018851249
    7.597597598    0.996729710    0.997290298    1.019014692
    7.612612613    0.997037615    0.997646334    1.019181142
    7.627627628    0.997354544    0.998015746    1.019350794
    7.642642643    0.997643256    0.998356790    1.019523847
    7.657657658    0.997810580    0.998563810    1.019700510
    7.672672673    0.997662616    0.998413744    1.019881003
    7.687687688    0.996924004    0.997577486    1.020065556
    7.702702703    0.995521312    0.995924262    1.020254417
    7.717717718    0.993928284    0.993942849    1.020447847
    7.732732733    0.992775633    0.992394570    1.020646128
    7.747747748    0.992269089    0.991627682    1.020849563
    7.762762763    0.992242794    0.991499165    1.021058480
    7.777777778    0.992459718    0.991711932    1.021273235
    7.792792793    0.992765879    0.992056216    1.021494215
    7.807807808    0.993088626    0.992429575    1.021721846
    7.822822823    0.993399627    0.992791004    1.021956595
    7.837837838    0.993690237    0.993127279    1.022198979
    7.852852853    0.993959715    0.993436467    1.022449570
    7.867867868    0.994210189    0.993720792    1.022709005
    7.882882883    0.994444605    0.993983733    1.022977999
    7.897897898    0.994665943    0.994228884    1.023257353
    7.912912913    0.994876948    0.994459559    1.023547975
    7.927927928    0.995080075    0.994678697    1.023850893
    7.942942943    0.995277519    0.994888881    1.024167282
    7.957957958    0.995471265    0.995092394    1.024498489
    7.972972973    0.995663152    0.995291295    1.024846070
    7.987987988    0.995854938    0.995487485    1.025211830
    8.003003003    0.996048357    0.995682775    1.025597874
    8.018018018    0.996245182    0.995878951    1.026006674
    8.033033033    0.996447289    0.996077836    1.026441149
    8.048048048    0.996656719    0.996281351    1.026904766
    8.063063063    0.996875755    0.996491588    1.027401654
    8.078078078    0.997106992    0.996710870    1.027936761
    8.093093093    0.997353412    0.996941824    1.028516008
    8.108108108    0.997618430    0.997187419    1.029146468
    8.123123123    0.997905870    0.997450950    1.029836493
    8.138138138    0.998219725    0.997735850    1.030595679
    8.153153153    0.998563407    0.998045073    1.031434385
    8.168168168    0.998937733    0.998379443    1.032362098
    8.183183183    0.999335867    0.998733503    1.033382980
    8.198198198    0.999731130    0.999085492    1.034484618
    8.213213213    1.000049252    0.999374576    1.035610635
    8.228228228    1.000114858    0.999457101    1.036597068
    8.243243243    0.999597816    0.999063741    1.037041222
    8.258258258    0.998152563    0.997917152    1.036122706
    8.273273273    0.996006879    0.996213143    1.032747949
    8.288288288    0.994155245    0.994760771    1.026904733
    8.303303303    0.993232996    0.994059540    1.021037338
    8.318318318    0.993036723    0.993926548    1.017632354
    8.333333333    0.993127491    0.993984655    1.016725183
