# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    8.348348348    0.993192215    0.993954641    1.017226018
    8.363363363    0.993140412    0.993769061    1.018304475
    8.378378378    0.993105208    0.993602835    1.019550876
    8.393393393    0.993213543    0.993617829    1.020798168
    8.408408408    0.993444730    0.993793415    1.021989034
    8.423423423    0.993728779    0.994044856    1.023111137
    8.438438438    0.994019514    0.994314679    1.024169204
    8.453453453    0.994296880    0.994576953    1.025173561
    8.468468468    0.994554652    0.994822736    1.026135593
    8.483483483    0.994792432    0.995050388    1.027066086
    8.498498498    0.995011931    0.995261024    1.027974739
    8.513513514    0.995215419    0.995456609    1.028870148
    8.528528529    0.995405141    0.995639209    1.029759949
    8.543543544    0.995583109    0.995810723    1.030651013
    8.558558559    0.995751064    0.995972809    1.031549644
    8.573573574    0.995910490    0.996126884    1.032461754
    8.588588589    0.996062643    0.996274149    1.033393028
    8.603603604    0.996208589    0.996415624    1.034349070
    8.618618619    0.996349238    0.996552177    1.035335537
    8.633633634    0.996485367    0.996684551    1.036358279
    8.648648649    0.996617649    0.996813385    1.037423463
    8.663663664    0.996746670    0.996939236    1.038537718
    8.678678679    0.996872943    0.997062592    1.039708284
    8.693693694    0.996996921    0.997183884    1.040943172
    8.708708709    0.997119010    0.997303497    1.042251347
    8.723723724    0.997239574    0.997421776    1.043642909
    8.738738739    0.997358945    0.997539039    1.045129258
    8.753753754    0.997477429    0.997655574    1.046723161
    8.768768769    0.997595308    0.997771652    1.048438521
    8.783783784    0.997712847    0.997887525    1.050289375
    8.798798799    0.997830297    0.998003433    1.052287133
    8.813813814    0.997947897    0.998119608    1.054434845
    8.828828829    0.998065879    0.998236270    1.056721363
    8.843843844    0.998184469    0.998353640    1.059137391
    8.858858859    0.998303890    0.998471932    1.061740797
    8.873873874    0.998424363    0.998591361    1.064669253
    8.888888889    0.998546110    0.998712145    1.067992613
    8.903903904    0.998669357    0.998834504    1.071623525
    8.918918919    0.998794334    0.998958664    1.075341648
    8.933933934    0.998921278    0.999084856    1.078905864
    8.948948949    0.999050433    0.999213324    1.082476618
    8.963963964    0.999182057    0.999344321    1.086859307
    8.978978979    0.999316418    0.999478114    1.092636637
    8.993993994    0.999453802    0.999614985    1.099500885
    9.009009009    0.999594510    0.999755236    1.106369149
    9.024024024    0.999738867    0.999899190    1.110969350
    9.039039039    0.999887219    1.000047193    1.108523349
    9.054054054    1.000039942    1.000199620    1.090825258
    9.069069069    1.000197441    1.000356878    1.051297315
    9.084084084    1.000360157    1.000519411    0.999428672
    9.099099099    1.000528575    1.000687703    0.958862422
    9.114114114    1.000703222    1.000862288    0.940156972
    9.129129129    1.000884683    1.001043752    0.937180261
    9.144144144    1.001073603    1.001232746    0.941641255
    9.159159159    1.001270696    1.001429991    0.948694054
    9.174174174    1.001476760    1.001636293    0.956185378
    9.189189189    1.001692687    1.001852554    0.963298879
    9.204204204    1.001919478    1.002079786    0.969789831
    9.219219219    1.002158259    1.002319133    0.975639409
    9.234234234    1.002410310    1.002571888    0.980909656
    9.249249249    1.002677080    1.002839524    0.985684896
    9.264264264    1.002960227    1.003123726    0.990049237
    9.279279279    1.003261652    1.003426423    0.994078924
    9.294294294    1.003583543    1.003749845    0.997840704
    9.309309309    1.003928436    1.004096573    1.001392477
    9.324324324    1.004299280    1.004469613    1.004784717
    9.339339339    1.004699523    1.004872483    1.008062032
    9.354354354    1.005133221    1.005309324    1.011264660
    9.369369369    1.005605165    1.005785035    1.014429821
    9.384384384    1.006121047    1.006305439    1.017592960
    9.399399399    1.006687662    1.006877491    1.020788902
    9.414414414    1.007313156    1.007509537    1.024052971
    9.429429429    1.008007324    1.008211616    1.027422134
    9.444444444    1.008781959    1.008995816    1.030936214
    9.459459459    1.009651217    1.009876636    1.034639232
    9.474474474    1.010631933    1.010871281    1.038580930
    9.489489489    1.011743662    1.011999643    1.042818506
    9.504504505    1.013007947    1.013283387    1.047418566
    9.519519520    1.014445586    1.014742775    1.052459155
    9.534534535    1.016068957    1.016387908    1.058031487
    9.549549550    1.017862386    1.018196489    1.064240314
    9.564564565    1.019733996    1.020059535    1.071200345
    9.579579580    1.021402281    1.021654500    1.079022499
    9.594594595    1.022152784    1.022179139    1.087775109
    9.609609610    1.020451274    1.019962310    1.097384457
    9.624624625    1.013945848    1.012635303    1.107390598
    9.639639640    1.001676701    0.999763179    1.116371570
    9.654654655    0.987797707    0.986184555    1.120705007
    9.669669670    0.978389313    0.977591694    1.112581342
    9.684684685    0.974690542    0.974511933    1.079921513
    9.699699700    0.974534277    0.974650571    1.017488741
    9.714714715    0.975912686    0.976128467    0.946217209
    9.729729730    0.977767321    0.977994107    0.897601647
    9.744744745    0.979649873    0.979852885    0.878483347
    9.759759760    0.981397973    0.981565461    0.877813921
    9.774774775    0.982968481    0.983097774    0.885186268
    9.789789790    0.984364318    0.984455957    0.895088978
    9.804804805    0.985604132    0.985659467    0.905185960
    9.819819820    0.986710174    0.986730420    0.914634269
    9.834834835    0.987703736    0.987689618    0.923215441
    9.849849850    0.988603692    0.988555337    0.930953980
    9.864864865    0.989426285    0.989343192    0.937959344
    9.879879880    0.990185369    0.990066405    0.944362984
    9.894894895    0.990892789    0.990736184    0.950294740
    9.909909910    0.991558778    0.991362104    0.955874914
    9.924924925    0.992192317    0.991952442    0.961211370
    9.939939940    0.992801460    0.992514482    0.966395380
    9.954954955    0.993393612    0.993054764    0.971489319
    9.969969970    0.993975793    0.993579307    0.976492988
    9.984984985    0.994554868    0.994093812    0.981259213
   10.000000000    0.995137777    0.994603841    0.985297193
   10.015015015    0.995731759    0.995114994    0.987376771
   10.030030030    0.996344557    0.995633072    0.985049613
   10.045045045    0.996984597    0.996164230    0.975357503
   10.060060060    0.997661053    0.996715076    0.959110279
   10.075075075    0.998383615    0.997292648    0.943814541
   10.090090090    0.999161502    0.997904055    0.935691244
   10.105105105    1.000000637    0.998555294    0.934096104
   10.120120120    1.000896338    0.999248047    0.935948817
   10.135135135    1.001815450    0.999971678    0.939099434
   10.150150150    1.002655222    1.000684478    0.942522864
   10.165165165    1.003162035    1.001275233    0.945811215
   10.180180180    1.002840233    1.001513104    0.948830469
   10.195195195    1.001125346    1.001099823    0.951557326
   10.210210210    0.998262228    1.000064825    0.954009495
   10.225225225    0.995741662    0.999083527    0.956217197
   10.240240240    0.994586939    0.998692386    0.958211983
   10.255255255    0.994339767    0.998572387    0.960022710
   10.270270270    0.993861329    0.997838718    0.961674428
   10.285285285    0.991997872    0.995530975    0.963188401
   10.300300300    0.988444995    0.991623108    0.964582521
   10.315315315    0.984684335    0.987814510    0.965871813
   10.330330330    0.982472890    0.985704531    0.967068920
   10.345345345    0.981945233    0.985227113    0.968184517
   10.360360360    0.982374700    0.985634789    0.969227664
   10.375375375    0.983177553    0.986383045    0.970206088
   10.390390390    0.984062556    0.987208782    0.971126419
   10.405405405    0.984912037    0.988007078    0.971994374
   10.420420420    0.985687183    0.988743712    0.972814911
   10.435435435    0.986381251    0.989413094    0.973592352
   10.450450450    0.986999356    0.990020249    0.974330481
   10.465465465    0.987550206    0.990573462    0.975032632
   10.480480480    0.988042866    0.991081411    0.975701751
   10.495495495    0.988485598    0.991552152    0.976340453
   10.510510511    0.988885552    0.991992860    0.976951069
   10.525525526    0.989248775    0.992409865    0.977535688
   10.540540541    0.989580337    0.992808794    0.978096184
   10.555555556    0.989884476    0.993194742    0.978634244
   10.570570571    0.990164744    0.993572447    0.979151396
   10.585585586    0.990424129    0.993946453    0.979649026
   10.600600601    0.990665153    0.994321275    0.980128390
   10.615615616    0.990889960    0.994701557    0.980590639
   10.630630631    0.991100384    0.995092237    0.981036822
   10.645645646    0.991298003    0.995498703    0.981467901
   10.660660661    0.991484181    0.995926940    0.981884759
   10.675675676    0.991660110    0.996383614    0.982288210
   10.690690691    0.991826834    0.996875979    0.982679005
   10.705705706    0.991985271    0.997411345    0.983057838
   10.720720721    0.992136222    0.997995421    0.983425351
   10.735735736    0.992280365    0.998627962    0.983782141
   10.750750751    0.992418204    0.999291946    0.984128762
   10.765765766    0.992549938    0.999927627    0.984465729
   10.780780781    0.992675140    1.000374401    0.984793525
   10.795795796    0.992792158    1.000263668    0.985112599
   10.810810811    0.992897672    0.998937296    0.985423371
   10.825825826    0.992988781    0.995819419    0.985726235
   10.840840841    0.993069630    0.991591542    0.986021560
   10.855855856    0.993151396    0.988190524    0.986309694
   10.870870871    0.993239737    0.986582275    0.986590963
   10.885885886    0.993332204    0.986305290    0.986865674
   10.900900901    0.993424946    0.986666836    0.987134116
   10.915915916    0.993515656    0.987252366    0.987396563
   10.930930931    0.993603578    0.987875741    0.987653273
   10.945945946    0.993688961    0.988465800    0.987904491
   10.960960961    0.993772148    0.989000667    0.988150447
   10.975975976    0.993853181    0.989477887    0.988391362
   10.990990991    0.993932031    0.989902006    0.988627443
   11.006006006    0.994008739    0.990279560    0.988858887
   11.021021021    0.994083400    0.990617114    0.989085884
   11.036036036    0.994156132    0.990920567    0.989308610
   11.051051051    0.994227054    0.991194986    0.989527238
   11.066066066    0.994296284    0.991444631    0.989741928
   11.081081081    0.994363928    0.991673045    0.989952836
   11.096096096    0.994430087    0.991883135    0.990160110
   11.111111111    0.994494850    0.992077201    0.990363891
   11.126126126    0.994558298    0.992256841    0.990564315
   11.141141141    0.994620491    0.992422655    0.990761511
   11.156156156    0.994681469    0.992573716    0.990955603
   11.171171171    0.994741246    0.992707733    0.991146710
   11.186186186    0.994799872    0.992824659    0.991334946
   11.201201201    0.994857514    0.992932060    0.991520422
   11.216216216    0.994914372    0.993039547    0.991703243
   11.231231231    0.994970526    0.993149153    0.991883510
   11.246246246    0.995025978    0.993258135    0.992061321
   11.261261261    0.995080736    0.993364086    0.992236771
   11.276276276    0.995134826    0.993465951    0.992409951
   11.291291291    0.995188290    0.993563512    0.992580948
   11.306306306    0.995241171    0.993656923    0.992749847
   11.321321321    0.995293517    0.993746447    0.992916731
   11.336336336    0.995345375    0.993832364    0.993081679
   11.351351351    0.995396792    0.993914943    0.993244767
   11.366366366    0.995447813    0.993994440    0.993406072
   11.381381381    0.995498486    0.994071087    0.993565664
   11.396396396    0.995548856    0.994145094    0.993723614
   11.411411411    0.995598970    0.994216653    0.993879991
   11.426426426    0.995648874    0.994285935    0.994034862
   11.441441441    0.995698616    0.994353095    0.994188291
   11.456456456    0.995748244    0.994418274    0.994340341
   11.471471471    0.995797808    0.994481599    0.994491075
   11.486486486    0.995847358    0.994543187    0.994640551
   11.501501502    0.995896947    0.994603146    0.994788830
   11.516516517    0.995946630    0.994661573    0.994935969
   11.531531532    0.995996464    0.994718559    0.995082025
   11.546546547    0.996046508    0.994774187    0.995227052
   11.561561562    0.996096826    0.994828535    0.995371106
   11.576576577    0.996147483    0.994881674    0.995514239
   11.591591592    0.996198550    0.994933672    0.995656505
   11.606606607    0.996250104    0.994984591    0.995797954
   11.621621622    0.996302225    0.995034490    0.995938639
   11.636636637    0.996354999    0.995083423    0.996078608
   11.651651652    0.996408521    0.995131442    0.996217913
   11.666666667    0.996462894    0.995178596    0.996356602
   11.681681682    0.996518228    0.995224932    0.996494725
   11.696696697    0.996574645    0.995270492    0.996632330
   11.711711712    0.996632279    0.995315318    0.996769465
   11.726726727    0.996691278    0.995359451    0.996906179
   11.741741742    0.996751804    0.995402927    0.997042518
   11.756756757    0.996814040    0.995445783    0.997178531
   11.771771772    0.996878189    0.995488055    0.997314263
   11.786786787    0.996944478    0.995529774    0.997449764
   11.801801802    0.997013164    0.995570975    0.997585080
   11.816816817    0.997084536    0.995611688    0.997720258
   11.831831832    0.997158923    0.995651944    0.997855347
   11.846846847    0.997236703    0.995691773    0.997990394
   11.861861862    0.997318306    0.995731204    0.998125448
   11.876876877    0.997404229    0.995770267    0.998260557
   11.891891892    0.997495047    0.995808989    0.998395772
   11.906906907    0.997591432    0.995847398    0.998531140
   11.921921922    0.997694167    0.995885523    0.998666715
   11.936936937    0.997804176    0.995923392    0.998802545
   11.951951952    0.997922551    0.995961033    0.998938685
   11.966966967    0.998050590    0.995998475    0.999075187
   11.981981982    0.998189845    0.996035745    0.999212106
   11.996996997    0.998342177    0.996072875    0.999349498
   12.012012012    0.998509828    0.996109892    0.999487422
   12.027027027    0.998695493    0.996146829    0.999625937
   12.042042042    0.998902404    0.996183718    0.999765105
   12.057057057    0.999134392    0.996220591    0.999904990
   12.072072072    0.999395867    0.996257483    1.000045660
   12.087087087    0.999691593    0.996294431    1.000187183
   12.102102102    1.000025914    0.996331472    1.000329630
   12.117117117    1.000400656    0.996368644    1.000473064
   12.132132132    1.000809823    0.996405984    1.000617538
   12.147147147    1.001226677    0.996443524    1.000763058
   12.162162162    1.001573736    0.996481277    1.000909526
   12.177177177    1.001660924    0.996519213    1.001056603
   12.192192192    1.001101115    0.996557225    1.001203534
   12.207207207    0.999378080    0.996595158    1.001349284
   12.222222222    0.996485148    0.996633068    1.001493918
   12.237237237    0.993574732    0.996671492    1.001639977
   12.252252252    0.991820416    0.996710982    1.001790054
   12.267267267    0.991239325    0.996751623    1.001944270
   12.282282282    0.991317021    0.996793290    1.002101610
   12.297297297    0.991661240    0.996835917    1.002261325
   12.312312312    0.992078229    0.996879530    1.002423094
   12.327327327    0.992488745    0.996924214    1.002586844
   12.342342342    0.992865316    0.996970088    1.002752618
   12.357357357    0.993201672    0.997017298    1.002920507
   12.372372372    0.993499563    0.997066008    1.003090625
   12.387387387    0.993763339    0.997116409    1.003263096
   12.402402402    0.993997803    0.997168717    1.003438050
   12.417417417    0.994207421    0.997223176    1.003615621
   12.432432432    0.994396087    0.997280070    1.003795948
   12.447447447    0.994567106    0.997339723    1.003979176
   12.462462462    0.994723254    0.997402511    1.004165454
   12.477477477    0.994866861    0.997468874    1.004354938
   12.492492492    0.994999888    0.997539326    1.004547790
   12.507507508    0.995124001    0.997614472    1.004744181
   12.522522523    0.995240631    0.997695031    1.004944289
   12.537537538    0.995351022    0.997781856    1.005148301
   12.552552553    0.995456275    0.997875971    1.005356415
   12.567567568    0.995557385    0.997978602    1.005568837
   12.582582583    0.995655270    0.998091229    1.005785788
   12.597597598    0.995750800    0.998215629    1.006007499
   12.612612613    0.995844824    0.998353928    1.006234215
   12.627627628    0.995938189    0.998508630    1.006466197
   12.642642643    0.996031766    0.998682580    1.006703721
   12.657657658    0.996126459    0.998878749    1.006947080
   12.672672673    0.996223198    0.999099575    1.007196588
   12.687687688    0.996322892    0.999345232    1.007452578
   12.702702703    0.996426250    0.999609287    1.007715406
   12.717717718    0.996533337    0.999868266    1.007985454
   12.732732733    0.996642508    1.000057971    1.008263129
   12.747747748    0.996748304    1.000028002    1.008548867
   12.762762763    0.996839257    0.999497294    1.008843131
   12.777777778    0.996902808    0.998176784    1.009146403
   12.792792793    0.996946326    0.996271110    1.009459172
   12.807807808    0.997000301    0.994627450    1.009781884
   12.822822823    0.997067647    0.993781084    1.010114832
   12.837837838    0.997090916    0.993578222    1.010457932
   12.852852853    0.996956864    0.993697833    1.010810463
   12.867867868    0.996539341    0.993935184    1.011171498
   12.882882883    0.995871361    0.994196381    1.011542374
   12.897897898    0.995251765    0.994446314    1.011928255
   12.912912913    0.994920604    0.994674486    1.012333523
   12.927927928    0.994847332    0.994878849    1.012758774
   12.942942943    0.994909704    0.995060484    1.013203382
   12.957957958    0.995023536    0.995221773    1.013667369
   12.972972973    0.995148860    0.995365426    1.014151500
   12.987987988    0.995269779    0.995494010    1.014657013
   13.003003003    0.995381051    0.995609780    1.015185440
   13.018018018    0.995481737    0.995714650    1.015738537
   13.033033033    0.995572490    0.995810224    1.016318263
   13.048048048    0.995654446    0.995897835    1.016926791
   13.063063063    0.995728794    0.995978595    1.017566527
   13.078078078    0.995796617    0.996053434    1.018240139
   13.093093093    0.995858851    0.996123129    1.018950596
   13.108108108    0.995916287    0.996188336    1.019701210
   13.123123123    0.995969585    0.996249610    1.020495689
   13.138138138    0.996019298    0.996307425    1.021338196
   13.153153153    0.996065885    0.996362187    1.022233423
   13.168168168    0.996109732    0.996414243    1.023186674
   13.183183183    0.996151164    0.996463898    1.024203972
   13.198198198    0.996190457    0.996511413    1.025292177
   13.213213213    0.996227845    0.996557020    1.026459139
   13.228228228    0.996263528    0.996600921    1.027713875
   13.243243243    0.996297679    0.996643296    1.029066790
   13.258258258    0.996330447    0.996684306    1.030529942
   13.273273273    0.996361963    0.996724093    1.032117379
   13.288288288    0.996392340    0.996762786    1.033845537
   13.303303303    0.996421678    0.996800502    1.035733754
   13.318318318    0.996450066    0.996837346    1.037804890
   13.333333333    0.996477583    0.996873416    1.040086109
   13.348348348    0.996504299    0.996908802    1.042609847
   13.363363363    0.996530277    0.996943587    1.045414997
   13.378378378    0.996555573    0.996977848    1.048548350
   13.393393393    0.996580240    0.997011659    1.052066282
   13.408408408    0.996604322    0.997045090    1.056036579
   13.423423423    0.996627865    0.997078205    1.060540094
   13.438438438    0.996650906    0.997111070    1.065671344
   13.453453453    0.996673481    0.997143747    1.071535906
   13.468468468    0.996695625    0.997176295    1.078239426
   13.483483483    0.996717369    0.997208777    1.085855834
   13.498498498    0.996738742    0.997241251    1.094345099
   13.513513514    0.996759772    0.997273778    1.103350172
   13.528528529    0.996780485    0.997306420    1.111714142
   13.543543544    0.996800907    0.997339239    1.116417337
   13.558558559    0.996821061    0.997372301    1.110728658
   13.573573574    0.996840971    0.997405672    1.083356096
   13.588588589    0.996860661    0.997439424    1.026633745
   13.603603604    0.996880152    0.997473632    0.956069089
   13.618618619    0.996899468    0.997508376    0.903331566
   13.633633634    0.996918631    0.997543742    0.879827006
   13.648648649    0.996937663    0.997579822    0.876238807
   13.663663664    0.996956589    0.997616718    0.881770928
   13.678678679    0.996975432    0.997654539    0.890351049
   13.693693694    0.996994217    0.997693407    0.899324634
   13.708708709    0.997012972    0.997733457    0.907697466
   13.723723724    0.997031723    0.997774837    0.915178676
   13.738738739    0.997050503    0.997817716    0.921753105
   13.753753754    0.997069342    0.997862281    0.927502621
   13.768768769    0.997088279    0.997908746    0.932534119
   13.783783784    0.997107351    0.997957353    0.936951978
   13.798798799    0.997126603    0.998008380    0.940848798
   13.813813814    0.997146086    0.998062145    0.944303474
   13.828828829    0.997165856    0.998119016    0.947382041
   13.843843844    0.997185977    0.998179423    0.950139384
   13.858858859    0.997206524    0.998243865    0.952621058
   13.873873874    0.997227583    0.998312931    0.954864944
   13.888888889    0.997249256    0.998387318    0.956902651
   13.903903904    0.997271662    0.998467851    0.958760666
   13.918918919    0.997294943    0.998555519    0.960461300
   13.933933934    0.997319266    0.998651506    0.962023433
   13.948948949    0.997344835    0.998757236    0.963463128
   13.963963964    0.997371892    0.998874424    0.964794121
   13.978978979    0.997400726    0.999005124    0.966028211
   13.993993994    0.997431679    0.999151768    0.967175584
   14.009009009    0.997465148    0.999317159    0.968245073
   14.024024024    0.997501561    0.999504317    0.969244371
   14.039039039    0.997541314    0.999715990    0.970180205
   14.054054054    0.997584599    0.999953308    0.971058481
   14.069069069    0.997630944    1.000212390    0.971884403
   14.084084084    0.997678128    1.000476078    0.972662573
   14.099099099    0.997719617    1.000694768    0.973397078
   14.114114114    0.997739233    1.000746954    0.974091551
   14.129129129    0.997703545    1.000385826    0.974749242
   14.144144144    0.997566156    0.999284694    0.975373059
   14.159159159    0.997321327    0.997446053    0.975965613
   14.174174174    0.997067008    0.995606338    0.976529258
   14.189189189    0.996912536    0.994503382    0.977066117
   14.204204204    0.996864984    0.994141248    0.977578114
   14.219219219    0.996878929    0.994193372    0.978066991
   14.234234234    0.996918169    0.994412610    0.978534335
   14.249249249    0.996964542    0.994677226    0.978981591
   14.264264264    0.997010559    0.994937508    0.979410078
   14.279279279    0.997053592    0.995176266    0.979821004
   14.294294294    0.997093020    0.995389616    0.980215474
   14.309309309    0.997128980    0.995578704    0.980594504
   14.324324324    0.997161862    0.995746301    0.980959029
   14.339339339    0.997192103    0.995895458    0.981309911
   14.354354354    0.997220116    0.996029012    0.981647943
   14.369369369    0.997246260    0.996149437    0.981973861
   14.384384384    0.997270845    0.996258835    0.982288344
   14.399399399    0.997294137    0.996358974    0.982592023
   14.414414414    0.997316359    0.996451343    0.982885484
   14.429429429    0.997337706    0.996537199    0.983169270
   14.444444444    0.997358350    0.996617617    0.983443889
   14.459459459    0.997378442    0.996693523    0.983709811
   14.474474474    0.997398123    0.996765731    0.983967479
   14.489489489    0.997417524    0.996834967    0.984217303
   14.504504505    0.997436775    0.996901897    0.984459669
   14.519519520    0.997456005    0.996967143    0.984694937
   14.534534535    0.997475348    0.997031306    0.984923446
   14.549549550    0.997494948    0.997094981    0.985145512
   14.564564565    0.997514958    0.997158775    0.985361435
   14.579579580    0.997535548    0.997223322    0.985571493
   14.594594595    0.997556892    0.997289296    0.985775951
   14.609609610    0.997579159    0.997357405    0.985975057
   14.624624625    0.997602454    0.997428366    0.986169046
   14.639639640    0.997626689    0.997502794    0.986358140
   14.654654655    0.997651255    0.997580912    0.986542547
   14.669669670    0.997674281    0.997661847    0.986722464
   14.684684685    0.997691203    0.997742225    0.986898080
   14.699699700    0.997693370    0.997814547    0.987069570
   14.714714715    0.997671889    0.997869936    0.987237103
   14.729729730    0.997633146    0.997911803    0.987400839
   14.744744745    0.997602737    0.997959260    0.987560929
   14.759759760    0.997594682    0.998012111    0.987717516
   14.774774775    0.997598163    0.998023602    0.987870736
   14.789789790    0.997591464    0.997900277    0.988020721
   14.804804805    0.997553669    0.997537692    0.988167593
   14.819819820    0.997484546    0.996966453    0.988311472
   14.834834835    0.997418522    0.996439244    0.988452468
   14.849849850    0.997386472    0.996155553    0.988590690
   14.864864865    0.997386148    0.996087881    0.988726241
   14.879879880    0.997402631    0.996133515    0.988859217
   14.894894895    0.997425308    0.996222150    0.988989713
   14.909909910    0.997449108    0.996320473    0.989117819
   14.924924925    0.997472034    0.996415244    0.989243620
   14.939939940    0.997493451    0.996502095    0.989367198
   14.954954955    0.997513274    0.996580238    0.989488633
   14.969969970    0.997531618    0.996650214    0.989608000
   14.984984985    0.997548651    0.996712964    0.989725371
   15.000000000    0.997564549    0.996769473    0.989840817
