# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    8.288288288    0.007579614    0.006369149    0.023655789
    8.303303303    0.006241280    0.005341368    0.021869545
    8.318318318    0.005095778    0.004498986    0.017815693
    8.333333333    0.004341916    0.003997104    0.013733719
    8.348348348    0.003869689    0.003719020    0.010556968
    8.363363363    0.003444092    0.003415931    0.008297495
    8.378378378    0.002924617    0.002941574    0.006725567
    8.393393393    0.002381742    0.002395765    0.005627510
    8.408408408    0.001921016    0.001919240    0.004851073
    8.423423423    0.001569803    0.001554997    0.004295273
    8.438438438    0.001310542    0.001288047    0.003894061
    8.453453453    0.001118536    0.001092448    0.003603927
    8.468468468    0.000974007    0.000946882    0.003395788
    8.483483483    0.000863085    0.000836379    0.003249888
    8.498498498    0.000776351    0.000750835    0.003152613
    8.513513514    0.000707392    0.000683432    0.003094483
    8.528528529    0.000651773    0.000629505    0.003068868
    8.543543544    0.000606366    0.000585798    0.003071160
    8.558558559    0.000568922    0.000549993    0.003098225
    8.573573574    0.000537793    0.000520405    0.003148051
    8.588588589    0.000511748    0.000495791    0.003219507
    8.603603604    0.000489856    0.000475216    0.003312201
    8.618618619    0.000471401    0.000457965    0.003426396
    8.633633634    0.000455825    0.000443489    0.003562972
    8.648648649    0.000442691    0.000431357    0.003723441
    8.663663664    0.000431649    0.000421229    0.003909994
    8.678678679    0.000422424    0.000412835    0.004125606
    8.693693694    0.000414789    0.000405958    0.004374197
    8.708708709    0.000408565    0.000400426    0.004660871
    8.723723724    0.000403604    0.000396097    0.004992277
    8.738738739    0.000399787    0.000392858    0.005377140
    8.753753754    0.000397017    0.000390618    0.005827044
    8.768768769    0.000395217    0.000389304    0.006357567
    8.783783784    0.000394324    0.000388859    0.006989780
    8.798798799    0.000394290    0.000389238    0.007751586
    8.813813814    0.000395078    0.000390406    0.008676276
    8.828828829    0.000396661    0.000392341    0.009790839
    8.843843844    0.000399020    0.000395027    0.011090004
    8.858858859    0.000402147    0.000398458    0.012546582
    8.873873874    0.000406039    0.000402634    0.014227697
    8.888888889    0.000410702    0.000407562    0.016343941
    8.903903904    0.000416148    0.000413258    0.019127010
    8.918918919    0.000422397    0.000419742    0.022708843
    8.933933934    0.000429474    0.000427043    0.026967805
    8.948948949    0.000437415    0.000435196    0.031532902
    8.963963964    0.000446261    0.000444245    0.036513005
    8.978978979    0.000456060    0.000454242    0.043044673
    8.993993994    0.000466872    0.000465246    0.052685037
    9.009009009    0.000478765    0.000477328    0.067079150
    9.024024024    0.000491818    0.000490568    0.088076322
    9.039039039    0.000506122    0.000505059    0.116982304
    9.054054054    0.000521782    0.000520908    0.151088432
    9.069069069    0.000538916    0.000538238    0.177645290
    9.084084084    0.000557664    0.000557189    0.178326953
    9.099099099    0.000578183    0.000577921    0.152473663
    9.114114114    0.000600655    0.000600621    0.118090045
    9.129129129    0.000625290    0.000625501    0.088450495
    9.144144144    0.000652328    0.000652808    0.066565129
    9.159159159    0.000682050    0.000682827    0.051145849
    9.174174174    0.000714782    0.000715890    0.040314257
    9.189189189    0.000750902    0.000752384    0.032601374
    9.204204204    0.000790855    0.000792763    0.027007242
    9.219219219    0.000835164    0.000837561    0.022875203
    9.234234234    0.000884447    0.000887411    0.019774371
    9.249249249    0.000939438    0.000943063    0.017418465
    9.264264264    0.001001016    0.001005419    0.015614079
    9.279279279    0.001070237    0.001075562    0.014228349
    9.294294294    0.001148382    0.001154805    0.013168678
    9.309309309    0.001237013    0.001244754    0.012369895
    9.324324324    0.001338049    0.001347384    0.011786006
    9.339339339    0.001453873    0.001465151    0.011384837
    9.354354354    0.001587465    0.001601127    0.011144555
    9.369369369    0.001742593    0.001759208    0.011051423
    9.384384384    0.001924072    0.001944375    0.011098434
    9.399399399    0.002138127    0.002163083    0.011284586
    9.414414414    0.002392910    0.002423799    0.011614701
    9.429429429    0.002699247    0.002737790    0.012099731
    9.444444444    0.003071732    0.003120281    0.012757620
    9.459459459    0.003530370    0.003592188    0.013614800
    9.474474474    0.004103071    0.004182769    0.014708575
    9.489489489    0.004829528    0.004933747    0.016090734
    9.504504505    0.005767322    0.005905818    0.017832998
    9.519519520    0.007001680    0.007189052    0.020035289
    9.534534535    0.008661024    0.008919463    0.022838398
    9.549549550    0.010941113    0.011304503    0.026443710
    9.564564565    0.014138683    0.014657629    0.031144358
    9.579579580    0.018681441    0.019424495    0.037374977
    9.594594595    0.025080080    0.026110368    0.045791134
    9.609609610    0.033538433    0.034805789    0.057392698
    9.624624625    0.042721875    0.043825182    0.073696368
    9.639639640    0.048370337    0.048577298    0.096892002
    9.654654655    0.046237335    0.045366888    0.129609460
    9.669669670    0.038083257    0.036796049    0.172961211
    9.684684685    0.028959636    0.027812704    0.220286304
    9.699699700    0.021560719    0.020696872    0.249882817
    9.714714715    0.016205106    0.015583031    0.239595091
    9.729729730    0.012441295    0.011990504    0.197936838
    9.744744745    0.009784479    0.009448562    0.150938674
    9.759759760    0.007877159    0.007617364    0.112733594
    9.774774775    0.006479874    0.006270545    0.085089827
    9.789789790    0.005435712    0.005259799    0.065709922
    9.804804805    0.004641363    0.004487281    0.052096347
    9.819819820    0.004027787    0.003887403    0.042405771
    9.834834835    0.003548004    0.003415369    0.035407877
    9.849849850    0.003169471    0.003040009    0.030303888
    9.864864865    0.002869279    0.002739260    0.026578332
    9.879879880    0.002631101    0.002497281    0.023901276
    9.894894895    0.002443213    0.002302571    0.022068763
    9.909909910    0.002297210    0.002146740    0.020969121
    9.924924925    0.002187153    0.002023683    0.020567430
    9.939939940    0.002109023    0.001929034    0.020904638
    9.954954955    0.002060385    0.001859809    0.022111090
    9.969969970    0.002040209    0.001814187    0.024435861
    9.984984985    0.002048830    0.001791403    0.028288340
   10.000000000    0.002088049    0.001791736    0.034256642
   10.015015015    0.002161393    0.001816604    0.042942049
   10.030030030    0.002274595    0.001868786    0.054125796
   10.045045045    0.002436378    0.001952817    0.064758373
   10.060060060    0.002659740    0.002075640    0.068353112
   10.075075075    0.002963994    0.002247663    0.061632432
   10.090090090    0.003378053    0.002484446    0.049502561
   10.105105105    0.003945616    0.002809381    0.037897516
   10.120120120    0.004732996    0.003257780    0.028953563
   10.135135135    0.005839040    0.003882328    0.022529223
   10.150150150    0.007399595    0.004757036    0.017960862
   10.165165165    0.009552230    0.005965324    0.014667193
   10.180180180    0.012261261    0.007527162    0.012239657
   10.195195195    0.014917821    0.009210612    0.010407498
   10.210210210    0.016300995    0.010452187    0.008992770
   10.225225225    0.015982148    0.010985549    0.007877240
   10.240240240    0.015144161    0.011408529    0.006980916
   10.255255255    0.015068167    0.012483920    0.006248549
   10.270270270    0.016149638    0.014424749    0.005641182
   10.285285285    0.017797322    0.016553298    0.005130793
   10.300300300    0.018415986    0.017258420    0.004696849
   10.315315315    0.016751006    0.015557012    0.004324036
   10.330330330    0.013580662    0.012497015    0.004000753
   10.345345345    0.010412510    0.009543107    0.003718079
   10.360360360    0.007917750    0.007259562    0.003469062
   10.375375375    0.006109768    0.005622603    0.003248216
   10.390390390    0.004820453    0.004465464    0.003051161
   10.405405405    0.003891083    0.003639226    0.002874364
   10.420420420    0.003207519    0.003038595    0.002714949
   10.435435435    0.002693394    0.002593663    0.002570549
   10.450450450    0.002298263    0.002258511    0.002439204
   10.465465465    0.001988500    0.002002730    0.002319277
   10.480480480    0.001741297    0.001805888    0.002209390
   10.495495495    0.001540865    0.001654061    0.002108376
   10.510510511    0.001376051    0.001537664    0.002015241
   10.525525526    0.001238822    0.001450089    0.001929132
   10.540540541    0.001123285    0.001386843    0.001849315
   10.555555556    0.001025046    0.001345018    0.001775152
   10.570570571    0.000940777    0.001322959    0.001706091
   10.585585586    0.000867925    0.001320099    0.001641645
   10.600600601    0.000804507    0.001336911    0.001581391
   10.615615616    0.000748967    0.001374978    0.001524952
   10.630630631    0.000700074    0.001437188    0.001471997
   10.645645646    0.000656851    0.001528103    0.001422231
   10.660660661    0.000618522    0.001654568    0.001375392
   10.675675676    0.000584477    0.001826681    0.001331245
   10.690690691    0.000554250    0.002059364    0.001289580
   10.705705706    0.000527508    0.002374866    0.001250206
   10.720720721    0.000504059    0.002806793    0.001212955
   10.735735736    0.000483868    0.003406465    0.001177671
   10.750750751    0.000467106    0.004252257    0.001144215
   10.765765766    0.000454194    0.005460207    0.001112461
   10.780780781    0.000445794    0.007182479    0.001082293
   10.795795796    0.000442415    0.009539060    0.001053606
   10.810810811    0.000442869    0.012344240    0.001026304
   10.825825826    0.000441459    0.014607008    0.001000298
   10.840840841    0.000429503    0.014802322    0.000975509
   10.855855856    0.000405961    0.012758228    0.000951862
   10.870870871    0.000378947    0.009923895    0.000929289
   10.885885886    0.000354862    0.007443179    0.000907726
   10.900900901    0.000335199    0.005598596    0.000887117
   10.915915916    0.000319131    0.004293026    0.000867407
   10.930930931    0.000305333    0.003371277    0.000848547
   10.945945946    0.000292942    0.002710293    0.000830491
   10.960960961    0.000281786    0.002226109    0.000813195
   10.975975976    0.000271846    0.001863543    0.000796621
   10.990990991    0.000262983    0.001586312    0.000780732
   11.006006006    0.000255011    0.001370245    0.000765492
   11.021021021    0.000247772    0.001198962    0.000750871
   11.036036036    0.000241143    0.001061154    0.000736837
   11.051051051    0.000235035    0.000948885    0.000723364
   11.066066066    0.000229383    0.000856513    0.000710425
   11.081081081    0.000224137    0.000780007    0.000697996
   11.096096096    0.000219260    0.000716521    0.000686054
   11.111111111    0.000214728    0.000664132    0.000674577
   11.126126126    0.000210523    0.000621669    0.000663545
   11.141141141    0.000206635    0.000588477    0.000652940
   11.156156156    0.000203048    0.000563682    0.000642743
   11.171171171    0.000199711    0.000544189    0.000632939
   11.186186186    0.000196507    0.000522709    0.000623510
   11.201201201    0.000193329    0.000492686    0.000614444
   11.216216216    0.000190218    0.000456855    0.000605725
   11.231231231    0.000187282    0.000422317    0.000597341
   11.246246246    0.000184572    0.000392492    0.000589280
   11.261261261    0.000182087    0.000367459    0.000581529
   11.276276276    0.000179811    0.000346284    0.000574078
   11.291291291    0.000177728    0.000328045    0.000566918
   11.306306306    0.000175825    0.000312068    0.000560037
   11.321321321    0.000174094    0.000297889    0.000553427
   11.336336336    0.000172529    0.000285177    0.000547079
   11.351351351    0.000171126    0.000273681    0.000540985
   11.366366366    0.000169882    0.000263211    0.000535138
   11.381381381    0.000168796    0.000253622    0.000529530
   11.396396396    0.000167867    0.000244797    0.000524155
   11.411411411    0.000167098    0.000236642    0.000519006
   11.426426426    0.000166488    0.000229082    0.000514077
   11.441441441    0.000166041    0.000222053    0.000509362
   11.456456456    0.000165760    0.000215501    0.000504856
   11.471471471    0.000165650    0.000209380    0.000500555
   11.486486486    0.000165716    0.000203651    0.000496453
   11.501501502    0.000165965    0.000198279    0.000492546
   11.516516517    0.000166404    0.000193234    0.000488831
   11.531531532    0.000167042    0.000188490    0.000485302
   11.546546547    0.000167891    0.000184023    0.000481958
   11.561561562    0.000168961    0.000179813    0.000478794
   11.576576577    0.000170267    0.000175842    0.000475807
   11.591591592    0.000171824    0.000172092    0.000472995
   11.606606607    0.000173651    0.000168549    0.000470355
   11.621621622    0.000175768    0.000165200    0.000467886
   11.636636637    0.000178200    0.000162033    0.000465584
   11.651651652    0.000180972    0.000159037    0.000463447
   11.666666667    0.000184115    0.000156202    0.000461474
   11.681681682    0.000187666    0.000153519    0.000459664
   11.696696697    0.000191666    0.000150982    0.000458014
   11.711711712    0.000196160    0.000148582    0.000456525
   11.726726727    0.000201203    0.000146313    0.000455197
   11.741741742    0.000206859    0.000144170    0.000454027
   11.756756757    0.000213200    0.000142148    0.000453016
   11.771771772    0.000220313    0.000140241    0.000452164
   11.786786787    0.000228297    0.000138445    0.000451471
   11.801801802    0.000237271    0.000136758    0.000450936
   11.816816817    0.000247375    0.000135176    0.000450562
   11.831831832    0.000258777    0.000133696    0.000450347
   11.846846847    0.000271676    0.000132316    0.000450294
   11.861861862    0.000286313    0.000131035    0.000450404
   11.876876877    0.000302982    0.000129850    0.000450678
   11.891891892    0.000322040    0.000128761    0.000451118
   11.906906907    0.000343929    0.000127767    0.000451728
   11.921921922    0.000369197    0.000126868    0.000452509
   11.936936937    0.000398533    0.000126065    0.000453465
   11.951951952    0.000432809    0.000125358    0.000454600
   11.966966967    0.000473144    0.000124747    0.000455919
   11.981981982    0.000520988    0.000124237    0.000457428
   11.996996997    0.000578245    0.000123827    0.000459133
   12.012012012    0.000647457    0.000123523    0.000461043
   12.027027027    0.000732058    0.000123327    0.000463168
   12.042042042    0.000836779    0.000123246    0.000465524
   12.057057057    0.000968248    0.000123285    0.000468126
   12.072072072    0.001135932    0.000123453    0.000471001
   12.087087087    0.001353633    0.000123761    0.000474182
   12.102102102    0.001641870    0.000124223    0.000477719
   12.117117117    0.002031666    0.000124859    0.000481681
   12.132132132    0.002570356    0.000125696    0.000486178
   12.147147147    0.003329268    0.000126773    0.000491367
   12.162162162    0.004408731    0.000128140    0.000497469
   12.177177177    0.005917822    0.000129855    0.000504724
   12.192192192    0.007856323    0.000131930    0.000513140
   12.207207207    0.009798208    0.000134207    0.000521813
   12.222222222    0.010695540    0.000136274    0.000528508
   12.237237237    0.009836345    0.000137860    0.000531711
   12.252252252    0.007905545    0.000139270    0.000532896
   12.267267267    0.005959964    0.000140961    0.000534337
   12.282282282    0.004440333    0.000143144    0.000536985
   12.297297297    0.003352416    0.000145857    0.000540865
   12.312312312    0.002587745    0.000149097    0.000545756
   12.327327327    0.002045379    0.000152871    0.000551457
   12.342342342    0.001653349    0.000157204    0.000557826
   12.357357357    0.001363865    0.000162144    0.000564775
   12.372372372    0.001145612    0.000167754    0.000572255
   12.387387387    0.000977894    0.000174120    0.000580236
   12.402402402    0.000846806    0.000181343    0.000588707
   12.417417417    0.000742821    0.000189554    0.000597667
   12.432432432    0.000659287    0.000198908    0.000607122
   12.447447447    0.000591472    0.000209597    0.000617084
   12.462462462    0.000535953    0.000221858    0.000627568
   12.477477477    0.000490221    0.000235983    0.000638594
   12.492492492    0.000452415    0.000252338    0.000650184
   12.507507508    0.000421146    0.000271382    0.000662366
   12.522522523    0.000395373    0.000293702    0.000675167
   12.537537538    0.000374324    0.000320049    0.000688619
   12.552552553    0.000357437    0.000351406    0.000702756
   12.567567568    0.000344325    0.000389066    0.000717617
   12.582582583    0.000334757    0.000434761    0.000733242
   12.597597598    0.000328646    0.000490847    0.000749676
   12.612612613    0.000326056    0.000560585    0.000766970
   12.627627628    0.000327223    0.000648568    0.000785175
   12.642642643    0.000332598    0.000761399    0.000804352
   12.657657658    0.000342912    0.000908759    0.000824566
   12.672672673    0.000359299    0.001105122    0.000845889
   12.687687688    0.000383470    0.001372456    0.000868401
   12.702702703    0.000417993    0.001744264    0.000892195
   12.717717718    0.000466659    0.002270431    0.000917374
   12.732732733    0.000534755    0.003018056    0.000944062
   12.747747748    0.000628359    0.004047351    0.000972402
   12.762762763    0.000750174    0.005305094    0.001002574
   12.777777778    0.000890522    0.006402159    0.001034804
   12.792792793    0.001030193    0.006644725    0.001069387
   12.807807808    0.001178021    0.005833115    0.001106714
   12.822822823    0.001385532    0.004571239    0.001147287
   12.837837838    0.001702550    0.003426181    0.001191622
   12.852852853    0.002127130    0.002565508    0.001239767
   12.867867868    0.002534149    0.001955987    0.001290159
   12.882882883    0.002662748    0.001526072    0.001339341
   12.897897898    0.002387560    0.001217279    0.001385808
   12.912912913    0.001906365    0.000990832    0.001432685
   12.927927928    0.001450727    0.000821754    0.001483601
   12.942942943    0.001101698    0.000693249    0.001540063
   12.957957958    0.000852312    0.000593818    0.001602362
   12.972972973    0.000675994    0.000515556    0.001670551
   12.987987988    0.000549731    0.000452988    0.001744783
   13.003003003    0.000457398    0.000402257    0.001825372
   13.018018018    0.000388324    0.000360605    0.001912778
   13.033033033    0.000335501    0.000326023    0.002007596
   13.048048048    0.000294276    0.000297021    0.002110546
   13.063063063    0.000261506    0.000272481    0.002222482
   13.078078078    0.000235023    0.000251550    0.002344403
   13.093093093    0.000213303    0.000233570    0.002477468
   13.108108108    0.000195251    0.000218024    0.002623024
   13.123123123    0.000180069    0.000204506    0.002782637
   13.138138138    0.000167163    0.000192691    0.002958134
   13.153153153    0.000156088    0.000182319    0.003151655
   13.168168168    0.000146499    0.000173177    0.003365712
   13.183183183    0.000138133    0.000165090    0.003603274
   13.198198198    0.000130781    0.000157918    0.003867868
   13.213213213    0.000124278    0.000151540    0.004163705
   13.228228228    0.000118493    0.000145859    0.004495844
   13.243243243    0.000113319    0.000140792    0.004870409
   13.258258258    0.000108669    0.000136269    0.005294860
   13.273273273    0.000104470    0.000132232    0.005778361
   13.288288288    0.000100665    0.000128631    0.006332258
   13.303303303    0.000097203    0.000125424    0.006970732
   13.318318318    0.000094044    0.000122575    0.007711679
   13.333333333    0.000091151    0.000120054    0.008577926
   13.348348348    0.000088497    0.000117836    0.009598924
   13.363363363    0.000086056    0.000115898    0.010813158
   13.378378378    0.000083806    0.000114222    0.012271601
   13.393393393    0.000081728    0.000112794    0.014042790
   13.408408408    0.000079807    0.000111600    0.016220379
   13.423423423    0.000078030    0.000110632    0.018934608
   13.438438438    0.000076384    0.000109881    0.022370041
   13.453453453    0.000074860    0.000109343    0.026793453
   13.468468468    0.000073448    0.000109013    0.032598262
   13.483483483    0.000072141    0.000108890    0.040375526
   13.498498498    0.000070933    0.000108974    0.051025071
   13.513513514    0.000069818    0.000109269    0.065915348
   13.528528529    0.000068792    0.000109778    0.087049454
   13.543543544    0.000067851    0.000110507    0.116958236
   13.558558559    0.000066992    0.000111466    0.157251259
   13.573573574    0.000066214    0.000112664    0.203408929
   13.588588589    0.000065513    0.000114116    0.236883716
   13.603603604    0.000064891    0.000115838    0.233901636
   13.618618619    0.000064347    0.000117849    0.196940992
   13.633633634    0.000063881    0.000120173    0.150867613
   13.648648649    0.000063495    0.000122837    0.112022919
   13.663663664    0.000063192    0.000125873    0.083527931
   13.678678679    0.000062975    0.000129319    0.063439439
   13.693693694    0.000062849    0.000133220    0.049265007
   13.708708709    0.000062820    0.000137630    0.039098675
   13.723723724    0.000062894    0.000142609    0.031650653
   13.738738739    0.000063080    0.000148232    0.026074235
   13.753753754    0.000063391    0.000154587    0.021812518
   13.768768769    0.000063839    0.000161779    0.018493904
   13.783783784    0.000064440    0.000169933    0.015865693
   13.798798799    0.000065216    0.000179203    0.013752554
   13.813813814    0.000066191    0.000189774    0.012030419
   13.828828829    0.000067395    0.000201871    0.010609837
   13.843843844    0.000068867    0.000215775    0.009425192
   13.858858859    0.000070654    0.000231834    0.008427571
   13.873873874    0.000072817    0.000250485    0.007579972
   13.888888889    0.000075432    0.000272281    0.006854023
   13.903903904    0.000078596    0.000297933    0.006227696
   13.918918919    0.000082437    0.000328363    0.005683696
   13.933933934    0.000087122    0.000364780    0.005208296
   13.948948949    0.000092873    0.000408800    0.004790497
   13.963963964    0.000099992    0.000462608    0.004421405
   13.978978979    0.000108892    0.000529210    0.004093773
   13.993993994    0.000120154    0.000612823    0.003801642
   14.009009009    0.000134606    0.000719470    0.003540084
   14.024024024    0.000153454    0.000857935    0.003304995
   14.039039039    0.000178487    0.001041276    0.003092931
   14.054054054    0.000212410    0.001289244    0.002900991
   14.069069069    0.000259351    0.001631970    0.002726715
   14.084084084    0.000325537    0.002114846    0.002568006
   14.099099099    0.000419792    0.002801635    0.002423069
   14.114114114    0.000551977    0.003761303    0.002290359
   14.129129129    0.000723247    0.004992154    0.002168541
   14.144144144    0.000898757    0.006220026    0.002056459
   14.159159159    0.000987066    0.006778205    0.001953104
   14.174174174    0.000918768    0.006223089    0.001857595
   14.189189189    0.000748703    0.004996503    0.001769158
   14.204204204    0.000573084    0.003765756    0.001687115
   14.219219219    0.000434668    0.002805984    0.001610864
   14.234234234    0.000335292    0.002119258    0.001539874
   14.249249249    0.000265420    0.001636659    0.001473672
   14.264264264    0.000215895    0.001294392    0.001411840
   14.279279279    0.000180140    0.001047035    0.001354001
   14.294294294    0.000153776    0.000864435    0.001299820
   14.309309309    0.000133939    0.000726834    0.001248995
   14.324324324    0.000118735    0.000621177    0.001201256
   14.339339339    0.000106897    0.000538688    0.001156359
   14.354354354    0.000097558    0.000473359    0.001114084
   14.369369369    0.000090117    0.000420992    0.001074230
   14.384384384    0.000084148    0.000378604    0.001036619
   14.399399399    0.000079346    0.000344040    0.001001084
   14.414414414    0.000075494    0.000315722    0.000967477
   14.429429429    0.000072431    0.000292483    0.000935662
   14.444444444    0.000070047    0.000273457    0.000905515
   14.459459459    0.000068264    0.000257999    0.000876922
   14.474474474    0.000067035    0.000245636    0.000849778
   14.489489489    0.000066338    0.000236035    0.000823989
   14.504504505    0.000066177    0.000228975    0.000799467
   14.519519520    0.000066581    0.000224342    0.000776130
   14.534534535    0.000067612    0.000222119    0.000753906
   14.549549550    0.000069371    0.000222397    0.000732724
   14.564564565    0.000072011    0.000225393    0.000712523
   14.579579580    0.000075764    0.000231476    0.000693243
   14.594594595    0.000080973    0.000241224    0.000674830
   14.609609610    0.000088153    0.000255509    0.000657234
   14.624624625    0.000098082    0.000275627    0.000640409
   14.639639640    0.000111938    0.000303505    0.000624311
   14.654654655    0.000131468    0.000341973    0.000608901
   14.669669670    0.000159040    0.000395006    0.000594140
   14.684684685    0.000196925    0.000467382    0.000579993
   14.699699700    0.000244013    0.000562130    0.000566429
   14.714714715    0.000288994    0.000674608    0.000553417
   14.729729730    0.000311681    0.000793605    0.000540929
   14.744744745    0.000308241    0.000926447    0.000528938
   14.759759760    0.000300551    0.001111471    0.000517419
   14.774774775    0.000309219    0.001387153    0.000506350
   14.789789790    0.000338684    0.001750677    0.000495708
   14.804804805    0.000373876    0.002095919    0.000485473
   14.819819820    0.000381468    0.002203760    0.000475625
   14.834834835    0.000342426    0.001972024    0.000466148
   14.849849850    0.000278282    0.001569097    0.000457024
   14.864864865    0.000217551    0.001188639    0.000448237
   14.879879880    0.000170722    0.000897664    0.000439772
   14.894894895    0.000136987    0.000689994    0.000431615
   14.909909910    0.000112920    0.000543328    0.000423753
   14.924924925    0.000095515    0.000438425    0.000416174
   14.939939940    0.000082656    0.000361817    0.000408865
   14.954954955    0.000072935    0.000304596    0.000401815
   14.969969970    0.000065422    0.000260915    0.000395015
   14.984984985    0.000059495    0.000226889    0.000388453
   15.000000000    0.000054734    0.000199898    0.000382121
