#       Energy(Ry)            Total                 X                  Y                   Z
      0.32000000E-01      0.68742842E-04      0.33546028E-04      0.13943335E-04      0.21253479E-04
      0.33000000E-01      0.71219983E-04      0.34751614E-04      0.14444436E-04      0.22023933E-04
      0.34000000E-01      0.73719425E-04      0.35967838E-04      0.14949959E-04      0.22801627E-04
      0.35000000E-01      0.76241399E-04      0.37194811E-04      0.15459949E-04      0.23586639E-04
      0.36000000E-01      0.78786141E-04      0.38432639E-04      0.15974453E-04      0.24379049E-04
      0.37000000E-01      0.81353888E-04      0.39681436E-04      0.16493514E-04      0.25178937E-04
      0.38000000E-01      0.83944879E-04      0.40941312E-04      0.17017182E-04      0.25986385E-04
      0.39000000E-01      0.86559358E-04      0.42212381E-04      0.17545501E-04      0.26801476E-04
      0.40000000E-01      0.89197571E-04      0.43494758E-04      0.18078521E-04      0.27624292E-04
      0.41000000E-01      0.91859769E-04      0.44788559E-04      0.18616290E-04      0.28454919E-04
      0.42000000E-01      0.94546202E-04      0.46093902E-04      0.19158856E-04      0.29293443E-04
      0.43000000E-01      0.97257128E-04      0.47410907E-04      0.19706270E-04      0.30139951E-04
      0.44000000E-01      0.99992805E-04      0.48739693E-04      0.20258580E-04      0.30994531E-04
      0.45000000E-01      0.10275350E-03      0.50080384E-04      0.20815839E-04      0.31857273E-04
      0.46000000E-01      0.10553946E-03      0.51433101E-04      0.21378097E-04      0.32728266E-04
      0.47000000E-01      0.10835098E-03      0.52797972E-04      0.21945407E-04      0.33607603E-04
      0.48000000E-01      0.11118832E-03      0.54175122E-04      0.22517820E-04      0.34495376E-04
      0.49000000E-01      0.11405175E-03      0.55564681E-04      0.23095391E-04      0.35391680E-04
      0.50000000E-01      0.11694156E-03      0.56966777E-04      0.23678174E-04      0.36296611E-04
      0.51000000E-01      0.11985803E-03      0.58381542E-04      0.24266223E-04      0.37210264E-04
      0.52000000E-01      0.12280144E-03      0.59809110E-04      0.24859593E-04      0.38132739E-04
      0.53000000E-01      0.12577209E-03      0.61249615E-04      0.25458341E-04      0.39064133E-04
      0.54000000E-01      0.12877027E-03      0.62703195E-04      0.26062524E-04      0.40004549E-04
      0.55000000E-01      0.13179627E-03      0.64169987E-04      0.26672198E-04      0.40954088E-04
      0.56000000E-01      0.13485041E-03      0.65650132E-04      0.27287423E-04      0.41912854E-04
      0.57000000E-01      0.13793298E-03      0.67143771E-04      0.27908256E-04      0.42880951E-04
      0.58000000E-01      0.14104429E-03      0.68651048E-04      0.28534759E-04      0.43858485E-04
      0.59000000E-01      0.14418466E-03      0.70172108E-04      0.29166991E-04      0.44845565E-04
      0.60000000E-01      0.14735441E-03      0.71707100E-04      0.29805013E-04      0.45842300E-04
      0.61000000E-01      0.15055386E-03      0.73256171E-04      0.30448888E-04      0.46848800E-04
      0.62000000E-01      0.15378333E-03      0.74819474E-04      0.31098679E-04      0.47865178E-04
      0.63000000E-01      0.15704316E-03      0.76397162E-04      0.31754448E-04      0.48891547E-04
      0.64000000E-01      0.16033367E-03      0.77989389E-04      0.32416261E-04      0.49928022E-04
      0.65000000E-01      0.16365522E-03      0.79596313E-04      0.33084183E-04      0.50974722E-04
      0.66000000E-01      0.16700814E-03      0.81218092E-04      0.33758281E-04      0.52031763E-04
      0.67000000E-01      0.17039278E-03      0.82854889E-04      0.34438620E-04      0.53099267E-04
      0.68000000E-01      0.17380949E-03      0.84506865E-04      0.35125269E-04      0.54177356E-04
      0.69000000E-01      0.17725864E-03      0.86174188E-04      0.35818296E-04      0.55266152E-04
      0.70000000E-01      0.18074058E-03      0.87857024E-04      0.36517773E-04      0.56365782E-04
      0.71000000E-01      0.18425568E-03      0.89555543E-04      0.37223768E-04      0.57476372E-04
      0.72000000E-01      0.18780432E-03      0.91269917E-04      0.37936353E-04      0.58598052E-04
      0.73000000E-01      0.19138687E-03      0.93000321E-04      0.38655602E-04      0.59730952E-04
      0.74000000E-01      0.19500372E-03      0.94746931E-04      0.39381586E-04      0.60875204E-04
      0.75000000E-01      0.19865525E-03      0.96509926E-04      0.40114382E-04      0.62030944E-04
      0.76000000E-01      0.20234186E-03      0.98289488E-04      0.40854063E-04      0.63198307E-04
      0.77000000E-01      0.20606394E-03      0.10008580E-03      0.41600708E-04      0.64377432E-04
      0.78000000E-01      0.20982190E-03      0.10189905E-03      0.42354391E-04      0.65568460E-04
      0.79000000E-01      0.21361615E-03      0.10372942E-03      0.43115194E-04      0.66771531E-04
      0.80000000E-01      0.21744709E-03      0.10557711E-03      0.43883193E-04      0.67986792E-04
      0.81000000E-01      0.22131517E-03      0.10744231E-03      0.44658472E-04      0.69214388E-04
      0.82000000E-01      0.22522079E-03      0.10932521E-03      0.45441110E-04      0.70454469E-04
      0.83000000E-01      0.22916440E-03      0.11122602E-03      0.46231191E-04      0.71707183E-04
      0.84000000E-01      0.23314643E-03      0.11314494E-03      0.47028798E-04      0.72972686E-04
      0.85000000E-01      0.23716732E-03      0.11508217E-03      0.47834017E-04      0.74251131E-04
      0.86000000E-01      0.24122753E-03      0.11703792E-03      0.48646934E-04      0.75542677E-04
      0.87000000E-01      0.24532751E-03      0.11901240E-03      0.49467635E-04      0.76847482E-04
      0.88000000E-01      0.24946774E-03      0.12100582E-03      0.50296210E-04      0.78165710E-04
      0.89000000E-01      0.25364866E-03      0.12301839E-03      0.51132748E-04      0.79497524E-04
      0.90000000E-01      0.25787078E-03      0.12505034E-03      0.51977341E-04      0.80843092E-04
      0.91000000E-01      0.26213456E-03      0.12710190E-03      0.52830080E-04      0.82202582E-04
      0.92000000E-01      0.26644050E-03      0.12917327E-03      0.53691058E-04      0.83576168E-04
      0.93000000E-01      0.27078909E-03      0.13126470E-03      0.54560371E-04      0.84964022E-04
      0.94000000E-01      0.27518084E-03      0.13337640E-03      0.55438115E-04      0.86366323E-04
      0.95000000E-01      0.27961626E-03      0.13550863E-03      0.56324388E-04      0.87783250E-04
      0.96000000E-01      0.28409588E-03      0.13766161E-03      0.57219287E-04      0.89214985E-04
      0.97000000E-01      0.28862021E-03      0.13983558E-03      0.58122913E-04      0.90661713E-04
      0.98000000E-01      0.29318978E-03      0.14203079E-03      0.59035367E-04      0.92123623E-04
      0.99000000E-01      0.29780515E-03      0.14424749E-03      0.59956754E-04      0.93600906E-04
      0.10000000E+00      0.30246687E-03      0.14648593E-03      0.60887176E-04      0.95093754E-04
      0.10100000E+00      0.30717547E-03      0.14874637E-03      0.61826741E-04      0.96602366E-04
      0.10200000E+00      0.31193155E-03      0.15102905E-03      0.62775555E-04      0.98126939E-04
      0.10300000E+00      0.31673565E-03      0.15333425E-03      0.63733727E-04      0.99667678E-04
      0.10400000E+00      0.32158838E-03      0.15566223E-03      0.64701368E-04      0.10122479E-03
      0.10500000E+00      0.32649032E-03      0.15801325E-03      0.65678589E-04      0.10279848E-03
      0.10600000E+00      0.33144207E-03      0.16038760E-03      0.66665506E-04      0.10438896E-03
      0.10700000E+00      0.33644423E-03      0.16278555E-03      0.67662232E-04      0.10599645E-03
      0.10800000E+00      0.34149743E-03      0.16520738E-03      0.68668885E-04      0.10762116E-03
      0.10900000E+00      0.34660229E-03      0.16765338E-03      0.69685583E-04      0.10926332E-03
      0.11000000E+00      0.35175944E-03      0.17012384E-03      0.70712447E-04      0.11092316E-03
      0.11100000E+00      0.35696954E-03      0.17261904E-03      0.71749598E-04      0.11260090E-03
      0.11200000E+00      0.36223323E-03      0.17513929E-03      0.72797162E-04      0.11429678E-03
      0.11300000E+00      0.36755118E-03      0.17768489E-03      0.73855262E-04      0.11601103E-03
      0.11400000E+00      0.37292407E-03      0.18025615E-03      0.74924028E-04      0.11774389E-03
      0.11500000E+00      0.37835258E-03      0.18285337E-03      0.76003587E-04      0.11949561E-03
      0.11600000E+00      0.38383740E-03      0.18547688E-03      0.77094072E-04      0.12126644E-03
      0.11700000E+00      0.38937924E-03      0.18812700E-03      0.78195616E-04      0.12305662E-03
      0.11800000E+00      0.39497881E-03      0.19080404E-03      0.79308353E-04      0.12486642E-03
      0.11900000E+00      0.40063685E-03      0.19350834E-03      0.80432421E-04      0.12669609E-03
      0.12000000E+00      0.40635409E-03      0.19624024E-03      0.81567959E-04      0.12854589E-03
      0.12100000E+00      0.41213128E-03      0.19900006E-03      0.82715108E-04      0.13041610E-03
      0.12200000E+00      0.41796918E-03      0.20178817E-03      0.83874012E-04      0.13230699E-03
      0.12300000E+00      0.42386856E-03      0.20460491E-03      0.85044817E-04      0.13421883E-03
      0.12400000E+00      0.42983021E-03      0.20745063E-03      0.86227669E-04      0.13615191E-03
      0.12500000E+00      0.43585493E-03      0.21032569E-03      0.87422718E-04      0.13810652E-03
      0.12600000E+00      0.44194352E-03      0.21323047E-03      0.88630118E-04      0.14008294E-03
      0.12700000E+00      0.44809681E-03      0.21616532E-03      0.89850022E-04      0.14208146E-03
      0.12800000E+00      0.45431563E-03      0.21913064E-03      0.91082586E-04      0.14410240E-03
      0.12900000E+00      0.46060082E-03      0.22212680E-03      0.92327972E-04      0.14614605E-03
      0.13000000E+00      0.46695326E-03      0.22515419E-03      0.93586339E-04      0.14821273E-03
      0.13100000E+00      0.47337381E-03      0.22821320E-03      0.94857852E-04      0.15030276E-03
      0.13200000E+00      0.47986336E-03      0.23130424E-03      0.96142677E-04      0.15241644E-03
      0.13300000E+00      0.48642281E-03      0.23442771E-03      0.97440984E-04      0.15455412E-03
      0.13400000E+00      0.49305309E-03      0.23758403E-03      0.98752945E-04      0.15671611E-03
      0.13500000E+00      0.49975512E-03      0.24077362E-03      0.10007873E-03      0.15890277E-03
      0.13600000E+00      0.50652985E-03      0.24399690E-03      0.10141853E-03      0.16111442E-03
      0.13700000E+00      0.51337823E-03      0.24725430E-03      0.10277250E-03      0.16335143E-03
      0.13800000E+00      0.52030126E-03      0.25054626E-03      0.10414085E-03      0.16561414E-03
      0.13900000E+00      0.52729991E-03      0.25387324E-03      0.10552375E-03      0.16790292E-03
      0.14000000E+00      0.53437520E-03      0.25723568E-03      0.10692139E-03      0.17021813E-03
      0.14100000E+00      0.54152815E-03      0.26063404E-03      0.10833396E-03      0.17256015E-03
      0.14200000E+00      0.54875981E-03      0.26406880E-03      0.10976166E-03      0.17492935E-03
      0.14300000E+00      0.55607123E-03      0.26754042E-03      0.11120468E-03      0.17732613E-03
      0.14400000E+00      0.56346349E-03      0.27104939E-03      0.11266323E-03      0.17975087E-03
      0.14500000E+00      0.57093768E-03      0.27459619E-03      0.11413751E-03      0.18220398E-03
      0.14600000E+00      0.57849492E-03      0.27818134E-03      0.11562772E-03      0.18468585E-03
      0.14700000E+00      0.58613633E-03      0.28180533E-03      0.11713409E-03      0.18719691E-03
      0.14800000E+00      0.59386306E-03      0.28546868E-03      0.11865681E-03      0.18973758E-03
      0.14900000E+00      0.60167629E-03      0.28917190E-03      0.12019610E-03      0.19230828E-03
      0.15000000E+00      0.60957719E-03      0.29291554E-03      0.12175220E-03      0.19490946E-03
      0.15100000E+00      0.61756698E-03      0.29670013E-03      0.12332532E-03      0.19754154E-03
      0.15200000E+00      0.62564689E-03      0.30052621E-03      0.12491568E-03      0.20020499E-03
      0.15300000E+00      0.63381815E-03      0.30439435E-03      0.12652353E-03      0.20290027E-03
      0.15400000E+00      0.64208204E-03      0.30830511E-03      0.12814910E-03      0.20562783E-03
      0.15500000E+00      0.65043986E-03      0.31225907E-03      0.12979262E-03      0.20838817E-03
      0.15600000E+00      0.65889290E-03      0.31625681E-03      0.13145434E-03      0.21118176E-03
      0.15700000E+00      0.66744252E-03      0.32029892E-03      0.13313451E-03      0.21400909E-03
      0.15800000E+00      0.67609006E-03      0.32438602E-03      0.13483337E-03      0.21687067E-03
      0.15900000E+00      0.68483691E-03      0.32851871E-03      0.13655119E-03      0.21976701E-03
      0.16000000E+00      0.69368447E-03      0.33269762E-03      0.13828822E-03      0.22269863E-03
      0.16100000E+00      0.70263417E-03      0.33692338E-03      0.14004472E-03      0.22566606E-03
      0.16200000E+00      0.71168746E-03      0.34119664E-03      0.14182097E-03      0.22866984E-03
      0.16300000E+00      0.72084583E-03      0.34551806E-03      0.14361724E-03      0.23171052E-03
      0.16400000E+00      0.73011077E-03      0.34988831E-03      0.14543381E-03      0.23478866E-03
      0.16500000E+00      0.73948383E-03      0.35430805E-03      0.14727095E-03      0.23790483E-03
      0.16600000E+00      0.74896655E-03      0.35877799E-03      0.14912895E-03      0.24105961E-03
      0.16700000E+00      0.75856052E-03      0.36329882E-03      0.15100811E-03      0.24425359E-03
      0.16800000E+00      0.76826736E-03      0.36787126E-03      0.15290873E-03      0.24748738E-03
      0.16900000E+00      0.77808871E-03      0.37249603E-03      0.15483109E-03      0.25076158E-03
      0.17000000E+00      0.78802624E-03      0.37717388E-03      0.15677552E-03      0.25407683E-03
      0.17100000E+00      0.79808164E-03      0.38190555E-03      0.15874233E-03      0.25743376E-03
      0.17200000E+00      0.80825666E-03      0.38669181E-03      0.16073182E-03      0.26083302E-03
      0.17300000E+00      0.81855305E-03      0.39153344E-03      0.16274433E-03      0.26427528E-03
      0.17400000E+00      0.82897260E-03      0.39643122E-03      0.16478019E-03      0.26776120E-03
      0.17500000E+00      0.83951715E-03      0.40138596E-03      0.16683972E-03      0.27129148E-03
      0.17600000E+00      0.85018856E-03      0.40639848E-03      0.16892327E-03      0.27486681E-03
      0.17700000E+00      0.86098871E-03      0.41146962E-03      0.17103118E-03      0.27848791E-03
      0.17800000E+00      0.87191954E-03      0.41660021E-03      0.17316381E-03      0.28215551E-03
      0.17900000E+00      0.88298300E-03      0.42179113E-03      0.17532152E-03      0.28587035E-03
      0.18000000E+00      0.89418111E-03      0.42704326E-03      0.17750467E-03      0.28963318E-03
      0.18100000E+00      0.90551588E-03      0.43235747E-03      0.17971363E-03      0.29344479E-03
      0.18200000E+00      0.91698941E-03      0.43773469E-03      0.18194877E-03      0.29730594E-03
      0.18300000E+00      0.92860380E-03      0.44317584E-03      0.18421050E-03      0.30121745E-03
      0.18400000E+00      0.94036120E-03      0.44868187E-03      0.18649919E-03      0.30518014E-03
      0.18500000E+00      0.95226380E-03      0.45425372E-03      0.18881525E-03      0.30919483E-03
      0.18600000E+00      0.96431385E-03      0.45989239E-03      0.19115908E-03      0.31326238E-03
      0.18700000E+00      0.97651361E-03      0.46559886E-03      0.19353109E-03      0.31738366E-03
      0.18800000E+00      0.98886540E-03      0.47137414E-03      0.19593171E-03      0.32155955E-03
      0.18900000E+00      0.10013716E-02      0.47721927E-03      0.19836136E-03      0.32579095E-03
      0.19000000E+00      0.10140346E-02      0.48313529E-03      0.20082049E-03      0.33007879E-03
      0.19100000E+00      0.10268568E-02      0.48912328E-03      0.20330953E-03      0.33442401E-03
      0.19200000E+00      0.10398408E-02      0.49518433E-03      0.20582894E-03      0.33882756E-03
      0.19300000E+00      0.10529891E-02      0.50131953E-03      0.20837917E-03      0.34329043E-03
      0.19400000E+00      0.10663043E-02      0.50753003E-03      0.21096071E-03      0.34781361E-03
      0.19500000E+00      0.10797891E-02      0.51381697E-03      0.21357402E-03      0.35239812E-03
      0.19600000E+00      0.10934461E-02      0.52018153E-03      0.21621959E-03      0.35704500E-03
      0.19700000E+00      0.11072781E-02      0.52662489E-03      0.21889792E-03      0.36175533E-03
      0.19800000E+00      0.11212880E-02      0.53314828E-03      0.22160952E-03      0.36653017E-03
      0.19900000E+00      0.11354785E-02      0.53975293E-03      0.22435490E-03      0.37137063E-03
      0.20000000E+00      0.11498526E-02      0.54644011E-03      0.22713459E-03      0.37627786E-03
      0.20100000E+00      0.11644132E-02      0.55321110E-03      0.22994912E-03      0.38125300E-03
      0.20200000E+00      0.11791635E-02      0.56006722E-03      0.23279903E-03      0.38629723E-03
      0.20300000E+00      0.11941064E-02      0.56700979E-03      0.23568489E-03      0.39141175E-03
      0.20400000E+00      0.12092452E-02      0.57404020E-03      0.23860725E-03      0.39659780E-03
      0.20500000E+00      0.12245831E-02      0.58115981E-03      0.24156670E-03      0.40185663E-03
      0.20600000E+00      0.12401234E-02      0.58837005E-03      0.24456382E-03      0.40718952E-03
      0.20700000E+00      0.12558694E-02      0.59567236E-03      0.24759921E-03      0.41259779E-03
      0.20800000E+00      0.12718245E-02      0.60306822E-03      0.25067349E-03      0.41808277E-03
      0.20900000E+00      0.12879922E-02      0.61055911E-03      0.25378727E-03      0.42364583E-03
      0.21000000E+00      0.13043762E-02      0.61814657E-03      0.25694120E-03      0.42928838E-03
      0.21100000E+00      0.13209799E-02      0.62583217E-03      0.26013593E-03      0.43501183E-03
      0.21200000E+00      0.13378072E-02      0.63361748E-03      0.26337210E-03      0.44081765E-03
      0.21300000E+00      0.13548619E-02      0.64150413E-03      0.26665040E-03      0.44670734E-03
      0.21400000E+00      0.13721477E-02      0.64949378E-03      0.26997152E-03      0.45268241E-03
      0.21500000E+00      0.13896687E-02      0.65758811E-03      0.27333615E-03      0.45874444E-03
      0.21600000E+00      0.14074289E-02      0.66578884E-03      0.27674502E-03      0.46489501E-03
      0.21700000E+00      0.14254323E-02      0.67409774E-03      0.28019885E-03      0.47113576E-03
      0.21800000E+00      0.14436833E-02      0.68251658E-03      0.28369838E-03      0.47746835E-03
      0.21900000E+00      0.14621861E-02      0.69104720E-03      0.28724438E-03      0.48389449E-03
      0.22000000E+00      0.14809450E-02      0.69969147E-03      0.29083762E-03      0.49041593E-03
      0.22100000E+00      0.14999646E-02      0.70845127E-03      0.29447889E-03      0.49703445E-03
      0.22200000E+00      0.15192495E-02      0.71732857E-03      0.29816900E-03      0.50375188E-03
      0.22300000E+00      0.15388042E-02      0.72632534E-03      0.30190878E-03      0.51057009E-03
      0.22400000E+00      0.15586336E-02      0.73544360E-03      0.30569906E-03      0.51749098E-03
      0.22500000E+00      0.15787426E-02      0.74468542E-03      0.30954070E-03      0.52451652E-03
      0.22600000E+00      0.15991362E-02      0.75405290E-03      0.31343458E-03      0.53164871E-03
      0.22700000E+00      0.16198194E-02      0.76354821E-03      0.31738160E-03      0.53888959E-03
      0.22800000E+00      0.16407975E-02      0.77317353E-03      0.32138267E-03      0.54624127E-03
      0.22900000E+00      0.16620757E-02      0.78293111E-03      0.32543872E-03      0.55370589E-03
      0.23000000E+00      0.16836596E-02      0.79282325E-03      0.32955070E-03      0.56128565E-03
      0.23100000E+00      0.17055547E-02      0.80285228E-03      0.33371959E-03      0.56898280E-03
      0.23200000E+00      0.17277666E-02      0.81302059E-03      0.33794638E-03      0.57679965E-03
      0.23300000E+00      0.17503013E-02      0.82333063E-03      0.34223209E-03      0.58473856E-03
      0.23400000E+00      0.17731646E-02      0.83378489E-03      0.34657775E-03      0.59280195E-03
      0.23500000E+00      0.17963626E-02      0.84438591E-03      0.35098442E-03      0.60099229E-03
      0.23600000E+00      0.18199016E-02      0.85513631E-03      0.35545318E-03      0.60931214E-03
      0.23700000E+00      0.18437880E-02      0.86603874E-03      0.35998515E-03      0.61776408E-03
      0.23800000E+00      0.18680281E-02      0.87709592E-03      0.36458145E-03      0.62635078E-03
      0.23900000E+00      0.18926288E-02      0.88831063E-03      0.36924323E-03      0.63507497E-03
      0.24000000E+00      0.19175969E-02      0.89968571E-03      0.37397168E-03      0.64393946E-03
      0.24100000E+00      0.19429392E-02      0.91122406E-03      0.37876801E-03      0.65294712E-03
      0.24200000E+00      0.19686630E-02      0.92292865E-03      0.38363344E-03      0.66210088E-03
      0.24300000E+00      0.19947755E-02      0.93480252E-03      0.38856924E-03      0.67140376E-03
      0.24400000E+00      0.20212843E-02      0.94684875E-03      0.39357669E-03      0.68085887E-03
      0.24500000E+00      0.20481970E-02      0.95907054E-03      0.39865713E-03      0.69046936E-03
      0.24600000E+00      0.20755215E-02      0.97147111E-03      0.40381188E-03      0.70023851E-03
      0.24700000E+00      0.21032658E-02      0.98405379E-03      0.40904234E-03      0.71016964E-03
      0.24800000E+00      0.21314381E-02      0.99682197E-03      0.41434992E-03      0.72026617E-03
      0.24900000E+00      0.21600468E-02      0.10097791E-02      0.41973605E-03      0.73053164E-03
      0.25000000E+00      0.21891007E-02      0.10229288E-02      0.42520222E-03      0.74096964E-03
      0.25100000E+00      0.22186084E-02      0.10362746E-02      0.43074993E-03      0.75158387E-03
      0.25200000E+00      0.22485792E-02      0.10498203E-02      0.43638073E-03      0.76237814E-03
      0.25300000E+00      0.22790222E-02      0.10635697E-02      0.44209620E-03      0.77335634E-03
      0.25400000E+00      0.23099471E-02      0.10775266E-02      0.44789796E-03      0.78452248E-03
      0.25500000E+00      0.23413635E-02      0.10916951E-02      0.45378766E-03      0.79588068E-03
      0.25600000E+00      0.23732814E-02      0.11060793E-02      0.45976701E-03      0.80743516E-03
      0.25700000E+00      0.24057112E-02      0.11206832E-02      0.46583773E-03      0.81919026E-03
      0.25800000E+00      0.24386633E-02      0.11355112E-02      0.47200161E-03      0.83115043E-03
      0.25900000E+00      0.24721485E-02      0.11505677E-02      0.47826047E-03      0.84332026E-03
      0.26000000E+00      0.25061778E-02      0.11658572E-02      0.48461616E-03      0.85570445E-03
      0.26100000E+00      0.25407626E-02      0.11813841E-02      0.49107061E-03      0.86830784E-03
      0.26200000E+00      0.25759145E-02      0.11971534E-02      0.49762576E-03      0.88113540E-03
      0.26300000E+00      0.26116455E-02      0.12131696E-02      0.50428361E-03      0.89419224E-03
      0.26400000E+00      0.26479678E-02      0.12294379E-02      0.51104623E-03      0.90748362E-03
      0.26500000E+00      0.26848939E-02      0.12459632E-02      0.51791571E-03      0.92101494E-03
      0.26600000E+00      0.27224368E-02      0.12627508E-02      0.52489421E-03      0.93479176E-03
      0.26700000E+00      0.27606097E-02      0.12798059E-02      0.53198393E-03      0.94881979E-03
      0.26800000E+00      0.27994261E-02      0.12971341E-02      0.53918715E-03      0.96310492E-03
      0.26900000E+00      0.28389002E-02      0.13147408E-02      0.54650618E-03      0.97765319E-03
      0.27000000E+00      0.28790460E-02      0.13326318E-02      0.55394340E-03      0.99247085E-03
      0.27100000E+00      0.29198785E-02      0.13508130E-02      0.56150125E-03      0.10075643E-02
      0.27200000E+00      0.29614127E-02      0.13692904E-02      0.56918223E-03      0.10229401E-02
      0.27300000E+00      0.30036641E-02      0.13880701E-02      0.57698891E-03      0.10386051E-02
      0.27400000E+00      0.30466488E-02      0.14071585E-02      0.58492392E-03      0.10545663E-02
      0.27500000E+00      0.30903830E-02      0.14265621E-02      0.59298997E-03      0.10708309E-02
      0.27600000E+00      0.31348837E-02      0.14462876E-02      0.60118981E-03      0.10874063E-02
      0.27700000E+00      0.31801682E-02      0.14663418E-02      0.60952630E-03      0.11043001E-02
      0.27800000E+00      0.32262543E-02      0.14867316E-02      0.61800235E-03      0.11215203E-02
      0.27900000E+00      0.32731604E-02      0.15074644E-02      0.62662095E-03      0.11390750E-02
      0.28000000E+00      0.33209051E-02      0.15285475E-02      0.63538518E-03      0.11569725E-02
      0.28100000E+00      0.33695081E-02      0.15499885E-02      0.64429820E-03      0.11752214E-02
      0.28200000E+00      0.34189891E-02      0.15717951E-02      0.65336324E-03      0.11938308E-02
      0.28300000E+00      0.34693687E-02      0.15939754E-02      0.66258363E-03      0.12128097E-02
      0.28400000E+00      0.35206680E-02      0.16165377E-02      0.67196278E-03      0.12321676E-02
      0.28500000E+00      0.35729088E-02      0.16394902E-02      0.68150422E-03      0.12519143E-02
      0.28600000E+00      0.36261133E-02      0.16628418E-02      0.69121153E-03      0.12720599E-02
      0.28700000E+00      0.36803046E-02      0.16866014E-02      0.70108844E-03      0.12926148E-02
      0.28800000E+00      0.37355065E-02      0.17107780E-02      0.71113874E-03      0.13135898E-02
      0.28900000E+00      0.37917434E-02      0.17353811E-02      0.72136635E-03      0.13349959E-02
      0.29000000E+00      0.38490403E-02      0.17604204E-02      0.73177529E-03      0.13568446E-02
      0.29100000E+00      0.39074233E-02      0.17859058E-02      0.74236970E-03      0.13791478E-02
      0.29200000E+00      0.39669190E-02      0.18118476E-02      0.75315383E-03      0.14019176E-02
      0.29300000E+00      0.40275551E-02      0.18382563E-02      0.76413205E-03      0.14251667E-02
      0.29400000E+00      0.40893597E-02      0.18651426E-02      0.77530886E-03      0.14489083E-02
      0.29500000E+00      0.41523623E-02      0.18925178E-02      0.78668888E-03      0.14731557E-02
      0.29600000E+00      0.42165930E-02      0.19203932E-02      0.79827688E-03      0.14979229E-02
      0.29700000E+00      0.42820829E-02      0.19487807E-02      0.81007776E-03      0.15232245E-02
      0.29800000E+00      0.43488642E-02      0.19776923E-02      0.82209654E-03      0.15490753E-02
      0.29900000E+00      0.44169699E-02      0.20071406E-02      0.83433844E-03      0.15754908E-02
      0.30000000E+00      0.44864343E-02      0.20371384E-02      0.84680877E-03      0.16024871E-02
      0.30100000E+00      0.45572926E-02      0.20676989E-02      0.85951306E-03      0.16300806E-02
      0.30200000E+00      0.46295813E-02      0.20988358E-02      0.87245695E-03      0.16582886E-02
