#       Energy(Ry)            Total                 X                  Y                   Z
      0.30300000E+00      0.47033381E-02      0.21305631E-02      0.88564628E-03      0.16871287E-02
      0.30400000E+00      0.47786018E-02      0.21628953E-02      0.89908707E-03      0.17166195E-02
      0.30500000E+00      0.48554126E-02      0.21958471E-02      0.91278551E-03      0.17467799E-02
      0.30600000E+00      0.49338119E-02      0.22294341E-02      0.92674798E-03      0.17776298E-02
      0.30700000E+00      0.50138427E-02      0.22636720E-02      0.94098105E-03      0.18091897E-02
      0.30800000E+00      0.50955494E-02      0.22985772E-02      0.95549152E-03      0.18414807E-02
      0.30900000E+00      0.51789777E-02      0.23341664E-02      0.97028636E-03      0.18745249E-02
      0.31000000E+00      0.52641750E-02      0.23704569E-02      0.98537280E-03      0.19083453E-02
      0.31100000E+00      0.53511906E-02      0.24074668E-02      0.10007583E-02      0.19429655E-02
      0.31200000E+00      0.54400750E-02      0.24452144E-02      0.10164504E-02      0.19784102E-02
      0.31300000E+00      0.55308809E-02      0.24837189E-02      0.10324572E-02      0.20147049E-02
      0.31400000E+00      0.56236627E-02      0.25229997E-02      0.10487868E-02      0.20518762E-02
      0.31500000E+00      0.57184766E-02      0.25630773E-02      0.10654476E-02      0.20899517E-02
      0.31600000E+00      0.58153810E-02      0.26039726E-02      0.10824483E-02      0.21289601E-02
      0.31700000E+00      0.59144364E-02      0.26457072E-02      0.10997980E-02      0.21689312E-02
      0.31800000E+00      0.60157054E-02      0.26883035E-02      0.11175058E-02      0.22098961E-02
      0.31900000E+00      0.61192528E-02      0.27317845E-02      0.11355815E-02      0.22518869E-02
      0.32000000E+00      0.62251461E-02      0.27761741E-02      0.11540349E-02      0.22949371E-02
      0.32100000E+00      0.63334550E-02      0.28214969E-02      0.11728762E-02      0.23390818E-02
      0.32200000E+00      0.64442519E-02      0.28677785E-02      0.11921161E-02      0.23843573E-02
      0.32300000E+00      0.65576120E-02      0.29150451E-02      0.12117655E-02      0.24308014E-02
      0.32400000E+00      0.66736133E-02      0.29633240E-02      0.12318357E-02      0.24784535E-02
      0.32500000E+00      0.67923367E-02      0.30126435E-02      0.12523385E-02      0.25273547E-02
      0.32600000E+00      0.69138665E-02      0.30630325E-02      0.12732859E-02      0.25775480E-02
      0.32700000E+00      0.70382899E-02      0.31145215E-02      0.12946906E-02      0.26290779E-02
      0.32800000E+00      0.71656978E-02      0.31671414E-02      0.13165654E-02      0.26819910E-02
      0.32900000E+00      0.72961846E-02      0.32209248E-02      0.13389238E-02      0.27363360E-02
      0.33000000E+00      0.74298484E-02      0.32759051E-02      0.13617798E-02      0.27921635E-02
      0.33100000E+00      0.75667913E-02      0.33321169E-02      0.13851477E-02      0.28495267E-02
      0.33200000E+00      0.77071197E-02      0.33895963E-02      0.14090425E-02      0.29084809E-02
      0.33300000E+00      0.78509439E-02      0.34483805E-02      0.14334796E-02      0.29690838E-02
      0.33400000E+00      0.79983793E-02      0.35085080E-02      0.14584752E-02      0.30313961E-02
      0.33500000E+00      0.81495456E-02      0.35700190E-02      0.14840457E-02      0.30954809E-02
      0.33600000E+00      0.83045679E-02      0.36329550E-02      0.15102086E-02      0.31614044E-02
      0.33700000E+00      0.84635764E-02      0.36973589E-02      0.15369816E-02      0.32292358E-02
      0.33800000E+00      0.86267068E-02      0.37632757E-02      0.15643834E-02      0.32990478E-02
      0.33900000E+00      0.87941009E-02      0.38307515E-02      0.15924332E-02      0.33709162E-02
      0.34000000E+00      0.89659063E-02      0.38998347E-02      0.16211510E-02      0.34449207E-02
      0.34100000E+00      0.91422775E-02      0.39705753E-02      0.16505575E-02      0.35211446E-02
      0.34200000E+00      0.93233754E-02      0.40430253E-02      0.16806745E-02      0.35996756E-02
      0.34300000E+00      0.95093683E-02      0.41172386E-02      0.17115242E-02      0.36806055E-02
      0.34400000E+00      0.97004323E-02      0.41932716E-02      0.17431301E-02      0.37640307E-02
      0.34500000E+00      0.98967511E-02      0.42711825E-02      0.17755162E-02      0.38500524E-02
      0.34600000E+00      0.10098517E-01      0.43510321E-02      0.18087079E-02      0.39387771E-02
      0.34700000E+00      0.10305932E-01      0.44328837E-02      0.18427313E-02      0.40303167E-02
      0.34800000E+00      0.10519206E-01      0.45168030E-02      0.18776137E-02      0.41247888E-02
      0.34900000E+00      0.10738559E-01      0.46028587E-02      0.19133835E-02      0.42223172E-02
      0.35000000E+00      0.10964225E-01      0.46911220E-02      0.19500703E-02      0.43230323E-02
      0.35100000E+00      0.11196444E-01      0.47816674E-02      0.19877048E-02      0.44270714E-02
      0.35200000E+00      0.11435471E-01      0.48745724E-02      0.20263192E-02      0.45345793E-02
      0.35300000E+00      0.11681573E-01      0.49699180E-02      0.20659468E-02      0.46457086E-02
      0.35400000E+00      0.11935031E-01      0.50677884E-02      0.21066225E-02      0.47606203E-02
      0.35500000E+00      0.12196139E-01      0.51682719E-02      0.21483828E-02      0.48794846E-02
      0.35600000E+00      0.12465207E-01      0.52714605E-02      0.21912654E-02      0.50024809E-02
      0.35700000E+00      0.12742560E-01      0.53774502E-02      0.22353101E-02      0.51297992E-02
      0.35800000E+00      0.13028540E-01      0.54863419E-02      0.22805581E-02      0.52616403E-02
      0.35900000E+00      0.13323510E-01      0.55982406E-02      0.23270526E-02      0.53982166E-02
      0.36000000E+00      0.13627849E-01      0.57132567E-02      0.23748388E-02      0.55397532E-02
      0.36100000E+00      0.13941958E-01      0.58315057E-02      0.24239637E-02      0.56864885E-02
      0.36200000E+00      0.14266261E-01      0.59531089E-02      0.24744768E-02      0.58386754E-02
      0.36300000E+00      0.14601206E-01      0.60781938E-02      0.25264295E-02      0.59965822E-02
      0.36400000E+00      0.14947264E-01      0.62068945E-02      0.25798760E-02      0.61604936E-02
      0.36500000E+00      0.15304938E-01      0.63393524E-02      0.26348727E-02      0.63307125E-02
      0.36600000E+00      0.15674756E-01      0.64757170E-02      0.26914787E-02      0.65075607E-02
      0.36700000E+00      0.16057284E-01      0.66161467E-02      0.27497563E-02      0.66913809E-02
      0.36800000E+00      0.16453119E-01      0.67608104E-02      0.28097704E-02      0.68825378E-02
      0.36900000E+00      0.16862898E-01      0.69098886E-02      0.28715893E-02      0.70814204E-02
      0.37000000E+00      0.17287304E-01      0.70635758E-02      0.29352847E-02      0.72884437E-02
      0.37100000E+00      0.17727066E-01      0.72220836E-02      0.30009317E-02      0.75040507E-02
      0.37200000E+00      0.18182970E-01      0.73856450E-02      0.30686097E-02      0.77287150E-02
      0.37300000E+00      0.18655866E-01      0.75545206E-02      0.31384017E-02      0.79629434E-02
      0.37400000E+00      0.19146681E-01      0.77290068E-02      0.32103954E-02      0.82072787E-02
      0.37500000E+00      0.19656435E-01      0.79094484E-02      0.32846833E-02      0.84623030E-02
      0.37600000E+00      0.20186255E-01      0.80962508E-02      0.33613630E-02      0.87286416E-02
      0.37700000E+00      0.20737390E-01      0.82898869E-02      0.34405375E-02      0.90069661E-02
      0.37800000E+00      0.21311179E-01      0.84908654E-02      0.35223154E-02      0.92979985E-02
      0.37900000E+00      0.21908902E-01      0.86995795E-02      0.36068103E-02      0.96025121E-02
      0.38000000E+00      0.22531358E-01      0.89158929E-02      0.36941377E-02      0.99213278E-02
      0.38100000E+00      0.23178241E-01      0.91385231E-02      0.37844114E-02      0.10255306E-01
      0.38200000E+00      0.23848329E-01      0.93652251E-02      0.38777449E-02      0.10605359E-01
      0.38300000E+00      0.24541718E-01      0.95949514E-02      0.39742678E-02      0.10972499E-01
      0.38400000E+00      0.25261531E-01      0.98295084E-02      0.40741385E-02      0.11357884E-01
      0.38500000E+00      0.26012134E-01      0.10071811E-01      0.41775319E-02      0.11762791E-01
      0.38600000E+00      0.26796993E-01      0.10323793E-01      0.42846249E-02      0.12188574E-01
      0.38700000E+00      0.27618557E-01      0.10586279E-01      0.43955960E-02      0.12636682E-01
      0.38800000E+00      0.28478901E-01      0.10859594E-01      0.45106305E-02      0.13108676E-01
      0.38900000E+00      0.29380150E-01      0.11143971E-01      0.46299243E-02      0.13606255E-01
      0.39000000E+00      0.30324652E-01      0.11439694E-01      0.47536863E-02      0.14131271E-01
      0.39100000E+00      0.31315028E-01      0.11747134E-01      0.48821394E-02      0.14685754E-01
      0.39200000E+00      0.32354195E-01      0.12066749E-01      0.50155218E-02      0.15271925E-01
      0.39300000E+00      0.33445381E-01      0.12399072E-01      0.51540889E-02      0.15892221E-01
      0.39400000E+00      0.34592151E-01      0.12744711E-01      0.52981147E-02      0.16549326E-01
      0.39500000E+00      0.35798437E-01      0.13104346E-01      0.54478949E-02      0.17246197E-01
      0.39600000E+00      0.37068587E-01      0.13478732E-01      0.56037495E-02      0.17986106E-01
      0.39700000E+00      0.38407414E-01      0.13868709E-01      0.57660263E-02      0.18772679E-01
      0.39800000E+00      0.39820253E-01      0.14275204E-01      0.59351043E-02      0.19609945E-01
      0.39900000E+00      0.41312978E-01      0.14699220E-01      0.61113912E-02      0.20502367E-01
      0.40000000E+00      0.42891905E-01      0.15141770E-01      0.62953053E-02      0.21454830E-01
      0.40100000E+00      0.44563382E-01      0.15603670E-01      0.64872169E-02      0.22472495E-01
      0.40200000E+00      0.46333074E-01      0.16085200E-01      0.66873475E-02      0.23560526E-01
      0.40300000E+00      0.48206008E-01      0.16586102E-01      0.68957597E-02      0.24724146E-01
      0.40400000E+00      0.50189131E-01      0.17106667E-01      0.71126715E-02      0.25969792E-01
      0.40500000E+00      0.52294024E-01      0.17648845E-01      0.73388049E-02      0.27306373E-01
      0.40600000E+00      0.54535350E-01      0.18215479E-01      0.75751822E-02      0.28744689E-01
      0.40700000E+00      0.56928072E-01      0.18809048E-01      0.78227402E-02      0.30296284E-01
      0.40800000E+00      0.59487165E-01      0.19431485E-01      0.80822633E-02      0.31973417E-01
      0.40900000E+00      0.62228623E-01      0.20084523E-01      0.83544868E-02      0.33789614E-01
      0.41000000E+00      0.65170314E-01      0.20769947E-01      0.86401781E-02      0.35760188E-01
      0.41100000E+00      0.68332539E-01      0.21489708E-01      0.89401727E-02      0.37902658E-01
      0.41200000E+00      0.71738496E-01      0.22245954E-01      0.92553886E-02      0.40237154E-01
      0.41300000E+00      0.75414766E-01      0.23041053E-01      0.95868339E-02      0.42786879E-01
      0.41400000E+00      0.79391887E-01      0.23877600E-01      0.99356144E-02      0.45578673E-01
      0.41500000E+00      0.83705062E-01      0.24758434E-01      0.10302942E-01      0.48643686E-01
      0.41600000E+00      0.88395034E-01      0.25686662E-01      0.10690147E-01      0.52018226E-01
      0.41700000E+00      0.93509162E-01      0.26665676E-01      0.11098691E-01      0.55744795E-01
      0.41800000E+00      0.99102767E-01      0.27699192E-01      0.11530187E-01      0.59873388E-01
      0.41900000E+00      0.10524081E+00      0.28791275E-01      0.11986417E-01      0.64463114E-01
      0.42000000E+00      0.11199999E+00      0.29946387E-01      0.12469360E-01      0.69584240E-01
      0.42100000E+00      0.11947142E+00      0.31169424E-01      0.12981207E-01      0.75320788E-01
      0.42200000E+00      0.12776397E+00      0.32465767E-01      0.13524348E-01      0.81773852E-01
      0.42300000E+00      0.13700847E+00      0.33841319E-01      0.14101268E-01      0.89065887E-01
      0.42400000E+00      0.14736308E+00      0.35302524E-01      0.14714283E-01      0.97346275E-01
      0.42500000E+00      0.15902032E+00      0.36856400E-01      0.15365277E-01      0.10679864E+00
      0.42600000E+00      0.17221751E+00      0.38510709E-01      0.16056230E-01      0.11765057E+00
      0.42700000E+00      0.18725157E+00      0.40274275E-01      0.16790683E-01      0.13018661E+00
      0.42800000E+00      0.20449711E+00      0.42157159E-01      0.17574066E-01      0.14476589E+00
      0.42900000E+00      0.22442927E+00      0.44170586E-01      0.18412414E-01      0.16184627E+00
      0.43000000E+00      0.24765654E+00      0.46326995E-01      0.19311640E-01      0.18201791E+00
      0.43100000E+00      0.27496840E+00      0.48640273E-01      0.20277823E-01      0.20605031E+00
      0.43200000E+00      0.30740311E+00      0.51126053E-01      0.21317656E-01      0.23495940E+00
      0.43300000E+00      0.34634501E+00      0.53802047E-01      0.22438769E-01      0.27010419E+00
      0.43400000E+00      0.39366616E+00      0.56688425E-01      0.23649981E-01      0.31332776E+00
      0.43500000E+00      0.45193481E+00      0.59808296E-01      0.24961564E-01      0.36716495E+00
      0.43600000E+00      0.52472403E+00      0.63188301E-01      0.26385578E-01      0.43515015E+00
      0.43700000E+00      0.61706726E+00      0.66859391E-01      0.27936320E-01      0.52227155E+00
      0.43800000E+00      0.73611575E+00      0.70857821E-01      0.29630927E-01      0.63562700E+00
      0.43900000E+00      0.89202613E+00      0.75226380E-01      0.31490132E-01      0.78530962E+00
      0.44000000E+00      0.10989408E+01      0.80015732E-01      0.33539082E-01      0.98538603E+00
      0.44100000E+00      0.13753050E+01      0.85285183E-01      0.35807640E-01      0.12542122E+01
      0.44200000E+00      0.17408924E+01      0.91100688E-01      0.38328417E-01      0.16114633E+01
      0.44300000E+00      0.22035874E+01      0.97525016E-01      0.41128278E-01      0.20649342E+01
      0.44400000E+00      0.27247717E+01      0.10459494E+00      0.44208574E-01      0.25759682E+01
      0.44500000E+00      0.31714246E+01      0.11230202E+00      0.47525985E-01      0.30115966E+01
      0.44600000E+00      0.33409050E+01      0.12063768E+00      0.51024120E-01      0.31692432E+01
      0.44700000E+00      0.31396497E+01      0.12970585E+00      0.54728288E-01      0.29552156E+01
      0.44800000E+00      0.26963150E+01      0.13974872E+00      0.58777054E-01      0.24977892E+01
      0.44900000E+00      0.22096386E+01      0.15104998E+00      0.63340477E-01      0.19952481E+01
      0.45000000E+00      0.17933716E+01      0.16387497E+00      0.68558289E-01      0.15609383E+01
      0.45100000E+00      0.14748673E+01      0.17848975E+00      0.74548545E-01      0.12218290E+01
      0.45200000E+00      0.12434271E+01      0.19520025E+00      0.81436289E-01      0.96679058E+00
      0.45300000E+00      0.10800923E+01      0.21438366E+00      0.89374218E-01      0.77633444E+00
      0.45400000E+00      0.96819946E+00      0.23651481E+00      0.98556517E-01      0.63312813E+00
      0.45500000E+00      0.89549100E+00      0.26219493E+00      0.10923189E+00      0.52406418E+00
      0.45600000E+00      0.85367023E+00      0.29219013E+00      0.12171984E+00      0.43976025E+00
      0.45700000E+00      0.83752386E+00      0.32748500E+00      0.13643302E+00      0.37360584E+00
      0.45800000E+00      0.84420380E+00      0.36935775E+00      0.15390798E+00      0.32093806E+00
      0.45900000E+00      0.87277226E+00      0.41948656E+00      0.17484721E+00      0.27843849E+00
      0.46000000E+00      0.92399269E+00      0.48010165E+00      0.20017507E+00      0.24371597E+00
      0.46100000E+00      0.10003419E+01      0.55420561E+00      0.23111286E+00      0.21502347E+00
      0.46200000E+00      0.11062596E+01      0.64589687E+00      0.26929665E+00      0.19106610E+00
      0.46300000E+00      0.12487249E+01      0.76085115E+00      0.31700260E+00      0.17087117E+00
      0.46400000E+00      0.14382598E+01      0.90703837E+00      0.37752163E+00      0.15369985E+00
      0.46500000E+00      0.16903613E+01      0.10957671E+01      0.45560928E+00      0.13898494E+00
      0.46600000E+00      0.20274514E+01      0.13431476E+01      0.55801856E+00      0.12628525E+00
      0.46700000E+00      0.24814083E+01      0.16719355E+01      0.69421965E+00      0.11525311E+00
      0.46800000E+00      0.30957604E+01      0.21130917E+01      0.87705682E+00      0.10561186E+00
      0.46900000E+00      0.39236001E+01      0.27043038E+01      0.11221569E+01      0.97139472E-01
      0.47000000E+00      0.50093215E+01      0.34770713E+01      0.14425938E+01      0.89656420E-01
      0.47100000E+00      0.63280254E+01      0.44138593E+01      0.18311496E+01      0.83016427E-01
      0.47200000E+00      0.76624346E+01      0.53610698E+01      0.22242656E+01      0.77099201E-01
      0.47300000E+00      0.85257119E+01      0.59745064E+01      0.24794012E+01      0.71804260E-01
      0.47400000E+00      0.84424911E+01      0.59182099E+01      0.24572359E+01      0.67045316E-01
      0.47500000E+00      0.74668867E+01      0.52308324E+01      0.21733077E+01      0.62746587E-01
      0.47600000E+00      0.61127143E+01      0.42760647E+01      0.17778052E+01      0.58844390E-01
      0.47700000E+00      0.48243903E+01      0.33681429E+01      0.14009568E+01      0.55290656E-01
      0.47800000E+00      0.37767842E+01      0.26304238E+01      0.10943113E+01      0.52049081E-01
      0.47900000E+00      0.29775657E+01      0.20680988E+01      0.86037907E+00      0.49087906E-01
      0.48000000E+00      0.23796052E+01      0.16477701E+01      0.68545767E+00      0.46377406E-01
      0.48100000E+00      0.19316252E+01      0.13331975E+01      0.55453725E+00      0.43890440E-01
      0.48200000E+00      0.15924248E+01      0.10952918E+01      0.45553004E+00      0.41602961E-01
      0.48300000E+00      0.13318928E+01      0.91280455E+00      0.37959427E+00      0.39493958E-01
      0.48400000E+00      0.11287057E+01      0.77069349E+00      0.32046709E+00      0.37545119E-01
      0.48500000E+00      0.96785036E+00      0.65837049E+00      0.27373942E+00      0.35740451E-01
      0.48600000E+00      0.83869519E+00      0.56833948E+00      0.23628978E+00      0.34065941E-01
      0.48700000E+00      0.73362802E+00      0.49523476E+00      0.20588400E+00      0.32509260E-01
      0.48800000E+00      0.64712584E+00      0.43516449E+00      0.18090183E+00      0.31059523E-01
      0.48900000E+00      0.57512522E+00      0.38526638E+00      0.16015176E+00      0.29707083E-01
      0.49000000E+00      0.51459500E+00      0.34340614E+00      0.14274549E+00      0.28443366E-01
      0.49100000E+00      0.46324367E+00      0.30797109E+00      0.12801185E+00      0.27260727E-01
      0.49200000E+00      0.41931692E+00      0.27772721E+00      0.11543737E+00      0.26152332E-01
      0.49300000E+00      0.38145562E+00      0.25171905E+00      0.10462451E+00      0.25112054E-01
      0.49400000E+00      0.34859504E+00      0.22919859E+00      0.95262067E-01      0.24134388E-01
      0.49500000E+00      0.31989241E+00      0.20957413E+00      0.87103900E-01      0.23214377E-01
      0.49600000E+00      0.29467416E+00      0.19237316E+00      0.79953457E-01      0.22347544E-01
      0.49700000E+00      0.27239708E+00      0.17721488E+00      0.73652361E-01      0.21529842E-01
      0.49800000E+00      0.25261944E+00      0.16378990E+00      0.68071931E-01      0.20757602E-01
      0.49900000E+00      0.23497915E+00      0.15184486E+00      0.63106798E-01      0.20027491E-01
      0.50000000E+00      0.21917728E+00      0.14117076E+00      0.58670049E-01      0.19336478E-01
      0.50100000E+00      0.20496532E+00      0.13159402E+00      0.54689508E-01      0.18681800E-01
      0.50200000E+00      0.19213536E+00      0.12296957E+00      0.51104852E-01      0.18060934E-01
      0.50300000E+00      0.18051239E+00      0.11517546E+00      0.47865365E-01      0.17471574E-01
      0.50400000E+00      0.16994830E+00      0.10810853E+00      0.44928168E-01      0.16911607E-01
      0.50500000E+00      0.16031704E+00      0.10168113E+00      0.42256813E-01      0.16379095E-01
      0.50600000E+00      0.15151082E+00      0.95818391E-01      0.39820170E-01      0.15872256E-01
      0.50700000E+00      0.14343701E+00      0.90456033E-01      0.37591521E-01      0.15389453E-01
      0.50800000E+00      0.13601567E+00      0.85538663E-01      0.35547834E-01      0.14929177E-01
      0.50900000E+00      0.12917753E+00      0.81018324E-01      0.33669174E-01      0.14490035E-01
      0.51000000E+00      0.12286230E+00      0.76853339E-01      0.31938214E-01      0.14070742E-01
      0.51100000E+00      0.11701730E+00      0.73007349E-01      0.30339842E-01      0.13670107E-01
      0.51200000E+00      0.11159638E+00      0.69448525E-01      0.28860824E-01      0.13287031E-01
      0.51300000E+00      0.10655893E+00      0.66148903E-01      0.27489539E-01      0.12920491E-01
      0.51400000E+00      0.10186912E+00      0.63083842E-01      0.26215742E-01      0.12569540E-01
      0.51500000E+00      0.97495235E-01      0.60231558E-01      0.25030379E-01      0.12233298E-01
      0.51600000E+00      0.93409104E-01      0.57572736E-01      0.23925422E-01      0.11910946E-01
      0.51700000E+00      0.89585660E-01      0.55090205E-01      0.22893732E-01      0.11601722E-01
      0.51800000E+00      0.86002520E-01      0.52768657E-01      0.21928949E-01      0.11304914E-01
      0.51900000E+00      0.82639653E-01      0.50594410E-01      0.21025384E-01      0.11019860E-01
      0.52000000E+00      0.79479087E-01      0.48555205E-01      0.20177942E-01      0.10745940E-01
      0.52100000E+00      0.76504658E-01      0.46640034E-01      0.19382049E-01      0.10482576E-01
      0.52200000E+00      0.73701799E-01      0.44838988E-01      0.18633585E-01      0.10229226E-01
      0.52300000E+00      0.71057349E-01      0.43143130E-01      0.17928836E-01      0.99853824E-02
      0.52400000E+00      0.68559397E-01      0.41544381E-01      0.17264445E-01      0.97505708E-02
      0.52500000E+00      0.66197139E-01      0.40035423E-01      0.16637370E-01      0.95243451E-02
      0.52600000E+00      0.63960756E-01      0.38609617E-01      0.16044852E-01      0.93062867E-02
      0.52700000E+00      0.61841310E-01      0.37260926E-01      0.15484381E-01      0.90960024E-02
      0.52800000E+00      0.59830648E-01      0.35983853E-01      0.14953673E-01      0.88931225E-02
      0.52900000E+00      0.57921324E-01      0.34773382E-01      0.14450643E-01      0.86972990E-02
      0.53000000E+00      0.56106520E-01      0.33624929E-01      0.13973387E-01      0.85082045E-02
      0.53100000E+00      0.54379990E-01      0.32534299E-01      0.13520161E-01      0.83255300E-02
      0.53200000E+00      0.52735998E-01      0.31497647E-01      0.13089366E-01      0.81489845E-02
      0.53300000E+00      0.51169273E-01      0.30511443E-01      0.12679537E-01      0.79782933E-02
      0.53400000E+00      0.49674960E-01      0.29572440E-01      0.12289322E-01      0.78131969E-02
      0.53500000E+00      0.48248583E-01      0.28677651E-01      0.11917482E-01      0.76534501E-02
      0.53600000E+00      0.46886011E-01      0.27824319E-01      0.11562870E-01      0.74988212E-02
      0.53700000E+00      0.45583424E-01      0.27009903E-01      0.11224430E-01      0.73490908E-02
      0.53800000E+00      0.44337288E-01      0.26232051E-01      0.10901185E-01      0.72040513E-02
      0.53900000E+00      0.43144325E-01      0.25488588E-01      0.10592231E-01      0.70635061E-02
      0.54000000E+00      0.42001498E-01      0.24777499E-01      0.10296731E-01      0.69272685E-02
      0.54100000E+00      0.40905982E-01      0.24096913E-01      0.10013907E-01      0.67951620E-02
      0.54200000E+00      0.39855153E-01      0.23445096E-01      0.97430376E-02      0.66670187E-02
      0.54300000E+00      0.38846565E-01      0.22820433E-01      0.94834527E-02      0.65426792E-02
      0.54400000E+00      0.37877943E-01      0.22221423E-01      0.92345278E-02      0.64219923E-02
      0.54500000E+00      0.36947160E-01      0.21646665E-01      0.89956816E-02      0.63048141E-02
      0.54600000E+00      0.36052235E-01      0.21094855E-01      0.87663717E-02      0.61910079E-02
      0.54700000E+00      0.35191311E-01      0.20564776E-01      0.85460921E-02      0.60804435E-02
      0.54800000E+00      0.34362655E-01      0.20055289E-01      0.83343699E-02      0.59729970E-02
      0.54900000E+00      0.33564643E-01      0.19565330E-01      0.81307630E-02      0.58685504E-02
      0.55000000E+00      0.32795752E-01      0.19093904E-01      0.79348573E-02      0.57669913E-02
      0.55100000E+00      0.32054554E-01      0.18640077E-01      0.77462651E-02      0.56682126E-02
      0.55200000E+00      0.31339709E-01      0.18202974E-01      0.75646230E-02      0.55721120E-02
      0.55300000E+00      0.30649957E-01      0.17781775E-01      0.73895898E-02      0.54785919E-02
      0.55400000E+00      0.29984113E-01      0.17375709E-01      0.72208450E-02      0.53875594E-02
      0.55500000E+00      0.29341064E-01      0.16984051E-01      0.70580876E-02      0.52989254E-02
      0.55600000E+00      0.28719758E-01      0.16606119E-01      0.69010344E-02      0.52126050E-02
      0.55700000E+00      0.28119207E-01      0.16241272E-01      0.67494186E-02      0.51285171E-02
      0.55800000E+00      0.27538478E-01      0.15888905E-01      0.66029892E-02      0.50465839E-02
      0.55900000E+00      0.26976690E-01      0.15548449E-01      0.64615094E-02      0.49667312E-02
      0.56000000E+00      0.26433011E-01      0.15219367E-01      0.63247559E-02      0.48888880E-02
      0.56100000E+00      0.25906655E-01      0.14901151E-01      0.61925179E-02      0.48129861E-02
      0.56200000E+00      0.25396878E-01      0.14593322E-01      0.60645962E-02      0.47389605E-02
      0.56300000E+00      0.24902977E-01      0.14295426E-01      0.59408026E-02      0.46667486E-02
      0.56400000E+00      0.24424286E-01      0.14007036E-01      0.58209591E-02      0.45962906E-02
      0.56500000E+00      0.23960173E-01      0.13727746E-01      0.57048972E-02      0.45275292E-02
      0.56600000E+00      0.23510039E-01      0.13457172E-01      0.55924573E-02      0.44604093E-02
      0.56700000E+00      0.23073317E-01      0.13194951E-01      0.54834883E-02      0.43948781E-02
      0.56800000E+00      0.22649468E-01      0.12940737E-01      0.53778467E-02      0.43308849E-02
      0.56900000E+00      0.22237980E-01      0.12694203E-01      0.52753967E-02      0.42683810E-02
      0.57000000E+00      0.21838367E-01      0.12455038E-01      0.51760092E-02      0.42073198E-02
      0.57100000E+00      0.21450166E-01      0.12222948E-01      0.50795616E-02      0.41476563E-02
      0.57200000E+00      0.21072938E-01      0.11997653E-01      0.49859374E-02      0.40893473E-02
      0.57300000E+00      0.20706263E-01      0.11778886E-01      0.48950260E-02      0.40323514E-02
      0.57400000E+00      0.20349743E-01      0.11566393E-01      0.48067219E-02      0.39766287E-02
      0.57500000E+00      0.20002999E-01      0.11359933E-01      0.47209250E-02      0.39221407E-02
      0.57600000E+00      0.19665667E-01      0.11159277E-01      0.46375399E-02      0.38688505E-02
      0.57700000E+00      0.19337404E-01      0.10964206E-01      0.45564755E-02      0.38167227E-02
      0.57800000E+00      0.19017879E-01      0.10774511E-01      0.44776454E-02      0.37657228E-02
      0.57900000E+00      0.18706779E-01      0.10589994E-01      0.44009669E-02      0.37158180E-02
      0.58000000E+00      0.18403802E-01      0.10410465E-01      0.43263612E-02      0.36669766E-02
      0.58100000E+00      0.18108663E-01      0.10235742E-01      0.42537530E-02      0.36191677E-02
      0.58200000E+00      0.17821087E-01      0.10065654E-01      0.41830706E-02      0.35723621E-02
      0.58300000E+00      0.17540812E-01      0.99000355E-02      0.41142454E-02      0.35265311E-02
      0.58400000E+00      0.17267587E-01      0.97387282E-02      0.40472119E-02      0.34816475E-02
      0.58500000E+00      0.17001173E-01      0.95815814E-02      0.39819073E-02      0.34376845E-02
      0.58600000E+00      0.16741340E-01      0.94284512E-02      0.39182718E-02      0.33946169E-02
      0.58700000E+00      0.16487867E-01      0.92791994E-02      0.38562480E-02      0.33524197E-02
      0.58800000E+00      0.16240545E-01      0.91336940E-02      0.37957811E-02      0.33110694E-02
      0.58900000E+00      0.15999170E-01      0.89918086E-02      0.37368185E-02      0.32705428E-02
      0.59000000E+00      0.15763550E-01      0.88534221E-02      0.36793099E-02      0.32308177E-02
      0.59100000E+00      0.15533498E-01      0.87184183E-02      0.36232070E-02      0.31918727E-02
      0.59200000E+00      0.15308837E-01      0.85866861E-02      0.35684636E-02      0.31536870E-02
      0.59300000E+00      0.15089395E-01      0.84581187E-02      0.35150353E-02      0.31162406E-02
      0.59400000E+00      0.14875008E-01      0.83326138E-02      0.34628798E-02      0.30795140E-02
      0.59500000E+00      0.14665518E-01      0.82100732E-02      0.34119560E-02      0.30434886E-02
      0.59600000E+00      0.14460774E-01      0.80904026E-02      0.33622249E-02      0.30081463E-02
      0.59700000E+00      0.14260630E-01      0.79735115E-02      0.33136488E-02      0.29734693E-02
      0.59800000E+00      0.14064945E-01      0.78593128E-02      0.32661917E-02      0.29394408E-02
      0.59900000E+00      0.13873586E-01      0.77477230E-02      0.32198186E-02      0.29060443E-02
      0.60000000E+00      0.13686422E-01      0.76386619E-02      0.31744964E-02      0.28732639E-02
      0.60100000E+00      0.13503329E-01      0.75320521E-02      0.31301928E-02      0.28410842E-02
      0.60200000E+00      0.13324187E-01      0.74278194E-02      0.30868771E-02      0.28094902E-02
      0.60300000E+00      0.13148879E-01      0.73258923E-02      0.30445194E-02      0.27784675E-02
      0.60400000E+00      0.12977295E-01      0.72262020E-02      0.30030913E-02      0.27480020E-02
      0.60500000E+00      0.12809328E-01      0.71286823E-02      0.29625652E-02      0.27180803E-02
